instances,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,visibility,roadsurface,vehiclestability,pathinteraction,probability,feature_startego,feature_goalego,feature_startother,feature_goalother,collision,min_ttc,algo_safety
scenario112,20,20,0,100,40,0.6,0,100,20,0,20,c1,0.00132,1,2,0,2,0,5.697212903960705,0
scenario113,20,40,0,0,100,0.4,0,100,20,0,20,c2,0.00135,2,0,0,1,0,3.761783244851733,0
scenario114,20,20,0,0,100,0.4,0,100,20,0,20,c4,0.00142,1,0,2,0,1,0.0,1
scenario115,20,40,0,0,0,0.8,0,100,20,0,40,c1,0.05996,0,2,1,2,0,5.549898470284234,0
scenario116,20,40,0,0,0,0.8,0,100,20,0,40,c2,0.05925,0,1,2,1,0,6.445259033839608,0
scenario117,20,40,0,0,0,0.8,0,100,20,0,40,c4,0.06,1,2,2,0,0,2.868116414738076,0
scenario118,20,40,0,0,0,0.8,0,100,20,0,60,c1,0.05824,0,1,1,2,0,3.6671400016006768,0
scenario119,20,40,0,0,0,0.8,0,100,20,0,60,c2,0.06067,2,1,0,1,0,2.9447227617603446,0
scenario120,20,40,0,0,0,0.8,0,100,20,0,60,c4,0.05977,2,0,1,0,0,25.05763283311967,0
scenario121,20,40,0,0,0,0.8,0,100,20,0,80,c1,0.06031,1,2,0,1,0,6.583659783385322,0
scenario122,20,40,0,0,0,0.8,0,100,20,0,80,c2,0.05964,0,1,2,0,0,1.8065012574325248,0
scenario123,20,40,0,0,0,0.8,0,100,20,0,80,c4,0.05912,2,0,1,2,0,1.2862647352376866,0
scenario124,20,40,0,0,0,0.8,0,100,20,0,100,c1,0.05824,1,2,0,2,0,5.517364619998361,0
scenario125,20,60,0,0,100,0.4,0,100,20,0,100,c2,0.00132,2,0,0,1,0,3.201462839839329,0
scenario126,20,40,0,0,0,0.8,0,100,20,0,100,c4,0.06057,1,0,2,0,0,4.440608462622578,0
scenario127,20,80,0,0,100,0.4,0,100,20,20,0,c1,0.0014,0,2,1,2,0,3.3090000393016634,0
scenario128,20,40,0,0,0,0.8,0,100,20,20,0,c2,0.06063,0,1,2,1,0,3.71431963174744,0
scenario129,20,40,0,0,0,0.8,0,100,20,20,0,c4,0.05829,1,2,2,0,0,4.173798297871911,0
scenario130,20,40,0,0,0,0.8,0,100,20,20,20,c1,0.05981,0,1,1,2,0,2.866155175185766,0
scenario131,20,40,0,0,0,0.8,0,100,20,20,20,c2,0.05953,2,1,0,1,0,3.0102327943393083,0
scenario132,20,40,0,0,0,0.8,0,100,20,20,20,c4,0.0601,2,0,1,0,0,32.256606522030964,0
scenario133,20,40,0,0,0,0.8,0,100,20,20,40,c1,0.05917,1,2,0,1,0,6.360523653634592,0
scenario134,20,40,0,0,0,0.8,0,100,20,20,40,c2,0.06044,0,1,2,0,0,2.1705399763316464,0
scenario135,20,40,0,0,0,0.8,0,100,20,20,40,c4,0.0594,2,0,1,2,0,1.2466933403521754,0
scenario136,20,40,0,0,0,0.8,0,100,20,20,60,c1,0.06079,1,2,0,2,0,4.90955089365933,0
scenario137,20,40,0,0,0,0.8,0,100,20,20,60,c2,0.05947,2,0,0,1,0,2.883375997157119,0
scenario138,20,40,0,0,0,0.8,0,100,20,20,60,c4,0.05944,1,0,2,0,1,0.0,1
scenario139,20,40,0,0,0,0.8,0,100,20,20,80,c1,0.06128,0,2,1,2,0,3.0229650143550866,0
scenario140,20,40,0,0,0,0.8,0,100,20,20,80,c2,0.05891,0,1,2,1,0,6.1096373842918,0
scenario141,20,40,0,0,0,0.8,0,100,20,20,80,c4,0.05893,1,2,2,0,0,4.159771539086057,0
scenario142,20,40,0,0,0,0.8,0,100,20,20,100,c1,0.05967,0,1,1,2,0,2.603440037722597,0
scenario143,20,40,0,0,0,0.8,0,100,20,20,100,c2,0.05954,2,1,0,1,0,3.220621005818644,0
scenario144,20,40,0,0,0,0.8,0,100,20,20,100,c4,0.0594,2,0,1,0,0,32.524383818942425,0
scenario145,20,40,0,0,0,0.8,0,100,20,40,0,c1,0.05965,1,2,0,1,0,6.257069563222376,0
scenario146,20,40,0,0,0,0.8,0,100,20,40,0,c2,0.05954,0,1,2,0,0,2.282032817302561,0
scenario147,20,40,0,0,0,0.8,0,100,20,40,0,c4,0.05969,2,0,1,2,0,1.0941948476185424,0
scenario148,20,40,0,0,0,0.8,0,100,20,40,20,c1,0.05921,1,2,0,2,0,5.5798427984036,0
scenario149,20,40,0,0,0,0.8,0,100,20,40,20,c2,0.05971,2,0,0,1,0,2.556026621422086,0
scenario150,20,40,0,0,0,0.8,0,100,20,40,20,c4,0.05956,1,0,2,0,0,3.643344361038234,0
scenario151,20,40,0,0,0,0.8,0,100,20,40,40,c1,0.05932,0,2,1,2,0,3.5884753727357865,0
scenario152,20,40,0,0,0,0.8,0,100,20,40,40,c2,0.05965,0,1,2,1,0,3.978939539533098,0
scenario153,60,40,0,40,40,0.8,0,100,20,40,40,c4,0.00122,1,2,2,0,0,4.396268046173968,0
scenario154,20,40,0,0,0,0.8,0,100,20,40,60,c1,0.05945,0,1,1,2,0,1.3516296226244036,0
scenario155,20,40,0,0,0,0.8,0,100,20,40,60,c2,0.05858,2,1,0,1,0,4.136683822848044,0
scenario156,20,40,0,0,0,0.8,0,100,20,40,60,c4,0.06011,2,0,1,0,0,27.93434561559324,0
scenario157,20,100,0,0,100,0.4,0,100,20,40,80,c1,0.00126,1,2,0,1,0,5.893663434400954,0
scenario158,20,40,0,0,0,0.8,0,100,20,40,80,c2,0.05983,0,1,2,0,0,1.7381863462374731,0
scenario159,20,40,0,0,0,0.8,0,100,20,40,80,c4,0.05871,2,0,1,2,0,1.3183947155093312,0
scenario160,20,40,0,0,0,0.8,0,100,20,40,100,c1,0.06008,1,2,0,2,0,5.756403716540745,0
scenario161,40,40,0,60,40,0.6,0,100,20,40,100,c2,0.0013,2,0,0,1,0,2.982787123173012,0
scenario162,20,40,0,0,0,0.8,0,100,20,40,100,c4,0.0597,1,0,2,0,1,0.0,1
scenario163,20,40,0,0,0,0.8,0,100,20,60,0,c1,0.06041,0,2,1,2,0,2.885892626217066,0
