Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
Z_{1},0.0563,0.0666,-0.1522,0.1485,-0.0704,0.2922,-0.2714,0.5,-0.4516,0.6873,-0.1078,-0.9005,0.6151
Z_{2},-0.046,0.0162,0.141,0.2453,0.0218,-0.1195,0.191,0.6798,-0.6788,-0.0648,-0.0369,0.1685,-0.0671
