instances,feature_timeofday,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,visibility,roadsurface,vehiclestability,pathinteraction,probability,feature_startego,feature_goalego,feature_startother,feature_goalother,collision,min_ttc,algo_safety
scenario1,-60,20,40,60,0,0,0.8,20,80,0,0,0,c1,1e-05,0,1,1,2,0,2.810563859366049,0
scenario2,90,40,100,80,0,80,0.4,100,0,0,0,0,c2,1e-05,0,1,2,0,1,0.0,1
scenario3,60,20,60,0,80,100,0.1,0,100,0,0,0,c4,1e-05,2,0,1,0,0,1.9927525407802509,0
scenario4,-90,60,40,40,100,60,0.6,100,0,0,0,20,c1,1e-05,0,2,1,2,0,1.63746022028715,0
scenario5,90,60,40,0,0,0,0.8,20,80,0,0,20,c2,1e-05,2,1,0,1,0,2.716132506237571,0
scenario6,-90,0,100,0,100,60,0.6,0,100,0,0,20,c4,1e-05,1,2,2,0,0,4.54016802332629,0
scenario7,-60,80,100,0,0,80,0.4,80,20,0,0,40,c1,1e-05,1,2,0,2,0,3.5051638221367005,0
scenario8,60,40,20,20,100,40,0.6,100,0,0,0,40,c2,1e-05,2,0,0,1,0,2.8321235063172794,0
scenario9,-30,60,20,0,0,100,0.2,20,80,0,0,40,c4,1e-05,2,0,1,2,0,1.139148981950148,0
scenario10,90,20,20,0,0,100,0.6,80,20,0,0,60,c1,1e-05,1,2,0,1,0,3.4669446418611054,0
scenario11,30,40,80,80,20,40,0.8,40,60,0,0,60,c2,1e-05,0,1,2,1,0,2.9752991382654885,0
scenario12,60,40,100,0,0,0,0.4,80,20,0,0,60,c4,1e-05,1,0,2,0,0,2.4062917873153857,0
scenario13,-30,20,20,20,100,0,0.6,0,100,0,0,80,c1,1e-05,0,1,1,2,0,1.8130997147770227,0
scenario14,-30,60,20,100,0,100,0.1,60,40,0,0,80,c2,1e-05,0,1,2,0,0,1.6721780137430042,0
scenario15,90,80,40,60,100,40,0.6,20,80,0,0,80,c4,1e-05,2,0,1,0,0,2.3007537822293367,0
scenario16,-90,40,100,100,0,80,0.4,100,0,0,0,100,c1,1e-05,0,2,1,2,0,2.887346569671098,0
scenario17,-30,60,40,0,0,0,0.8,100,0,0,0,100,c2,1e-05,2,1,0,1,0,3.27111320150302,0
scenario18,-90,20,20,0,0,100,0.1,80,20,0,0,100,c4,1e-05,1,2,2,0,0,3.724399102831832,0
scenario19,0,60,100,0,0,40,0.8,0,100,0,20,0,c1,1e-05,1,2,0,2,0,3.245624379501672,0
scenario20,-30,20,100,0,80,40,0.6,80,20,0,20,0,c2,1e-05,2,0,0,1,0,2.315608013315008,0
scenario21,-90,20,20,20,80,60,0.6,40,60,0,20,0,c4,1e-05,2,0,1,2,0,0.9625390334557792,0
