Row,z_1,z_2
bnd_pnt_1,-2.13754098456337,1.36699339985325
bnd_pnt_2,-1.46257966407114,2.03999300081682
bnd_pnt_3,-0.264526765916562,2.55549246177586
bnd_pnt_4,0.297880755033406,2.07170520122005
bnd_pnt_5,0.698202422828924,1.99721250629701
bnd_pnt_6,1.0439120601695,1.51496190647499
bnd_pnt_7,1.16413004785236,0.996861145407833
bnd_pnt_8,1.5091558955075,0.649171465647273
bnd_pnt_9,1.3682617458136,0.289308680656851
bnd_pnt_10,1.73547446628416,-0.468192669769864
bnd_pnt_11,2.05059372430567,-0.750958532812672
bnd_pnt_12,2.00312924102932,-1.34035911059147
bnd_pnt_13,1.85369327316326,-1.77110203522972
bnd_pnt_14,2.07165888658662,-2.20968370310376
bnd_pnt_15,1.3976015153388,-2.13923759728496
bnd_pnt_16,1.18087557164419,-2.40271374896809
bnd_pnt_17,1.15076826432884,-2.74551921025973
bnd_pnt_18,0.923265282722007,-2.62530454610606
bnd_pnt_19,0.596322268553571,-1.9942939377246
bnd_pnt_20,0.165734332714168,-2.79009139693152
bnd_pnt_21,-0.12096362290456,-2.04182823554794
bnd_pnt_22,-0.591641993204986,-1.8487464501733
bnd_pnt_23,-0.896506184777954,-1.94542118471223
bnd_pnt_24,-1.18594168405937,-0.995697621965373
bnd_pnt_25,-1.38478378949893,-0.821624660569364
bnd_pnt_26,-1.63146499121726,-0.345840346825809
bnd_pnt_27,-1.84734461095476,-0.125172297685659
bnd_pnt_28,-1.85900918875763,0.0710997577693872
bnd_pnt_29,-1.63792387044275,0.692728567573568
