Row,safety
scenario1,-0.0555985385837388
scenario2,-0.0555985385837388
scenario3,-0.0555985385837388
scenario4,-0.0555985385837388
scenario5,-0.0555985385837388
scenario6,-0.0555985385837388
scenario7,-0.0555985385837388
scenario8,-0.0555985385837388
scenario9,-0.0555985385837388
scenario10,-0.0555985385837388
scenario11,-0.0555985385837388
scenario12,-0.0555985385837388
scenario13,-0.0555985385837388
scenario14,-0.0555985385837388
scenario15,-0.0555985385837388
scenario16,-0.0555985385837388
scenario17,-0.0555985385837388
scenario18,-0.0555985385837388
scenario19,-0.0555985385837388
scenario20,-0.0555985385837388
scenario21,-0.0555985385837388
scenario22,-0.0555985385837388
scenario23,-0.0555985385837388
scenario24,-0.0555985385837388
scenario25,-0.0555985385837388
scenario26,-0.0555985385837388
scenario27,-0.0555985385837388
scenario28,-0.0555985385837388
scenario29,-0.0555985385837388
scenario30,-0.0555985385837388
scenario31,-0.0555985385837388
scenario32,-0.0555985385837388
scenario33,-0.0555985385837388
scenario34,-0.0555985385837388
scenario35,-0.0555985385837388
scenario36,-0.0555985385837388
scenario37,-0.0555985385837388
scenario38,-0.0555985385837388
scenario39,-0.0555985385837388
scenario40,-0.0555985385837388
scenario41,-0.0555985385837388
scenario42,-0.0555985385837388
scenario43,-0.0555985385837388
scenario44,-0.0555985385837388
scenario45,-0.0555985385837388
scenario46,-0.0555985385837388
scenario47,-0.0555985385837388
scenario48,-0.0555985385837388
scenario49,-0.0555985385837388
scenario50,-0.0555985385837388
scenario51,-0.0555985385837388
scenario52,-0.0555985385837388
scenario53,-0.0555985385837388
scenario54,-0.0555985385837388
scenario55,-0.0555985385837388
scenario56,-0.0555985385837388
scenario57,-0.0555985385837388
scenario58,-0.0555985385837388
scenario59,-0.0555985385837388
scenario60,-0.0555985385837388
scenario61,-0.0555985385837388
scenario62,-0.0555985385837388
scenario63,-0.0555985385837388
scenario64,-0.0555985385837388
scenario65,-0.0555985385837388
scenario66,-0.0555985385837388
scenario67,-0.0555985385837388
scenario68,-0.0555985385837388
scenario69,-0.0555985385837388
scenario70,-0.0555985385837388
scenario71,-0.0555985385837388
scenario72,-0.0555985385837388
scenario73,-0.0555985385837388
scenario74,-0.0555985385837388
scenario75,-0.0555985385837388
scenario76,-0.0555985385837388
scenario77,-0.0555985385837388
scenario78,-0.0555985385837388
scenario79,-0.0555985385837388
scenario80,-0.0555985385837388
scenario81,-0.0555985385837388
scenario82,-0.0555985385837388
scenario83,-0.0555985385837388
scenario84,-0.0555985385837388
scenario85,-0.0555985385837388
scenario86,-0.0555985385837388
scenario87,-0.0555985385837388
scenario88,-0.0555985385837388
scenario89,-0.0555985385837388
scenario90,-0.0555985385837388
scenario91,-0.0555985385837388
scenario92,-0.0555985385837388
scenario93,-0.0555985385837388
scenario94,-0.0555985385837388
scenario95,-0.0555985385837388
scenario96,-0.0555985385837388
scenario97,-0.0555985385837388
scenario98,-0.0555985385837388
scenario99,-0.0555985385837388
scenario100,-0.0555985385837388
scenario101,-0.0555985385837388
scenario102,-0.0555985385837388
scenario103,-0.0555985385837388
scenario104,-0.0555985385837388
scenario105,-0.0555985385837388
scenario106,-0.0555985385837388
scenario107,-0.0555985385837388
scenario108,-0.0555985385837388
scenario109,-0.0555985385837388
scenario110,-0.0555985385837388
scenario111,-0.0555985385837388
scenario112,-0.0555985385837388
scenario113,-0.0555985385837388
scenario114,-0.0555985385837388
scenario115,-0.0555985385837388
scenario116,-0.0555985385837388
scenario117,-0.0555985385837388
scenario118,-0.0555985385837388
scenario119,-0.0555985385837388
scenario120,-0.0555985385837388
scenario121,-0.0555985385837388
scenario122,-0.0555985385837388
scenario123,-0.0555985385837388
scenario124,-0.0555985385837388
scenario125,-0.0555985385837388
scenario126,-0.0555985385837388
scenario127,-0.0555985385837388
scenario128,-0.0555985385837388
scenario129,-0.0555985385837388
scenario130,-0.0555985385837388
scenario131,-0.0555985385837388
scenario132,-0.0555985385837388
scenario133,-0.0555985385837388
scenario134,-0.0555985385837388
scenario135,-0.0555985385837388
scenario136,-0.0555985385837388
scenario137,-0.0555985385837388
scenario138,-0.0555985385837388
scenario139,-0.0555985385837388
scenario140,-0.0555985385837388
scenario141,-0.0555985385837388
scenario142,-0.0555985385837388
scenario143,-0.0555985385837388
scenario144,-0.0555985385837388
scenario145,-0.0555985385837388
scenario146,-0.0555985385837388
scenario147,-0.0555985385837388
scenario148,-0.0555985385837388
scenario149,-0.0555985385837388
scenario150,-0.0555985385837388
scenario151,-0.0555985385837388
scenario152,-0.0555985385837388
scenario153,-0.0555985385837388
scenario154,-0.0555985385837388
scenario155,-0.0555985385837388
scenario156,-0.0555985385837388
scenario157,-0.0555985385837388
scenario158,-0.0555985385837388
scenario159,-0.0555985385837388
scenario160,-0.0555985385837388
scenario161,-0.0555985385837388
scenario162,-0.0555985385837388
scenario163,-0.0555985385837388
scenario164,-0.0555985385837388
scenario165,-0.0555985385837388
scenario166,-0.0555985385837388
scenario167,-0.0555985385837388
scenario168,-0.0555985385837388
scenario169,-0.0555985385837388
scenario170,-0.0555985385837388
scenario171,-0.0555985385837388
scenario172,-0.0555985385837388
scenario173,-0.0555985385837388
scenario174,-0.0555985385837388
scenario175,-0.0555985385837388
scenario176,-0.0555985385837388
scenario177,-0.0555985385837388
scenario178,-0.0555985385837388
scenario179,-0.0555985385837388
scenario180,-0.0555985385837388
scenario181,-0.0555985385837388
scenario182,-0.0555985385837388
scenario183,-0.0555985385837388
scenario184,-0.0555985385837388
scenario185,-0.0555985385837388
scenario186,-0.0555985385837388
scenario187,-0.0555985385837388
scenario188,-0.0555985385837388
scenario189,-0.0555985385837388
scenario190,-0.0555985385837388
scenario191,-0.0555985385837388
scenario192,-0.0555985385837388
scenario193,-0.0555985385837388
scenario194,-0.0555985385837388
scenario195,-0.0555985385837388
scenario196,-0.0555985385837388
scenario197,-0.0555985385837388
scenario198,-0.0555985385837388
scenario199,-0.0555985385837388
scenario200,-0.0555985385837388
scenario201,-0.0555985385837388
scenario202,-0.0555985385837388
scenario203,-0.0555985385837388
scenario204,-0.0555985385837388
scenario205,-0.0555985385837388
scenario206,-0.0555985385837388
scenario207,-0.0555985385837388
scenario208,-0.0555985385837388
scenario209,-0.0555985385837388
scenario210,-0.0555985385837388
scenario211,-0.0555985385837388
scenario212,-0.0555985385837388
scenario213,-0.0555985385837388
scenario214,-0.0555985385837388
scenario215,-0.0555985385837388
scenario216,-0.0555985385837388
scenario217,-0.0555985385837388
scenario218,-0.0555985385837388
scenario219,-0.0555985385837388
scenario220,-0.0555985385837388
scenario221,-0.0555985385837388
scenario222,-0.0555985385837388
scenario223,-0.0555985385837388
scenario224,-0.0555985385837388
scenario225,-0.0555985385837388
scenario226,-0.0555985385837388
scenario227,-0.0555985385837388
scenario228,-0.0555985385837388
scenario229,-0.0555985385837388
scenario230,-0.0555985385837388
scenario231,-0.0555985385837388
scenario232,-0.0555985385837388
scenario233,-0.0555985385837388
scenario234,-0.0555985385837388
scenario235,-0.0555985385837388
scenario236,-0.0555985385837388
scenario237,-0.0555985385837388
scenario238,-0.0555985385837388
scenario239,-0.0555985385837388
scenario240,-0.0555985385837388
scenario241,-0.0555985385837388
scenario242,-0.0555985385837388
scenario243,-0.0555985385837388
scenario244,-0.0555985385837388
scenario245,-0.0555985385837388
scenario246,-0.0555985385837388
scenario247,-0.0555985385837388
scenario248,-0.0555985385837388
scenario249,-0.0555985385837388
scenario250,-0.0555985385837388
scenario251,-0.0555985385837388
scenario252,-0.0555985385837388
scenario253,-0.0555985385837388
scenario254,-0.0555985385837388
scenario255,-0.0555985385837388
scenario256,-0.0555985385837388
scenario257,-0.0555985385837388
scenario258,-0.0555985385837388
scenario259,-0.0555985385837388
scenario260,-0.0555985385837388
scenario261,-0.0555985385837388
scenario262,-0.0555985385837388
scenario263,-0.0555985385837388
scenario264,-0.0555985385837388
scenario265,-0.0555985385837388
scenario266,-0.0555985385837388
scenario267,-0.0555985385837388
scenario268,-0.0555985385837388
scenario269,-0.0555985385837388
scenario270,-0.0555985385837388
scenario271,-0.0555985385837388
scenario272,-0.0555985385837388
scenario273,-0.0555985385837388
scenario274,-0.0555985385837388
scenario275,-0.0555985385837388
scenario276,-0.0555985385837388
scenario277,-0.0555985385837388
scenario278,-0.0555985385837388
scenario279,-0.0555985385837388
scenario280,-0.0555985385837388
scenario281,-0.0555985385837388
scenario282,-0.0555985385837388
scenario283,-0.0555985385837388
scenario284,-0.0555985385837388
scenario285,-0.0555985385837388
scenario286,-0.0555985385837388
scenario287,-0.0555985385837388
scenario288,-0.0555985385837388
scenario289,-0.0555985385837388
scenario290,-0.0555985385837388
scenario291,-0.0555985385837388
scenario292,-0.0555985385837388
scenario293,-0.0555985385837388
scenario294,-0.0555985385837388
scenario295,-0.0555985385837388
scenario296,-0.0555985385837388
scenario297,-0.0555985385837388
scenario298,-0.0555985385837388
scenario299,-0.0555985385837388
scenario300,-0.0555985385837388
scenario301,-0.0555985385837388
scenario302,-0.0555985385837388
scenario303,-0.0555985385837388
scenario304,-0.0555985385837388
scenario305,-0.0555985385837388
scenario306,-0.0555985385837388
scenario307,-0.0555985385837388
scenario308,-0.0555985385837388
scenario309,-0.0555985385837388
scenario310,-0.0555985385837388
scenario311,-0.0555985385837388
scenario312,-0.0555985385837388
scenario313,-0.0555985385837388
scenario314,-0.0555985385837388
scenario315,-0.0555985385837388
scenario316,-0.0555985385837388
scenario317,-0.0555985385837388
scenario318,-0.0555985385837388
scenario319,-0.0555985385837388
scenario320,-0.0555985385837388
scenario321,-0.0555985385837388
scenario322,-0.0555985385837388
scenario323,-0.0555985385837388
scenario324,-0.0555985385837388
scenario325,-0.0555985385837388
scenario326,-0.0555985385837388
scenario327,-0.0555985385837388
scenario328,-0.0555985385837388
scenario329,-0.0555985385837388
scenario330,-0.0555985385837388
scenario331,-0.0555985385837388
scenario332,-0.0555985385837388
scenario333,-0.0555985385837388
scenario334,-0.0555985385837388
scenario335,-0.0555985385837388
scenario336,-0.0555985385837388
scenario337,-0.0555985385837388
scenario338,-0.0555985385837388
scenario339,-0.0555985385837388
scenario340,-0.0555985385837388
scenario341,-0.0555985385837388
scenario342,-0.0555985385837388
scenario343,-0.0555985385837388
scenario344,-0.0555985385837388
scenario345,-0.0555985385837388
scenario346,-0.0555985385837388
scenario347,-0.0555985385837388
scenario348,-0.0555985385837388
scenario349,-0.0555985385837388
scenario350,-0.0555985385837388
scenario351,-0.0555985385837388
scenario352,-0.0555985385837388
scenario353,-0.0555985385837388
scenario354,-0.0555985385837388
scenario355,-0.0555985385837388
scenario356,-0.0555985385837388
scenario357,-0.0555985385837388
scenario358,-0.0555985385837388
scenario359,-0.0555985385837388
scenario360,-0.0555985385837388
scenario361,-0.0555985385837388
scenario362,-0.0555985385837388
scenario363,-0.0555985385837388
scenario364,-0.0555985385837388
scenario365,-0.0555985385837388
scenario366,-0.0555985385837388
scenario367,-0.0555985385837388
scenario368,-0.0555985385837388
scenario369,-0.0555985385837388
scenario370,-0.0555985385837388
scenario371,-0.0555985385837388
scenario372,-0.0555985385837388
scenario373,-0.0555985385837388
scenario374,-0.0555985385837388
scenario375,-0.0555985385837388
scenario376,-0.0555985385837388
scenario377,-0.0555985385837388
scenario378,-0.0555985385837388
scenario379,-0.0555985385837388
scenario380,-0.0555985385837388
scenario381,-0.0555985385837388
scenario382,-0.0555985385837388
scenario383,-0.0555985385837388
scenario384,-0.0555985385837388
scenario385,-0.0555985385837388
scenario386,-0.0555985385837388
scenario387,-0.0555985385837388
scenario388,-0.0555985385837388
scenario389,-0.0555985385837388
scenario390,17.9583279625325
scenario391,-0.0555985385837388
scenario392,-0.0555985385837388
scenario393,-0.0555985385837388
scenario394,-0.0555985385837388
scenario395,-0.0555985385837388
scenario396,-0.0555985385837388
scenario397,-0.0555985385837388
scenario398,-0.0555985385837388
scenario399,-0.0555985385837388
scenario400,-0.0555985385837388
scenario401,-0.0555985385837388
scenario402,-0.0555985385837388
scenario403,-0.0555985385837388
scenario404,-0.0555985385837388
scenario405,-0.0555985385837388
scenario406,-0.0555985385837388
scenario407,-0.0555985385837388
scenario408,-0.0555985385837388
scenario409,-0.0555985385837388
scenario410,-0.0555985385837388
scenario411,-0.0555985385837388
scenario412,-0.0555985385837388
scenario413,-0.0555985385837388
scenario414,-0.0555985385837388
scenario415,-0.0555985385837388
scenario416,-0.0555985385837388
scenario417,-0.0555985385837388
scenario418,-0.0555985385837388
scenario419,-0.0555985385837388
scenario420,-0.0555985385837388
scenario421,-0.0555985385837388
scenario422,-0.0555985385837388
scenario423,-0.0555985385837388
scenario424,-0.0555985385837388
scenario425,-0.0555985385837388
scenario426,-0.0555985385837388
scenario427,-0.0555985385837388
scenario428,-0.0555985385837388
scenario429,-0.0555985385837388
scenario430,-0.0555985385837388
scenario431,-0.0555985385837388
scenario432,-0.0555985385837388
scenario433,-0.0555985385837388
scenario434,-0.0555985385837388
scenario435,-0.0555985385837388
scenario436,-0.0555985385837388
scenario437,-0.0555985385837388
scenario438,-0.0555985385837388
scenario439,-0.0555985385837388
scenario440,-0.0555985385837388
scenario441,-0.0555985385837388
scenario442,-0.0555985385837388
scenario443,-0.0555985385837388
scenario444,-0.0555985385837388
scenario445,-0.0555985385837388
scenario446,-0.0555985385837388
scenario447,-0.0555985385837388
scenario448,-0.0555985385837388
scenario449,-0.0555985385837388
scenario450,-0.0555985385837388
scenario451,-0.0555985385837388
scenario452,-0.0555985385837388
scenario453,-0.0555985385837388
scenario454,-0.0555985385837388
scenario455,-0.0555985385837388
scenario456,-0.0555985385837388
scenario457,-0.0555985385837388
scenario458,-0.0555985385837388
scenario459,-0.0555985385837388
scenario460,-0.0555985385837388
scenario461,-0.0555985385837388
scenario462,-0.0555985385837388
scenario463,-0.0555985385837388
scenario464,-0.0555985385837388
scenario465,-0.0555985385837388
scenario466,-0.0555985385837388
scenario467,-0.0555985385837388
scenario468,-0.0555985385837388
scenario469,-0.0555985385837388
scenario470,-0.0555985385837388
scenario471,-0.0555985385837388
scenario472,-0.0555985385837388
scenario473,-0.0555985385837388
scenario474,-0.0555985385837388
scenario475,17.9583279625325
scenario476,-0.0555985385837388
scenario477,-0.0555985385837388
scenario478,-0.0555985385837388
scenario479,-0.0555985385837388
scenario480,-0.0555985385837388
scenario481,-0.0555985385837388
scenario482,-0.0555985385837388
scenario483,-0.0555985385837388
scenario484,-0.0555985385837388
scenario485,-0.0555985385837388
scenario486,-0.0555985385837388
scenario487,-0.0555985385837388
scenario488,-0.0555985385837388
scenario489,-0.0555985385837388
scenario490,-0.0555985385837388
scenario491,-0.0555985385837388
scenario492,-0.0555985385837388
scenario493,-0.0555985385837388
scenario494,-0.0555985385837388
scenario495,-0.0555985385837388
scenario496,-0.0555985385837388
scenario497,-0.0555985385837388
scenario498,-0.0555985385837388
scenario499,-0.0555985385837388
scenario500,-0.0555985385837388
scenario501,-0.0555985385837388
scenario502,-0.0555985385837388
scenario503,-0.0555985385837388
scenario504,-0.0555985385837388
scenario505,-0.0555985385837388
scenario506,-0.0555985385837388
scenario507,-0.0555985385837388
scenario508,-0.0555985385837388
scenario509,-0.0555985385837388
scenario510,-0.0555985385837388
scenario511,-0.0555985385837388
scenario512,-0.0555985385837388
scenario513,-0.0555985385837388
scenario514,-0.0555985385837388
scenario515,-0.0555985385837388
scenario516,-0.0555985385837388
scenario517,-0.0555985385837388
scenario518,-0.0555985385837388
scenario519,-0.0555985385837388
scenario520,-0.0555985385837388
scenario521,-0.0555985385837388
scenario522,-0.0555985385837388
scenario523,-0.0555985385837388
scenario524,-0.0555985385837388
scenario525,-0.0555985385837388
scenario526,-0.0555985385837388
scenario527,-0.0555985385837388
scenario528,-0.0555985385837388
scenario529,-0.0555985385837388
scenario530,-0.0555985385837388
scenario531,-0.0555985385837388
scenario532,-0.0555985385837388
scenario533,-0.0555985385837388
scenario534,-0.0555985385837388
scenario535,-0.0555985385837388
scenario536,-0.0555985385837388
scenario537,-0.0555985385837388
scenario538,-0.0555985385837388
scenario539,-0.0555985385837388
scenario540,-0.0555985385837388
scenario541,-0.0555985385837388
scenario542,-0.0555985385837388
scenario543,-0.0555985385837388
scenario544,-0.0555985385837388
scenario545,-0.0555985385837388
scenario546,-0.0555985385837388
scenario547,-0.0555985385837388
scenario548,-0.0555985385837388
scenario549,-0.0555985385837388
scenario550,-0.0555985385837388
scenario551,-0.0555985385837388
scenario552,-0.0555985385837388
scenario553,-0.0555985385837388
scenario554,-0.0555985385837388
scenario555,-0.0555985385837388
scenario556,-0.0555985385837388
scenario557,-0.0555985385837388
scenario558,-0.0555985385837388
scenario559,-0.0555985385837388
scenario560,-0.0555985385837388
scenario561,-0.0555985385837388
scenario562,-0.0555985385837388
scenario563,-0.0555985385837388
scenario564,-0.0555985385837388
scenario565,-0.0555985385837388
scenario566,-0.0555985385837388
scenario567,-0.0555985385837388
scenario568,-0.0555985385837388
scenario569,-0.0555985385837388
scenario570,-0.0555985385837388
scenario571,-0.0555985385837388
scenario572,-0.0555985385837388
scenario573,-0.0555985385837388
scenario574,-0.0555985385837388
scenario575,-0.0555985385837388
scenario576,-0.0555985385837388
scenario577,-0.0555985385837388
scenario578,-0.0555985385837388
scenario579,-0.0555985385837388
scenario580,-0.0555985385837388
scenario581,-0.0555985385837388
scenario582,-0.0555985385837388
scenario583,-0.0555985385837388
scenario584,-0.0555985385837388
scenario585,-0.0555985385837388
scenario586,-0.0555985385837388
scenario587,-0.0555985385837388
scenario588,-0.0555985385837388
scenario589,-0.0555985385837388
scenario590,-0.0555985385837388
scenario591,-0.0555985385837388
scenario592,-0.0555985385837388
scenario593,-0.0555985385837388
scenario594,-0.0555985385837388
scenario595,-0.0555985385837388
scenario596,-0.0555985385837388
scenario597,-0.0555985385837388
scenario598,-0.0555985385837388
scenario599,-0.0555985385837388
scenario600,-0.0555985385837388
scenario601,-0.0555985385837388
scenario602,-0.0555985385837388
scenario603,-0.0555985385837388
scenario604,-0.0555985385837388
scenario605,-0.0555985385837388
scenario606,-0.0555985385837388
scenario607,-0.0555985385837388
scenario608,-0.0555985385837388
scenario609,-0.0555985385837388
scenario610,-0.0555985385837388
scenario611,-0.0555985385837388
scenario612,-0.0555985385837388
scenario613,-0.0555985385837388
scenario614,-0.0555985385837388
scenario615,-0.0555985385837388
scenario616,-0.0555985385837388
scenario617,-0.0555985385837388
scenario618,-0.0555985385837388
scenario619,-0.0555985385837388
scenario620,-0.0555985385837388
scenario621,-0.0555985385837388
scenario622,-0.0555985385837388
scenario623,-0.0555985385837388
scenario624,-0.0555985385837388
scenario625,-0.0555985385837388
scenario626,-0.0555985385837388
scenario627,-0.0555985385837388
scenario628,-0.0555985385837388
scenario629,-0.0555985385837388
