instances,feature_timeofday,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_roadfriction,feature_fogdensity,feature_precipitation,feature_precipitationdeposits,feature_cloudiness,feature_windintensity,feature_wetness,feature_fogdistance,collision,min_ttc,algo_safety
scenario34,30,c4,2,0,1,2,0.1,100,100,40,20,100,20,60,0,1.187242392186157,0
scenario35,-90,c1,1,2,0,1,1.0,40,60,40,100,0,0,20,0,0.7797849030614974,0
scenario36,30,c4,1,2,2,0,0.4,0,40,80,60,60,100,40,0,3.027313055397395,0
scenario37,30,c4,1,0,2,0,1.0,80,20,0,20,80,60,100,0,3.5871835388995934,0
scenario38,-60,c4,2,0,1,0,0.1,60,40,0,60,0,60,80,0,3.1992783039935264,0
scenario39,-60,c4,2,0,1,0,0.4,80,100,20,80,0,0,0,0,2.435590191638369,0
scenario40,-30,c1,0,1,1,2,0.2,60,20,40,100,80,20,100,1,9999.0,1
scenario41,90,c4,1,2,2,0,1.0,100,20,20,60,80,100,20,0,1.6283688922213897,0
scenario42,30,c4,2,0,1,0,0.1,60,60,80,0,100,0,0,0,2.491504783068281,0
scenario43,30,c2,2,0,0,1,1.0,20,0,100,40,60,40,60,0,0.8139719500694176,0
scenario44,90,c2,2,0,0,1,0.8,80,100,80,40,40,20,40,0,0.8214096728500183,0
scenario45,30,c2,0,1,2,1,0.6,0,80,20,0,20,0,20,0,3.3890704304841983,0
scenario46,-30,c2,2,1,0,1,0.1,40,60,100,100,20,40,80,0,1.352166047494826,0
scenario47,-90,c2,0,1,2,0,0.2,20,0,60,80,100,100,80,0,4.067620395859457,0
scenario48,0,c4,1,0,2,0,0.2,100,100,60,60,20,60,0,0,3.1451793592628703,0
scenario49,-90,c2,0,1,2,1,0.1,0,40,20,0,100,60,100,0,3.99472151486132,0
scenario50,60,c4,2,0,1,0,1.0,60,0,100,80,80,20,40,0,4.277375108339001,0
scenario51,60,c2,0,1,2,0,0.8,40,40,80,80,20,60,60,0,3.7191719423187153,0
scenario52,60,c2,2,1,0,1,0.4,100,20,60,60,40,40,100,0,1.3688366524177364,0
scenario53,30,c1,0,2,1,2,0.8,100,80,60,100,0,20,20,0,1.925452788964152,0
scenario54,-30,c2,2,1,0,1,0.8,60,100,60,20,40,40,20,0,0.7269792242108825,0
scenario55,-30,c4,2,0,1,0,0.2,0,40,0,40,80,100,20,0,1.7612989508903163,0
scenario56,0,c4,2,0,1,2,1.0,20,80,20,20,0,0,60,0,1.7329969054126124,0
scenario57,30,c4,1,2,2,0,0.6,60,40,20,100,20,80,100,1,9999.0,1
scenario58,90,c4,1,0,2,0,0.1,20,60,40,80,100,60,100,0,9999.0,0
scenario59,90,c1,0,2,1,2,0.4,60,60,0,0,20,100,60,0,1.666117900640628,0
scenario60,0,c4,1,0,2,0,0.6,40,100,60,40,60,80,100,0,9999.0,0
scenario61,90,c4,1,0,2,0,0.2,80,20,100,0,0,40,80,0,3.004735910507527,0
scenario62,-90,c1,1,2,0,2,0.1,80,80,0,100,60,20,20,1,1.1115392636607972,1
scenario63,0,c2,0,1,2,0,0.6,100,0,80,0,80,20,80,0,3.624063236271867,0
scenario64,0,c1,1,2,0,2,0.4,80,40,100,40,40,20,60,0,2.9639276266133754,0
scenario65,-30,c2,2,1,0,1,1.0,0,80,20,60,100,20,40,0,1.2426862848620346,0
scenario66,60,c1,0,2,1,2,0.4,0,0,100,40,100,60,100,0,2.905015617667348,0
scenario67,-60,c4,2,0,1,2,0.4,40,0,40,80,80,20,100,0,1.9905652080077088,0
scenario68,-90,c4,2,0,1,0,0.4,0,20,100,0,40,40,60,0,2.2654742595537183,0
