Row,timeofday,startego,goalego,startother,goalother,roadfriction,fogdensity,precipitation,precipitationdeposits,cloudiness,windintensity,wetness,fogdistance
Z_{1},0.0515,0.638,-0.1059,-0.8227,0.411,0.2659,0.1835,0.4523,-0.0634,-0.1014,-0.3549,-0.6104,-0.3209
Z_{2},0.165,0.3886,-0.6035,0.0539,-0.3338,0.0634,-0.0469,0.0642,0.1145,-0.0522,-0.1284,-0.1054,-0.0223
