Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,timeofday,startego
Z_{1},-0.101,0.0606,0.0966,0.1125,-0.8746,0.0438,-0.1255,-0.0078,0.6369,0.0911,-0.0654,0.068,0.5298
Z_{2},-0.8335,0.158,-0.0373,0.1517,0.0282,0.0151,0.0605,0.0436,-0.5331,0.0491,-0.0827,0.122,0.7729
