instances,feature_timeofday,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,feature_direction,visibility,roadsurface,vehiclestability,probability,collision,min_ttc,run_duration,algo_safety
scenario1,60,40,80,20,100,60,0.6,0,100,1,0,0,0,1e-05,0,1.820104989413178,168.21904945373535,0
scenario2,-90,40,20,20,0,80,0.8,100,0,0,0,0,20,1e-05,0,1.3650132485881856,82.99227166175842,0
scenario3,90,60,100,0,0,80,0.2,100,0,0,0,0,40,1e-05,0,1.3589899155001703,81.14652490615845,0
scenario4,-90,60,60,40,0,0,0.8,0,100,1,0,0,60,1e-05,0,0.9242268570555572,110.10371613502502,0
scenario5,30,40,40,100,0,80,0.4,20,80,0,0,0,80,1e-05,0,1.4788595472030177,78.23198747634888,0
scenario6,30,20,60,40,100,40,0.6,100,0,1,0,0,100,1e-05,0,2.302334185016836,169.2298982143402,0
scenario7,-90,20,20,40,100,40,0.4,20,80,0,0,20,0,1e-05,0,1.430245961281066,82.17043781280518,0
scenario8,-60,20,80,0,0,100,0.2,20,80,0,0,20,20,1e-05,0,1.3981388551801917,81.83282279968262,0
scenario9,90,60,20,0,0,100,0.8,0,100,1,0,20,40,1e-05,0,0.6834839443022415,88.8788435459137,0
scenario10,30,0,40,0,0,0,0.6,0,100,0,0,20,60,1e-05,0,1.4582805569659354,79.96959519386292,0
scenario11,-60,80,100,0,100,40,0.6,0,100,1,0,20,80,1e-05,0,1.9307743970230569,168.03477144241333,0
scenario12,30,60,20,0,60,0,0.6,40,60,1,0,20,100,1e-05,0,0.6902089238043139,87.44125366210938,0
scenario13,-60,60,100,0,40,40,0.6,80,20,1,0,40,0,1e-05,0,0.8259508718580014,112.68309450149536,0
scenario14,30,60,100,20,20,40,0.8,40,60,0,0,40,20,1e-05,0,1.529995640605032,77.30069613456726,0
scenario15,90,80,60,0,0,0,0.8,80,20,1,0,40,40,1e-05,0,0.9683185061008588,111.53677606582642,0
scenario16,-90,40,60,100,0,80,0.4,40,60,1,0,40,60,1e-05,0,0.8475815705446081,112.44019317626952,0
scenario17,-90,60,100,100,100,40,0.6,100,0,1,0,40,80,1e-05,0,1.596165052134202,194.29877424240112,0
scenario18,0,20,60,40,0,80,0.2,100,0,1,0,40,100,1e-05,0,1.995139653169496,170.44657945632937,0
scenario19,90,60,20,80,0,80,0.4,100,0,1,0,60,0,1e-05,0,0.82435321389656,116.01768732070924,0
scenario20,0,20,60,100,100,40,0.6,40,60,0,0,60,20,1e-05,0,1.738372523604971,80.09412908554077,0
scenario21,-90,20,20,0,100,40,0.6,80,20,1,0,60,40,1e-05,0,1.0351246468445343,104.15549969673155,0
scenario22,-30,20,60,20,0,0,0.8,100,0,0,0,60,60,1e-05,0,0.9222432793773546,99.62850213050842,0
scenario23,60,20,100,0,0,100,0.1,20,80,1,0,60,80,1e-05,0,0.9192846812453618,102.61264514923096,0
scenario24,60,20,20,0,0,80,0.1,80,20,0,0,60,100,1e-05,0,1.3177887655427898,80.24922895431519,0
scenario25,90,40,100,0,0,0,0.8,20,80,1,0,80,0,1e-05,0,1.4583266736052105,169.99682021141052,0
scenario26,-30,80,20,0,20,40,0.8,0,100,0,0,80,20,1e-05,0,1.6136650030281614,81.19549655914307,0
scenario27,-30,60,100,60,100,60,0.6,60,40,1,0,80,40,1e-05,0,1.6171229862237957,172.10541105270386,0
scenario28,90,60,40,80,80,40,0.6,40,60,1,0,80,60,1e-05,0,0.8640422185517558,160.30905628204346,0
scenario29,90,20,100,20,80,0,0.6,20,80,0,0,80,80,1e-05,0,1.3626491255738638,80.7744390964508,0
scenario30,-90,60,80,100,0,100,0.1,100,0,0,0,80,100,1e-05,0,0.4305208096215652,191.7823092937469,1
scenario31,-60,0,100,0,40,40,0.8,0,100,1,0,100,0,1e-05,0,0.907959992034134,114.73885321617126,0
scenario32,-30,60,100,0,20,0,0.8,0,100,0,0,100,20,1e-05,0,1.3636831237194922,81.64385104179382,0
scenario33,-90,60,20,0,0,100,0.4,0,100,1,0,100,40,1e-05,0,1.4427503673673128,163.17756748199463,0
scenario34,0,20,20,20,0,100,0.8,20,80,1,0,100,60,1e-05,0,0.8260442714844903,107.69544744491576,0
scenario35,-30,80,20,20,100,40,0.6,0,100,1,0,100,80,1e-05,0,1.2061908841788456,172.33220219612122,0
scenario36,90,60,20,0,100,40,0.6,80,20,0,0,100,100,1e-05,0,1.3719615932155325,80.6777925491333,0
