Visibility,VehicleStability,RoadSurface,PathInteraction,PrecipitationDeposits,RoadFriction,WindIntensity,StartEgo,GoalEgo,GoalOther,Wetness,Precipitation,FogDistance,StartOther,FogDensity,Cloudiness,Min_TTC,Collision_Occurred
60,20,40,4,100,0.1,40,right,base,right,80,100,80,left,40,100,1.0231319805892607,False
60,20,60,1,60,0.1,20,left,right,left,60,60,20,right,20,80,0.8276881497634971,False
60,20,60,2,40,0.2,100,right,left,base,20,20,100,left,0,20,4.156417160856148,False
60,20,60,4,40,0.8,20,right,left,base,0,40,80,left,20,80,6.9725802563571735,False
60,20,80,1,40,0.2,100,right,base,left,80,60,100,base,40,60,2.726111517702188,False
60,20,80,2,40,0.6,0,base,right,right,40,40,60,left,60,60,2.0452855702188812,False
60,20,80,4,80,0.1,0,right,base,base,60,80,80,left,40,100,9.29792101423019,False
60,20,100,1,20,0.4,80,left,right,left,20,20,100,right,20,80,0.8337857570236177,False
60,20,100,2,20,1.0,20,left,right,left,0,20,60,right,20,20,1.065019964456545,False
60,20,100,4,60,0.1,100,right,base,right,40,40,100,base,20,100,0.0,True
60,40,0,1,20,1.0,60,left,right,base,0,20,0,right,60,20,3.180175475486053,False
60,40,0,2,0,1.0,80,right,base,base,0,20,60,left,20,40,0.0,True
60,40,0,4,20,0.8,100,right,left,left,0,20,60,base,40,20,3.8035908128321427,False
60,40,20,1,20,1.0,20,base,right,base,0,20,80,left,20,60,2.7790508351067955,False
60,40,20,2,40,0.8,0,left,right,left,40,40,0,right,100,40,0.7484731856892602,False
60,40,20,4,0,1.0,40,base,left,base,20,0,20,left,40,40,2.6065994850027585,False
60,40,40,1,20,1.0,20,left,right,base,0,40,60,right,20,100,2.496297869411924,False
60,40,40,2,40,0.2,0,right,base,right,40,20,0,left,100,60,2.3887015293064136,False
60,40,40,4,20,1.0,100,right,base,base,0,20,80,left,40,40,32.712616968447556,False
60,40,60,1,20,0.8,60,base,right,left,0,20,40,right,60,60,2.7884498090955074,False
60,40,60,2,80,0.1,80,left,base,left,40,80,80,base,40,100,3.2146845027718918,False
60,40,60,4,40,0.4,80,right,base,right,20,20,100,base,0,100,0.0,True
60,40,80,1,100,0.1,60,left,right,left,80,100,100,right,20,80,0.8477372980832302,False
60,40,80,2,40,0.1,100,base,right,base,60,40,80,right,40,100,2.0113745187788954,False
60,40,80,4,60,0.1,0,right,left,right,80,80,20,left,80,100,0.784285676306947,False
60,40,100,1,60,0.1,60,base,right,base,80,80,80,left,20,60,2.773952117628105,False
60,40,100,2,40,1.0,80,left,right,left,20,40,80,right,20,80,1.0495654885308605,False
60,40,100,4,80,0.2,80,base,left,left,40,60,60,right,40,80,4.225830846252778,False
60,60,0,1,40,1.0,20,right,base,base,20,20,40,left,40,20,1.9114438899997863,False
60,60,0,2,40,0.8,100,base,left,base,0,20,80,left,60,60,3.147423455059603,False
60,60,0,4,100,0.1,60,base,right,base,40,100,80,left,0,100,2.638439739358133,False
60,60,20,1,40,0.6,0,base,left,right,0,40,20,left,60,40,2.56023959800126,False
60,60,20,2,40,0.4,20,right,base,left,40,60,60,base,40,60,1.9098186942845519,False
60,60,20,4,20,0.6,60,left,right,left,0,20,100,right,0,40,3.1369139662621457,False
60,60,40,1,20,0.8,0,left,base,base,40,20,60,right,40,80,1.9961862229344727,False
60,60,40,2,60,0.2,40,left,right,right,40,60,60,base,0,80,6.294235153483932,False
60,60,40,4,80,0.1,20,right,left,right,80,60,20,base,80,80,0.0,True
60,60,60,1,80,0.1,20,left,base,left,80,60,0,base,80,100,3.3015085024548267,False
60,60,60,2,40,0.1,80,right,base,left,60,60,80,base,20,100,3.008521340047079,False
60,60,60,4,60,0.2,80,base,right,left,20,60,80,right,20,60,4.62296115304294,False
60,60,80,1,20,0.8,40,left,right,base,0,0,20,right,60,40,3.1882762111866154,False
60,60,80,2,60,0.6,60,left,right,right,20,40,100,base,0,40,5.7261998317703195,False
60,60,80,4,40,0.2,100,base,left,base,40,40,100,left,20,100,3.540017643483025,False
60,60,100,1,80,0.2,80,right,left,right,60,60,100,left,0,80,3.5148203345044187,False
60,60,100,2,40,0.4,0,right,left,left,20,20,0,base,40,40,3.3569225857553175,False
60,60,100,4,40,0.8,0,base,right,right,40,60,0,left,60,100,0.0,True
60,80,0,1,0,1.0,0,right,left,right,0,20,0,left,100,100,0.8927534409861404,False
60,80,0,2,0,1.0,100,left,right,right,20,20,100,base,20,0,5.924145622724352,False
60,80,0,4,40,0.2,60,base,right,left,20,40,80,right,40,60,3.39457044956065,False
60,80,20,1,60,0.6,40,base,left,base,40,40,40,right,40,80,1.7943398750217867,False
60,80,20,2,0,0.8,80,left,base,left,20,0,20,base,60,40,3.328431245182509,False
60,80,20,4,60,0.1,0,left,right,base,40,60,0,right,40,100,4.236461764746486,False
60,80,40,1,20,0.8,40,left,base,right,20,40,40,base,40,100,4.37562194270266,False
60,80,40,2,40,0.6,40,left,base,left,40,40,80,right,20,40,1.9521941135106737,False
60,80,40,4,80,0.1,40,base,left,base,80,60,60,right,20,60,1.881296928971802,False
60,80,60,1,60,0.2,0,base,right,base,60,80,80,left,20,100,2.809364742697833,False
60,80,60,2,40,0.4,60,left,base,right,0,20,60,base,20,60,6.212474101037297,False
60,80,60,4,40,0.4,20,right,base,right,40,20,0,left,60,40,1.3320472166091293,False
60,80,80,1,40,0.8,80,right,left,left,40,40,60,base,20,80,3.1650428573836855,False
60,80,80,2,40,1.0,100,left,base,left,20,40,80,right,20,60,1.5725068199054868,False
60,80,80,4,40,0.4,40,base,right,base,40,40,40,right,80,60,2.2666608985740053,False
60,80,100,1,20,0.2,80,right,base,right,40,20,100,base,20,80,0.7817372731258933,False
60,80,100,2,20,0.6,20,base,right,base,20,20,60,right,60,80,1.7391033592235807,False
60,80,100,4,60,0.2,0,base,left,right,20,60,40,left,40,40,2.139207060672851,False
60,100,0,1,40,0.4,20,left,base,left,20,40,0,right,80,100,1.62186203135146,False
60,100,0,2,80,0.1,20,left,right,left,80,60,80,right,20,80,0.7841636427029549,False
60,100,0,4,20,0.8,60,base,left,base,40,20,20,right,80,60,1.5258036016084864,False
60,100,20,1,0,0.6,100,right,base,right,20,0,80,base,20,40,0.8104922563249491,False
60,100,20,2,40,0.6,40,base,right,base,0,20,100,right,0,20,2.0426863236630934,False
60,100,20,4,40,0.2,0,base,right,base,40,40,20,left,40,20,2.599785396513764,False
60,100,40,1,40,0.1,60,right,left,base,80,60,60,left,40,80,2.8646574125013577,False
60,100,40,2,20,0.6,100,left,right,left,20,20,60,right,40,40,0.8502168066569753,False
60,100,40,4,20,1.0,20,left,right,right,0,20,40,base,60,80,0.0,True
60,100,60,1,0,0.8,0,base,left,base,20,20,20,left,60,60,2.2654423732457096,False
60,100,60,2,20,0.6,0,right,base,right,20,20,40,left,60,80,3.063949746531136,False
60,100,60,4,0,1.0,0,right,left,left,20,20,40,base,40,80,2.3334475854801,False
60,100,80,1,20,1.0,60,right,base,right,0,0,80,base,20,20,0.9805406785071966,False
60,100,80,2,40,0.4,80,right,base,right,40,40,20,left,60,100,1.8384772776651577,False
60,100,80,4,80,0.4,40,left,base,left,40,60,60,right,40,80,0.916089608310336,False
60,100,100,1,60,0.4,20,base,right,base,20,60,40,left,20,40,2.7294674330981024,False
60,100,100,2,20,0.4,0,left,right,left,40,40,60,base,20,100,6.599440289346215,False
60,100,100,4,60,0.1,100,right,base,left,80,60,100,base,20,60,3.1896489510375097,False
80,0,0,1,60,0.6,40,left,base,right,20,60,100,base,0,100,5.657314034185272,False
80,0,0,2,40,0.6,60,left,base,right,20,60,100,base,0,80,5.510354208256726,False
80,0,0,4,60,0.2,40,left,right,left,60,60,60,right,60,60,3.362689264984254,False
80,0,20,1,20,0.8,100,base,right,base,20,20,80,left,40,0,2.7239947567960754,False
80,0,20,2,20,0.8,80,base,right,base,40,20,100,right,0,100,2.2863203876870464,False
80,0,20,4,20,0.6,60,right,left,left,40,20,60,base,40,60,2.705062094577464,False
80,0,40,1,0,1.0,40,right,base,right,0,20,40,base,60,100,0.6751388985593458,False
80,0,40,2,20,1.0,40,left,base,base,20,0,20,right,60,0,1.778681279782738,False
80,0,40,4,60,0.2,40,base,right,left,80,60,100,right,0,100,3.931732965898212,False
80,0,60,1,40,0.2,80,base,left,right,20,20,60,left,60,20,2.478755190049312,False
80,0,60,2,100,0.1,0,base,left,base,80,100,60,left,0,80,2.4063871389574993,False
80,0,60,4,20,1.0,100,right,base,right,0,40,60,left,40,20,0.731429862640383,False
80,0,80,1,40,0.6,20,right,base,left,20,20,40,base,80,20,2.441142296497245,False
80,0,80,2,20,0.8,0,right,left,right,20,40,20,base,40,40,0.0,True
80,0,80,4,40,0.6,20,right,left,base,0,20,20,left,40,40,4.156539644182397,False
80,0,100,1,0,0.8,0,base,right,base,20,20,40,left,60,60,1.9198569525636724,False
80,0,100,2,20,0.8,0,base,right,right,20,20,60,left,20,80,0.0,True
80,0,100,4,20,0.6,20,base,left,base,0,20,40,right,60,80,1.797745584475763,False
80,20,0,1,20,0.8,80,left,right,left,0,0,100,right,20,40,1.0739844022218714,False
80,20,0,2,80,0.4,0,right,base,right,40,80,40,left,40,60,2.901436375211746,False
80,20,0,4,80,0.1,80,right,left,left,60,80,80,base,40,100,2.964331927710067,False
80,20,20,1,40,0.6,0,base,left,right,40,40,60,left,20,60,2.896485049901804,False
80,20,20,2,40,0.4,40,left,right,base,40,40,0,right,60,80,1.9858225924262,False
80,20,20,4,40,0.6,0,right,base,base,20,20,100,left,20,20,28.642691061949833,False
80,20,40,1,80,0.2,40,base,right,left,40,60,100,right,20,60,2.789422295757186,False
80,20,40,2,60,0.1,0,base,right,base,60,80,60,left,60,100,2.3138973021542233,False
80,20,40,4,40,0.4,0,left,base,left,40,60,80,right,40,80,3.1801649730448203,False
80,20,60,1,60,0.4,60,left,right,left,20,40,20,base,60,80,5.891789766462551,False
80,20,60,2,80,0.1,20,base,left,right,60,60,80,left,40,60,2.8259915586695032,False
80,20,60,4,60,0.4,0,left,base,base,20,80,0,right,60,100,1.725412351483315,False
80,20,80,1,40,0.4,20,base,left,base,40,60,20,right,60,60,2.3028986171909356,False
80,20,80,2,60,0.4,60,left,right,left,20,80,100,right,20,100,0.9876327706722268,False
80,20,80,4,20,0.6,60,left,base,base,40,40,40,right,40,100,2.3310326154900776,False
80,20,100,1,20,0.8,80,right,left,right,0,20,60,base,40,60,0.7449332902978771,False
80,20,100,2,80,0.2,60,right,base,base,20,60,60,left,20,60,2.8643208510922955,False
80,20,100,4,80,0.2,40,right,left,right,40,60,60,left,0,100,0.8012713238286295,False
80,40,0,1,20,0.6,60,base,right,base,40,20,40,right,60,0,1.3159027448968321,False
80,40,0,2,0,1.0,0,base,right,left,20,20,60,right,20,20,3.3716080986016714,False
80,40,0,4,0,0.6,80,right,left,left,20,0,60,base,40,0,3.566924352289752,False
80,40,20,1,80,0.1,20,right,left,left,40,60,0,base,60,60,3.68181395586905,False
80,40,20,2,20,1.0,0,base,left,left,0,40,60,right,20,80,4.507914334315586,False
80,40,20,4,40,0.4,0,left,base,left,60,60,20,base,20,80,4.704172234471314,False
80,40,40,1,40,0.8,80,left,base,base,40,40,60,right,40,60,2.8403877958359156,False
80,40,40,2,20,0.8,0,base,left,base,0,0,40,left,60,0,2.042235449481419,False
80,40,40,4,40,0.2,100,base,right,right,20,40,80,left,20,20,0.0,True
80,40,60,1,80,0.1,80,base,left,base,20,60,100,right,20,80,1.7371272988448305,False
80,40,60,2,20,0.8,20,base,right,left,0,0,20,right,60,20,2.5950732321848236,False
80,40,60,4,40,0.4,20,base,right,base,20,60,20,right,60,100,2.2922665363017596,False
80,40,80,1,20,0.4,100,right,base,right,40,20,80,base,20,100,0.8237901087078732,False
80,40,80,2,40,0.8,60,left,base,base,20,40,80,right,40,40,2.045171427162642,False
80,40,80,4,20,0.6,60,base,right,base,40,20,60,left,60,80,2.6011485111611874,False
80,40,100,1,40,0.4,0,base,left,base,20,40,20,left,60,20,3.1945541281150245,False
80,40,100,2,60,0.4,40,left,right,left,40,40,40,base,20,100,6.7309125868204385,False
80,40,100,4,60,0.1,60,left,right,base,80,60,0,right,60,80,3.585209806219236,False
80,60,0,1,20,0.8,20,base,left,base,0,40,40,right,40,80,1.592165503860417,False
80,60,0,2,40,0.1,40,left,right,right,40,60,40,base,60,100,4.3673068316010175,False
80,60,0,4,40,0.8,40,left,base,base,20,20,40,right,60,60,1.8689038477513085,False
80,60,20,1,20,1.0,60,base,right,base,20,20,40,left,40,20,2.50680263119192,False
80,60,20,2,20,0.4,80,base,right,right,20,20,60,left,60,60,2.85372638364788,False
80,60,20,4,0,1.0,20,left,right,left,40,20,20,right,60,20,3.526062924984354,False
80,60,40,1,20,0.8,60,right,base,base,40,20,100,left,20,40,2.5768950095974605,False
80,60,40,2,40,0.4,60,base,right,right,40,40,80,left,40,20,1.0660664681412848,False
80,60,40,4,60,0.2,60,base,left,left,40,40,60,right,40,80,4.415232214541769,False
80,60,60,1,60,0.1,80,base,left,base,20,60,60,left,20,80,2.899016410546385,False
80,60,60,2,20,1.0,100,base,right,right,20,40,80,left,40,80,1.1247676272936242,False
80,60,60,4,40,0.1,60,right,base,right,80,60,100,left,0,100,1.0304083198590281,False
80,60,80,1,60,0.4,0,left,right,left,40,60,60,base,20,60,6.089084618569762,False
80,60,80,2,0,1.0,20,right,base,right,20,20,0,left,80,0,2.360594212165855,False
80,60,80,4,20,0.4,60,base,left,left,20,20,60,right,40,0,5.445986519883109,False
80,60,100,1,60,0.1,100,right,base,left,60,40,60,base,40,60,1.6988644557670007,False
80,60,100,2,40,0.4,20,base,left,base,20,20,0,left,80,60,0.0,True
80,60,100,4,0,1.0,40,base,right,base,20,20,20,left,80,40,2.6189347583048708,False
80,80,0,1,20,0.4,40,left,right,base,20,20,40,right,20,20,2.0720679995442777,False
80,80,0,2,20,0.8,60,left,base,left,20,0,60,right,60,40,1.985542392062094,False
80,80,0,4,40,0.4,20,base,left,right,40,20,20,left,60,60,2.236721545318151,False
80,80,20,1,20,0.6,40,left,base,base,20,20,40,right,60,100,0.0,True
80,80,20,2,20,1.0,80,right,left,right,20,20,60,left,20,20,4.320488216952403,False
80,80,20,4,20,0.4,80,base,right,base,40,40,80,right,60,80,2.1287730594474428,False
80,80,40,1,40,0.8,40,base,right,right,20,40,60,left,20,80,3.8827677778389256,False
80,80,40,2,20,0.4,40,right,left,base,40,20,80,left,0,80,3.646427688988494,False
80,80,40,4,20,0.6,60,base,right,base,0,0,40,right,60,20,2.1431543918449956,False
80,80,60,1,20,0.6,20,right,left,base,20,40,20,left,60,80,2.6904600360946564,False
80,80,60,2,20,1.0,80,right,left,right,20,20,60,base,20,60,0.0,True
80,80,60,4,0,1.0,60,base,right,base,20,0,60,left,100,20,2.805215861491367,False
80,80,80,1,80,0.4,80,base,right,base,40,60,100,right,20,80,2.0284687000952544,False
80,80,80,2,0,0.8,60,left,base,left,20,20,60,right,20,60,1.701147727282764,False
80,80,80,4,40,0.1,20,right,base,left,80,60,60,base,20,80,3.6943271850260095,False
80,80,100,1,0,1.0,40,right,base,right,20,20,20,base,40,60,0.7802305974680186,False
80,80,100,2,40,0.8,60,left,base,left,20,20,0,right,60,40,2.1798240471005936,False
80,80,100,4,40,0.1,0,right,left,right,40,40,0,left,100,80,0.7723830274778244,False
80,100,0,1,20,0.8,40,left,right,left,0,20,80,right,20,20,0.8521507157299143,False
80,100,0,2,60,0.4,0,right,left,right,0,40,40,left,40,60,0.7940505619052419,False
80,100,0,4,60,0.1,0,left,right,left,40,40,100,base,20,40,9.920331830554858,False
80,100,20,1,20,0.6,40,left,base,base,40,40,80,right,0,80,1.7224349154982477,False
80,100,20,2,60,0.2,100,base,right,left,40,40,100,right,20,40,2.77243217737073,False
80,100,20,4,40,0.8,20,base,right,right,0,20,60,left,20,80,0.0,True
80,100,40,1,60,0.1,0,base,left,base,80,80,0,left,80,100,2.760240627878753,False
80,100,40,2,60,0.1,0,left,base,left,60,80,0,base,60,80,3.508395967094399,False
80,100,40,4,80,0.1,40,base,right,base,100,80,40,right,20,60,2.462463327590558,False
80,100,60,1,20,0.6,0,left,right,left,40,40,20,base,80,80,5.878056749153303,False
80,100,60,2,60,0.4,40,base,right,right,60,40,80,left,0,80,1.160801820327467,False
80,100,60,4,0,1.0,100,left,right,base,20,0,60,right,60,0,4.244274663036106,False
80,100,80,1,60,0.2,20,left,right,base,20,60,40,right,40,100,2.2668403648710784,False
80,100,80,2,20,0.8,40,right,base,right,20,20,20,base,60,20,0.0,True
80,100,80,4,40,0.4,80,left,base,left,20,40,60,right,20,60,4.186963455772037,False
80,100,100,1,60,0.1,20,left,base,left,60,60,40,base,40,40,2.9990429117664306,False
80,100,100,2,60,0.1,0,base,right,right,60,80,40,left,60,100,1.0408440784965955,False
80,100,100,4,0,1.0,0,right,left,right,0,20,40,base,40,60,0.0,True
100,0,0,1,20,0.8,60,left,base,left,0,0,40,base,40,20,3.26769418850825,False
100,0,0,2,40,0.1,20,base,left,right,60,40,40,left,60,100,3.6549356659790138,False
100,0,0,4,20,0.8,40,base,left,base,20,0,60,left,40,20,2.590154135377464,False
100,0,20,1,40,0.2,0,left,base,left,80,60,0,right,80,100,2.4497587959668645,False
100,0,20,2,40,0.2,20,base,left,base,40,60,40,right,60,100,1.7046482375595633,False
100,0,20,4,0,0.8,60,base,right,right,20,0,80,left,40,0,0.0,True
100,0,40,1,60,0.1,60,left,base,left,20,60,60,base,20,80,3.325009193960913,False
100,0,40,2,40,0.1,60,left,right,left,40,40,40,base,40,80,7.11167627757674,False
100,0,40,4,80,0.4,20,right,left,base,20,60,80,left,40,100,7.147358095174099,False
100,0,60,1,100,0.1,40,base,right,base,60,80,80,left,20,60,2.482629820556422,False
100,0,60,2,60,0.2,0,base,left,left,40,80,20,right,40,100,2.709638699740156,False
100,0,60,4,40,0.4,80,left,base,left,40,20,40,base,40,40,4.487555260733135,False
100,0,80,1,60,0.2,80,left,right,left,60,40,60,right,20,100,0.8236128178203499,False
100,0,80,2,0,1.0,60,right,base,left,20,20,60,base,60,20,2.4501282419317656,False
100,0,80,4,60,0.4,40,base,right,left,20,40,60,right,40,80,3.4236640019408404,False
100,0,100,1,80,0.4,0,right,base,left,20,60,60,base,20,80,2.3628303123056607,False
100,0,100,2,20,0.8,0,left,right,left,20,40,40,right,60,60,0.8161670676424572,False
100,0,100,4,0,0.8,0,base,right,base,20,0,20,right,100,20,2.2432829735015023,False
100,20,0,1,20,0.8,20,base,right,base,20,20,40,left,20,80,2.5561637362902,False
100,20,0,2,40,0.2,20,base,right,right,60,40,0,left,80,20,2.6256573856400913,False
100,20,0,4,40,0.6,0,left,right,base,40,40,60,right,20,20,3.5945223697317563,False
100,20,20,1,20,0.6,60,right,left,left,40,20,80,base,40,20,3.287651943058528,False
100,20,20,2,20,0.6,80,base,right,left,20,20,20,right,60,40,2.259872365142607,False
100,20,20,4,20,0.8,0,left,base,left,20,20,60,right,60,20,2.2139640206735516,False
100,20,40,1,80,0.1,20,left,right,left,40,80,40,base,40,80,6.322731569559016,False
100,20,40,2,40,0.1,0,base,left,left,60,60,100,right,0,100,3.732557793034392,False
100,20,40,4,40,0.6,40,right,base,right,20,60,80,base,20,40,0.0,True
100,20,60,1,60,0.6,40,base,left,left,20,40,20,right,80,100,3.3267809500159906,False
100,20,60,2,60,0.6,0,right,base,base,20,60,0,left,40,80,2.349479641314775,False
100,20,60,4,40,1.0,40,base,right,base,20,60,100,left,0,80,2.6107394216129545,False
100,20,80,1,80,0.1,40,left,right,left,60,60,80,right,40,100,0.8033040789334939,False
100,20,80,2,60,0.1,60,left,right,left,40,40,80,right,20,80,0.8022149166569168,False
100,20,80,4,40,0.6,20,base,left,base,40,60,20,right,40,100,1.8092144940888013,False
100,20,100,1,60,0.2,20,base,left,left,60,60,60,right,40,60,3.2789316549712995,False
100,20,100,2,60,0.4,0,base,right,right,40,60,80,left,40,100,2.8305180627062985,False
100,20,100,4,40,0.6,0,right,base,left,40,20,0,base,80,80,2.453493312757379,False
100,40,0,1,0,1.0,100,base,left,base,20,20,80,left,40,20,3.1228584576808127,False
100,40,0,2,20,0.8,80,right,left,base,40,40,80,left,20,100,3.4997983956801266,False
100,40,0,4,40,0.2,0,left,right,left,20,40,40,right,20,100,3.4296579680209174,False
100,40,20,1,20,0.4,60,base,right,base,20,20,100,left,0,100,2.9592999394108332,False
100,40,20,2,20,1.0,80,base,right,base,20,20,60,left,40,0,1.977729454024784,False
100,40,20,4,40,0.1,100,right,base,base,60,40,60,left,40,80,21.79844676545794,False
100,40,40,1,0,0.4,40,base,left,left,40,20,20,right,60,80,3.813363249016564,False
100,40,40,2,60,0.1,80,right,left,right,60,60,100,left,20,40,4.347797271493051,False
100,40,40,4,20,0.8,0,left,right,right,40,40,0,base,80,60,0.0,True
100,40,60,1,0,0.6,20,base,left,base,20,0,40,left,80,20,2.6343448646452976,False
100,40,60,2,40,1.0,60,right,left,base,0,40,100,left,0,40,3.928753309297159,False
100,40,60,4,80,0.2,0,left,right,right,60,60,40,base,40,80,9.356777957324514,False
100,40,80,1,80,0.4,0,left,base,left,20,60,20,base,20,100,3.5048214281198633,False
100,40,80,2,0,0.8,40,base,right,base,20,0,60,left,20,40,3.220679404924871,False
100,40,80,4,40,0.6,40,right,base,right,0,40,0,left,60,80,1.20034561587755,False
100,40,100,1,40,0.4,40,left,right,base,0,20,40,right,20,60,2.5405998710780073,False
100,40,100,2,40,0.6,0,base,right,right,20,20,20,left,80,0,3.6563875834643706,False
100,40,100,4,60,0.2,0,left,base,left,20,40,20,base,60,80,4.600060607714256,False
100,60,0,1,60,0.4,100,right,left,right,60,60,100,left,0,40,0.905170235483576,False
100,60,0,2,0,1.0,60,base,left,base,20,0,20,left,60,60,0.0,True
100,60,0,4,20,0.8,60,left,right,left,40,40,40,base,40,60,10.452182479031832,False
100,60,20,1,0,1.0,60,left,right,base,20,20,60,right,40,100,4.24407876468219,False
100,60,20,2,40,0.8,40,left,right,left,20,40,0,base,80,20,5.744747257728465,False
100,60,20,4,20,0.6,20,base,right,base,40,40,80,left,40,60,2.7425636991635463,False
100,60,40,1,20,0.8,20,base,left,base,40,20,40,left,60,60,2.7234671667085317,False
100,60,40,2,40,0.6,40,base,right,left,20,60,100,right,0,100,2.3692433166415565,False
100,60,40,4,40,0.6,60,base,left,base,40,40,20,left,60,60,2.5457379502400004,False
100,60,60,1,40,0.1,20,base,left,base,60,40,60,right,40,100,1.7969060760679518,False
100,60,60,2,40,0.4,80,base,left,base,40,60,60,left,40,100,2.1076762875075805,False
100,60,60,4,20,0.8,40,right,left,right,40,20,80,base,20,60,0.0,True
100,60,80,1,0,1.0,0,left,right,base,20,20,0,right,100,20,3.696605204374163,False
100,60,80,2,80,0.1,20,left,base,base,60,60,20,right,60,60,0.0,True
100,60,80,4,20,0.8,80,left,base,left,0,0,20,base,60,20,3.982962029177833,False
100,60,100,1,20,0.4,0,right,base,right,40,20,0,base,80,80,0.8106838866633808,False
100,60,100,2,80,0.1,40,left,right,right,80,60,40,base,40,80,6.107814715194062,False
100,60,100,4,20,1.0,20,base,left,base,20,20,20,left,80,20,2.5846019550611117,False
100,80,0,1,60,0.1,40,base,right,base,40,60,80,left,0,40,2.809618828512271,False
100,80,0,2,20,0.8,0,left,base,left,20,40,20,right,60,40,1.6881433321105055,False
100,80,0,4,100,0.1,40,left,right,right,40,100,80,base,20,100,10.06208846631056,False
100,80,20,1,60,0.1,80,left,right,left,40,40,60,base,40,80,6.576238680598781,False
100,80,20,2,60,0.2,40,right,left,base,60,60,80,left,0,80,3.1712449544664767,False
100,80,20,4,40,0.8,40,left,right,left,20,40,80,base,20,20,8.59536140368785,False
100,80,40,1,0,1.0,40,right,left,right,20,0,40,base,60,60,0.7715336856291708,False
100,80,40,2,60,0.2,20,right,left,left,40,40,40,base,60,40,0.0,True
100,80,40,4,80,0.1,80,base,left,base,80,60,100,left,0,100,2.7629638361361,False
100,80,60,1,0,0.8,80,base,left,base,20,0,100,right,0,0,1.6586329853003317,False
100,80,60,2,60,0.1,0,base,left,right,60,60,20,left,20,80,3.342490443656022,False
100,80,60,4,60,0.4,100,left,right,base,40,60,60,right,20,80,4.580304286773938,False
100,80,80,1,40,0.8,20,left,right,left,0,40,20,right,60,80,0.8598164971816946,False
100,80,80,2,40,0.6,20,base,right,base,0,40,20,left,40,40,2.518445765760608,False
100,80,80,4,20,0.6,80,base,left,left,60,40,60,right,40,60,9.741228520041275,False
100,80,100,1,20,0.8,80,left,base,right,0,0,60,base,60,0,5.345990367899665,False
100,80,100,2,20,1.0,80,right,base,left,0,20,40,base,40,0,2.9299956726764798,False
100,80,100,4,40,0.4,0,base,left,base,0,40,20,left,60,80,2.5565800856041077,False
100,100,0,1,100,0.1,20,base,left,left,60,100,80,right,0,80,4.462167756713106,False
100,100,0,2,20,0.6,0,right,base,right,40,20,20,left,100,80,2.818957762689907,False
100,100,0,4,20,1.0,20,left,right,left,0,20,20,base,80,80,9.78882623197693,False
100,100,20,1,40,0.6,0,left,base,base,40,20,0,right,100,80,1.6915700847646988,False
100,100,20,2,60,0.8,0,left,right,left,0,40,0,right,60,100,0.8445576558137544,False
100,100,20,4,60,0.1,0,base,right,base,40,80,20,left,80,80,2.6083539860069522,False
100,100,40,1,100,0.1,80,base,right,base,60,100,60,left,20,100,2.753017213468064,False
100,100,40,2,40,0.2,40,left,base,base,20,40,40,right,40,100,0.0,True
100,100,40,4,40,0.8,80,right,base,base,20,40,100,left,20,80,33.61496176767238,False
100,100,60,1,20,0.6,60,right,base,base,0,20,60,left,40,0,0.0,True
100,100,60,2,20,0.4,20,base,left,base,40,20,80,left,20,20,0.0,True
100,100,60,4,60,0.4,60,left,base,right,60,60,100,base,20,80,4.220282708396446,False
100,100,80,1,40,0.8,60,left,right,left,0,40,60,base,40,80,8.190183428493597,False
100,100,80,2,40,0.4,60,right,left,right,20,20,60,left,40,20,2.6074993140023004,False
100,100,80,4,20,1.0,0,base,left,base,0,20,40,right,60,100,1.8193205769338279,False
100,100,100,1,40,0.4,100,left,right,base,40,20,80,right,20,20,2.483149230684698,False
100,100,100,2,0,1.0,100,right,left,right,20,20,60,left,60,20,3.2299818840244807,False
100,100,100,4,20,0.2,80,right,base,left,40,40,40,base,60,80,2.1316136283211136,False
