Visibility,VehicleStability,RoadSurface,PathInteraction,StartEgo,RoadFriction,StartOther,Cloudiness,WindIntensity,Wetness,FogDistance,GoalEgo,FogDensity,PrecipitationDeposits,GoalOther,Precipitation,Collision_Occurred,Min_TTC
40,80,80,4,left,0.6,right,60,40,40,100,right,20,60,base,80,False,4.086605216753853
40,80,100,1,left,0.6,base,100,20,60,20,right,20,40,left,60,False,6.320120558019906
40,80,100,2,right,0.6,base,100,20,60,20,left,20,40,left,60,False,3.6180509877184703
40,80,100,4,left,0.6,right,100,20,60,20,right,20,40,base,60,True,3727.8286824065544
40,100,0,1,left,0.1,left,0,0,0,0,left,0,0,left,0,False,1.237081207057298
40,100,0,2,left,0.1,left,0,0,0,0,left,0,0,left,0,False,6.296736812549897
40,100,0,4,left,0.1,left,0,0,0,0,left,0,0,left,0,False,3.1306822728069887
40,100,20,1,left,0.1,left,0,0,0,0,left,0,0,left,0,False,1.55975368950887
40,100,20,2,left,0.1,left,0,0,0,0,left,0,0,left,0,False,5.620096233579632
40,100,20,4,left,0.1,left,0,0,0,0,left,0,0,left,0,False,3.402028382096073
40,100,40,1,left,0.8,base,80,20,40,40,right,100,40,left,20,False,6.183467448732314
40,100,40,2,right,0.8,base,80,20,40,40,left,100,40,left,20,False,3.0591568799614697
40,100,40,4,left,0.8,right,80,20,40,40,right,100,40,base,20,False,5.151892168366377
40,100,60,1,left,1.0,base,0,20,40,20,right,20,0,left,20,False,6.396562971326609
40,100,60,2,right,1.0,base,0,20,40,20,left,20,0,left,20,False,3.4288984304658983
40,100,60,4,left,1.0,right,0,20,40,20,right,20,0,base,20,False,4.6799379977442275
40,100,80,1,left,0.8,base,80,20,40,40,right,100,40,left,20,False,6.274130921377528
40,100,80,2,right,0.8,base,80,20,40,40,left,100,40,left,20,False,2.9725110289452523
40,100,80,4,left,0.8,right,80,20,40,40,right,100,40,base,20,False,3.921823295764093
40,100,100,1,left,0.8,base,0,20,40,60,right,60,40,left,20,False,6.2288831571728
40,100,100,2,right,0.8,base,0,20,40,60,left,60,40,left,20,False,2.6575119747939935
40,100,100,4,left,0.8,right,0,20,40,60,right,60,40,base,20,False,4.5577476355462
60,0,0,1,left,0.4,base,0,100,40,40,right,40,20,left,20,False,6.667901843452902
60,0,0,2,right,0.4,base,0,100,40,40,left,40,20,left,20,False,2.8931537031333874
60,0,0,4,left,0.4,right,0,100,40,40,right,40,20,base,20,False,4.8922566222114705
60,0,20,1,left,0.6,base,20,40,0,100,right,20,20,left,0,False,5.91776736997882
60,0,20,2,right,0.6,base,20,40,0,100,left,20,20,left,0,False,3.576305487123722
60,0,20,4,left,0.6,right,20,40,0,100,right,20,20,base,0,False,1.8116249988727227
60,0,40,1,left,0.1,base,60,0,20,40,right,0,100,left,80,False,6.182488553137188
60,0,40,2,right,0.1,base,60,0,20,40,left,0,100,left,80,False,4.18109215386474
60,0,40,4,left,0.1,right,60,0,20,40,right,0,100,base,80,False,4.512909360199872
60,0,60,1,left,1.0,base,0,80,20,60,right,20,20,left,0,False,4.780467618164421
60,0,60,2,right,1.0,base,0,80,20,60,left,20,20,left,0,False,3.3337557225139896
60,0,60,4,left,1.0,right,0,80,20,60,right,20,20,base,0,False,4.52462889467384
60,0,80,1,left,0.4,base,80,100,20,60,right,20,20,left,0,False,7.103270980497018
60,0,80,2,right,0.4,base,80,100,20,60,left,20,20,left,0,False,2.7518338783832745
60,0,80,4,left,0.4,right,80,100,20,60,right,20,20,base,0,False,3.6742638610356706
60,0,100,1,left,0.6,base,0,60,20,60,right,80,20,left,0,False,5.374159647104339
60,0,100,2,right,0.6,base,0,60,20,60,left,80,20,left,0,False,3.0594257649574126
60,0,100,4,left,0.6,right,0,60,20,60,right,80,20,base,0,False,2.6445305372398895
60,20,0,1,left,0.1,base,40,40,20,60,right,80,60,left,40,False,6.166241091917084
60,20,0,2,right,0.1,base,40,40,20,60,left,80,60,left,40,True,9999.0
60,20,0,4,left,0.1,right,40,40,20,60,right,80,60,base,40,False,4.632416993326102
60,20,20,1,left,0.6,base,0,20,20,60,right,60,20,left,0,False,6.922471029152098
60,20,20,2,right,0.6,base,0,20,20,60,left,60,20,left,0,False,2.542410327902263
60,20,20,4,left,0.6,right,0,20,20,60,right,60,20,base,0,False,4.776389848293431
60,20,40,1,left,0.2,base,60,100,80,60,right,20,60,left,80,False,6.13968688794055
60,20,40,2,right,0.2,base,60,100,80,60,left,20,60,left,80,False,3.255578875964341
60,20,40,4,left,0.2,right,60,100,80,60,right,20,60,base,80,False,4.3262840070591935
60,20,60,1,left,0.8,base,40,20,40,100,right,20,40,left,60,False,6.345584684766875
60,20,60,2,right,0.8,base,40,20,40,100,left,20,40,left,60,False,3.1680647969553903
60,20,60,4,left,0.8,right,40,20,40,100,right,20,40,base,60,False,3.669524564140015
60,20,80,1,left,0.6,base,60,20,20,80,right,40,80,left,80,False,7.266045299517011
60,20,80,2,right,0.6,base,60,20,20,80,left,40,80,left,80,False,3.449038159685352
60,20,80,4,left,0.6,right,60,20,20,80,right,40,80,base,80,False,4.650645634480273
60,20,100,1,left,0.6,base,80,40,40,60,right,40,60,left,80,False,6.226246495506984
60,20,100,2,right,0.6,base,80,40,40,60,left,40,60,left,80,False,2.8041324027148398
60,20,100,4,left,0.6,right,80,40,40,60,right,40,60,base,80,False,3.154025714141067
60,40,0,1,left,0.2,base,80,20,40,40,right,60,100,left,80,False,6.166125269937839
60,40,0,2,right,0.2,base,80,20,40,40,left,60,100,left,80,False,3.0981611647960383
60,40,0,4,left,0.2,right,80,20,40,40,right,60,100,base,80,False,2.8963425696243346
60,40,20,1,left,0.6,base,80,20,20,40,right,60,80,left,80,False,6.226963608472474
60,40,20,2,right,0.6,base,80,20,20,40,left,60,80,left,80,False,3.4263502843961424
60,40,20,4,left,0.6,right,80,20,20,40,right,60,80,base,80,False,5.0484712266733345
60,40,40,1,left,0.2,base,80,80,40,80,right,40,100,left,80,False,6.208723681966937
60,40,40,2,right,0.2,base,80,80,40,80,left,40,100,left,80,False,3.6896740722498107
60,40,40,4,left,0.2,right,80,80,40,80,right,40,100,base,80,False,4.781267639140946
60,40,60,1,left,0.2,base,80,0,40,100,right,20,80,left,100,False,5.7187265998226575
60,40,60,2,right,0.2,base,80,0,40,100,left,20,80,left,100,False,3.5574830919642233
60,40,60,4,left,0.2,right,80,0,40,100,right,20,80,base,100,False,4.190740686704579
60,40,80,1,left,0.4,base,0,60,20,80,right,60,20,left,0,False,6.278387555571679
60,40,80,2,right,0.4,base,0,60,20,80,left,60,20,left,0,False,4.057315260366188
60,40,80,4,left,0.4,right,0,60,20,80,right,60,20,base,0,False,4.768603667323438
60,40,100,1,left,0.6,base,40,20,20,40,right,60,60,left,60,False,6.330532776891105
60,40,100,2,right,0.6,base,40,20,20,40,left,60,60,left,60,True,9999.0
60,40,100,4,left,0.6,right,40,20,20,40,right,60,60,base,60,False,4.038099244411691
60,60,0,1,left,0.4,base,60,0,20,60,right,60,100,left,80,False,6.333013531867045
60,60,0,2,right,0.4,base,60,0,20,60,left,60,100,left,80,False,2.501338054093412
60,60,0,4,left,0.4,right,60,0,20,60,right,60,100,base,80,False,4.3864802892524875
60,60,20,1,left,0.4,base,20,60,60,60,right,60,60,left,40,False,6.265147065507373
60,60,20,2,right,0.4,base,20,60,60,60,left,60,60,left,40,False,2.4696021505686887
60,60,20,4,left,0.4,right,20,60,60,60,right,60,60,base,40,False,3.224360833584734
60,60,40,1,left,0.8,base,40,80,40,40,right,40,40,left,60,False,6.26612346221971
60,60,40,2,right,0.8,base,40,80,40,40,left,40,40,left,60,True,3.9516576734718374
60,60,40,4,left,0.8,right,40,80,40,40,right,40,40,base,60,False,3.4463276768879743
60,60,60,1,left,1.0,base,80,100,40,40,right,60,20,left,20,False,4.840627506039113
60,60,60,2,right,1.0,base,80,100,40,40,left,60,20,left,20,False,3.0989164681036585
60,60,60,4,left,1.0,right,80,100,40,40,right,60,20,base,20,False,3.349540431959886
60,60,80,1,left,0.4,base,40,0,40,40,right,20,0,left,20,False,7.138958403024764
60,60,80,2,right,0.4,base,20,0,0,60,left,60,40,left,40,True,2426.6413299838514
60,60,80,4,left,0.4,right,40,0,40,40,right,20,0,base,20,False,3.1667534107945836
60,60,100,1,left,0.6,base,20,80,0,80,right,20,20,left,40,False,6.1585746305958615
60,60,100,2,right,0.6,base,20,80,0,80,left,20,20,left,40,False,4.019461946972781
60,60,100,4,left,0.6,right,20,80,0,80,right,20,20,base,40,False,4.523434755210463
60,80,0,1,left,0.4,base,80,0,20,60,right,60,20,left,0,False,6.465764284706002
60,80,0,2,right,0.4,base,80,0,20,60,left,60,20,left,0,False,3.106598122459363
60,80,0,4,left,0.4,right,80,0,20,60,right,60,20,base,0,False,3.0948541601314203
60,80,20,1,left,0.6,base,0,40,20,60,right,80,0,left,20,False,5.124982756924726
60,80,20,2,right,0.6,base,0,40,20,60,left,80,0,left,20,False,2.9412502012956097
60,80,20,4,left,0.6,right,0,40,20,60,right,80,0,base,20,False,3.5047487636826897
60,80,40,1,left,0.8,base,0,60,40,40,right,20,40,left,20,False,5.211407026113276
60,80,40,2,right,0.8,base,0,60,40,40,left,20,40,left,20,False,3.6897401004439527
60,80,40,4,left,0.8,right,0,60,40,40,right,20,40,base,20,False,4.756397408633712
60,80,60,1,left,1.0,base,0,40,40,60,right,0,0,left,20,False,5.432092308844283
60,80,60,2,right,1.0,base,0,40,40,60,left,0,0,left,20,False,4.508657518369725
60,80,60,4,left,1.0,right,0,40,40,60,right,0,0,base,20,False,3.869933781603974
60,80,80,1,left,0.4,base,100,0,60,40,right,60,60,left,40,False,6.145676987185884
60,80,80,2,right,0.4,base,100,0,60,40,left,60,60,left,40,False,3.495780326559553
60,80,80,4,left,0.4,right,100,0,60,40,right,60,60,base,40,False,4.836132331785199
60,80,100,1,left,0.6,base,40,40,60,80,right,0,40,left,40,False,6.300336200460174
60,80,100,2,right,0.6,base,0,40,0,80,left,0,40,left,20,False,3.756748134532962
60,80,100,4,left,0.6,right,40,40,60,80,right,0,40,base,40,False,4.375349653787666
60,100,0,1,left,0.1,left,0,0,0,0,left,0,0,left,0,False,1.1788431804910537
60,100,0,2,left,0.1,left,0,0,0,0,left,0,0,left,0,False,4.155171999930692
60,100,0,4,left,0.1,left,0,0,0,0,left,0,0,left,0,False,3.2721143639746093
60,100,20,1,left,0.1,left,0,0,0,0,left,0,0,left,0,False,1.1762608103737504
60,100,20,2,left,0.1,left,0,0,0,0,left,0,0,left,0,False,6.209909042341371
60,100,20,4,left,0.1,left,0,0,0,0,left,0,0,left,0,False,3.3466428893360067
60,100,40,1,left,0.8,base,60,20,20,60,right,60,60,left,80,False,5.734945858638133
60,100,40,2,right,0.8,base,60,20,20,60,left,60,60,left,80,True,9999.0
60,100,40,4,left,0.8,right,60,20,20,60,right,60,60,base,80,False,4.880508451348493
60,100,60,1,left,1.0,base,100,40,0,60,right,80,60,left,40,False,6.179340780186405
60,100,60,2,right,1.0,base,100,40,0,60,left,80,60,left,40,False,2.845737761464954
60,100,60,4,left,1.0,right,100,40,0,60,right,80,60,base,40,False,4.840525820391111
60,100,80,1,left,0.8,base,60,20,20,60,right,60,60,left,80,False,6.06983994144028
60,100,80,2,right,0.8,base,60,20,20,60,left,60,60,left,80,False,2.210750101978773
60,100,80,4,left,0.8,right,60,20,20,60,right,60,60,base,80,False,4.945299072006644
60,100,100,1,left,0.8,base,20,20,0,40,right,0,20,left,40,False,5.919555156757808
60,100,100,2,right,0.8,base,20,20,0,40,left,0,20,left,40,False,3.668547034645986
60,100,100,4,left,0.8,right,20,20,0,40,right,0,20,base,40,False,3.50218219474345
80,0,0,1,left,0.4,base,100,80,40,80,right,0,80,left,100,False,5.785861209246796
80,0,0,2,right,0.4,base,100,80,40,80,left,0,80,left,100,False,3.063382380160668
80,0,0,4,left,0.4,right,100,80,40,80,right,0,80,base,100,False,5.237871726452838
80,0,20,1,left,0.2,base,20,80,60,80,right,60,60,left,40,False,6.946399047702532
80,0,20,2,right,0.2,base,20,80,60,80,left,60,60,left,40,False,2.962522171974885
80,0,20,4,left,0.2,right,20,80,60,80,right,60,60,base,40,False,3.4314296592865947
80,0,40,1,left,0.2,base,60,20,80,80,right,40,60,left,80,False,6.021856929238826
80,0,40,2,right,0.2,base,60,20,80,80,left,40,60,left,80,False,3.658842949587677
80,0,40,4,left,0.2,right,60,20,80,80,right,40,60,base,80,False,4.282999116662865
80,0,60,1,left,0.4,base,0,60,0,80,right,60,40,left,20,False,6.162831918243392
80,0,60,2,right,0.4,base,0,60,0,80,left,60,40,left,20,False,3.6165835314174535
80,0,60,4,left,0.4,right,0,60,0,80,right,60,40,base,20,False,3.6637088234283186
80,0,80,1,left,0.4,base,80,40,40,80,right,20,80,left,100,False,6.397078304458202
80,0,80,2,right,0.4,base,80,40,40,80,left,20,80,left,100,False,3.4040144512154953
80,0,80,4,left,0.4,right,80,40,40,80,right,20,80,base,100,False,4.323413265933309
80,0,100,1,left,0.8,base,0,40,40,80,right,20,40,left,20,False,6.298008515547316
80,0,100,2,right,0.8,base,0,40,40,80,left,20,40,left,20,False,3.0822185510036504
80,0,100,4,left,0.8,right,0,40,40,80,right,20,40,base,20,False,4.586469719065081
80,20,0,1,left,0.2,base,20,100,0,60,right,20,60,left,40,False,6.1307648457411394
80,20,0,2,right,0.2,base,20,100,0,60,left,20,60,left,40,False,3.2130816678293392
80,20,0,4,left,0.2,right,20,100,0,60,right,20,60,base,40,False,4.403455123137759
80,20,20,1,left,0.6,base,60,20,20,60,right,20,80,left,80,False,5.774005725589139
80,20,20,2,right,0.6,base,60,20,20,60,left,20,80,left,80,False,3.8575431933154882
80,20,20,4,left,0.6,right,60,20,20,60,right,20,80,base,80,False,4.4583262917056565
80,20,40,1,left,0.8,base,60,20,0,60,right,40,20,left,0,False,6.614611095788664
80,20,40,2,right,0.8,base,60,20,0,60,left,40,20,left,0,False,2.7753225666622834
80,20,40,4,left,0.8,right,60,20,0,60,right,40,20,base,0,False,4.362621355576216
80,20,60,1,left,0.4,base,60,40,20,60,right,20,100,left,80,False,6.084017786130419
80,20,60,2,right,0.4,base,60,40,20,60,left,20,100,left,80,False,3.2261679130955967
80,20,60,4,left,0.4,right,60,40,20,60,right,20,100,base,80,False,4.854391554842425
80,20,80,1,left,0.6,base,80,20,20,80,right,40,80,left,80,False,6.944291032876999
80,20,80,2,right,0.6,base,80,20,20,80,left,40,80,left,80,False,3.203038289908901
80,20,80,4,left,0.6,right,80,20,20,80,right,40,80,base,80,False,3.891775314414521
80,20,100,1,left,0.6,base,20,20,20,100,right,20,0,left,20,False,5.933951362639691
80,20,100,2,right,0.6,base,20,20,20,100,left,20,0,left,20,False,4.106674101930451
80,20,100,4,left,0.6,right,20,20,20,100,right,20,0,base,20,False,4.125394600691464
80,40,0,1,left,0.4,base,40,100,20,60,right,20,20,left,0,False,6.4156980318043
80,40,0,2,right,0.4,base,40,100,20,60,left,20,20,left,0,False,3.5794829896310665
80,40,0,4,left,0.4,right,40,100,20,60,right,20,20,base,0,False,3.8286039961263194
80,40,20,1,left,0.6,base,60,80,20,80,right,0,20,left,0,False,6.240554957542982
80,40,20,2,right,0.6,base,60,80,20,80,left,0,20,left,0,False,3.5009442390897285
80,40,20,4,left,0.6,right,60,80,20,80,right,0,20,base,0,False,4.409157643369541
80,40,40,1,left,0.1,base,20,0,20,80,right,40,60,left,40,False,5.882538725368256
80,40,40,2,right,0.1,base,20,0,20,80,left,40,60,left,40,False,3.5188153678439793
80,40,40,4,left,0.1,right,20,0,20,80,right,40,60,base,40,False,4.517613712866309
80,40,60,1,left,0.2,base,0,20,40,100,right,20,20,left,20,False,5.730789524357154
80,40,60,2,right,0.2,base,0,20,40,100,left,20,20,left,20,False,3.5664758702752044
80,40,60,4,left,0.2,right,0,20,40,100,right,20,20,base,20,False,3.905561348528939
80,40,80,1,left,1.0,base,80,0,40,80,right,20,20,left,20,False,6.4763448353988915
80,40,80,2,right,1.0,base,80,0,40,80,left,20,20,left,20,False,3.6824624584237555
80,40,80,4,left,1.0,right,80,0,40,80,right,20,20,base,20,False,4.7942529324063266
80,40,100,1,left,0.6,base,0,0,0,60,right,20,40,left,20,False,5.120832953855761
80,40,100,2,right,0.6,base,0,0,0,60,left,20,40,left,20,False,3.7169261509080895
80,40,100,4,left,0.6,right,0,0,0,60,right,20,40,base,20,False,4.883670034430621
80,60,0,1,left,0.4,base,40,60,40,80,right,60,80,left,60,False,6.427983034145392
80,60,0,2,right,0.4,base,40,60,40,80,left,60,80,left,60,False,2.6567967011098044
80,60,0,4,left,0.4,right,40,60,40,80,right,60,80,base,60,False,4.613849397930905
80,60,20,1,left,0.6,base,60,80,20,60,right,40,80,left,80,False,6.367098821576285
80,60,20,2,right,0.6,base,60,80,20,60,left,40,80,left,80,False,3.31013370158483
80,60,20,4,left,0.6,right,60,80,20,60,right,40,80,base,80,True,3458.1483851315757
80,60,40,1,left,0.8,base,60,40,20,60,right,40,60,left,80,False,6.405239381461891
80,60,40,2,right,0.8,base,60,40,20,60,left,40,60,left,80,True,9999.0
80,60,40,4,left,0.8,right,60,40,20,60,right,40,60,base,80,False,4.715296409086751
80,60,60,1,left,0.2,base,20,20,60,100,right,20,60,left,40,False,5.501392162330624
80,60,60,2,right,0.2,base,20,20,60,100,left,20,60,left,40,False,3.0258255025049077
80,60,60,4,left,0.2,right,20,20,60,100,right,20,60,base,40,True,2565.3631876556274
80,60,80,1,left,0.4,base,40,60,40,60,right,20,80,left,60,False,6.250778869409157
80,60,80,2,right,0.4,base,40,60,40,60,left,20,80,left,60,False,4.053595051860019
80,60,80,4,left,0.4,right,40,60,40,60,right,20,80,base,60,False,4.072812182029708
80,60,100,1,left,0.6,base,20,0,60,60,right,20,20,left,40,False,5.568191535996176
80,60,100,2,right,0.6,base,20,0,60,60,left,20,20,left,40,False,3.795007940577012
80,60,100,4,left,0.6,right,20,0,60,60,right,20,20,base,40,False,4.332173205522001
80,80,0,1,left,0.4,base,80,0,40,80,right,40,80,left,100,False,6.741148921804655
80,80,0,2,right,0.4,base,80,0,40,80,left,40,80,left,100,False,3.335694989566494
80,80,0,4,left,0.4,right,80,0,40,80,right,40,80,base,100,True,3706.8762291078046
80,80,20,1,left,0.6,base,80,20,20,80,right,40,20,left,0,False,6.363916060109567
80,80,20,2,right,0.6,base,80,20,20,80,left,40,20,left,0,False,3.320597560986877
80,80,20,4,left,0.6,right,80,20,20,80,right,40,20,base,0,False,4.631004090883398
80,80,40,1,left,0.8,base,20,60,0,80,right,60,20,left,40,False,6.2750055040072
80,80,40,2,right,0.8,base,20,60,0,80,left,60,20,left,40,False,3.831882439324003
80,80,40,4,left,0.8,right,20,60,0,80,right,60,20,base,40,False,4.479009637523706
80,80,60,1,left,0.4,base,100,0,40,80,right,40,80,left,100,False,6.51087858171888
80,80,60,2,right,1.0,base,80,20,20,60,left,40,20,left,0,False,3.192305355012101
80,80,60,4,left,1.0,right,80,20,20,60,right,40,20,base,0,False,3.687533171484784
80,80,80,1,left,1.0,base,20,60,0,80,right,60,40,left,40,False,8.120116103273078
80,80,80,2,right,1.0,base,20,60,0,80,left,60,40,left,40,False,4.002174727883602
80,80,80,4,left,1.0,right,20,60,0,80,right,60,40,base,40,False,4.220076262757342
80,80,100,1,left,0.6,base,80,40,20,60,right,0,80,left,80,False,6.265139961954557
80,80,100,2,right,0.6,base,80,40,20,60,left,0,80,left,80,False,3.9324046328766515
80,80,100,4,left,0.6,right,80,40,20,60,right,0,80,base,80,False,3.7344594752336584
80,100,0,1,left,0.1,left,0,0,0,0,left,0,0,left,0,False,1.3609606026187646
80,100,0,2,left,0.1,left,0,0,0,0,left,0,0,left,0,False,1.1858583425069844
80,100,0,4,left,0.1,left,0,0,0,0,left,0,0,left,0,False,3.0212822480636587
80,100,20,1,left,0.1,left,0,0,0,0,left,0,0,left,0,False,1.1292100281188393
80,100,20,2,left,0.1,left,0,0,0,0,left,0,0,left,0,False,1.10152826919666
80,100,20,4,left,0.1,left,0,0,0,0,left,0,0,left,0,False,2.7329410187701746
80,100,40,1,left,0.8,base,60,20,20,80,right,40,60,left,80,False,6.637973096357969
80,100,40,2,right,0.8,base,60,20,20,80,left,40,60,left,80,False,2.989337429209297
80,100,40,4,left,0.8,right,60,20,20,80,right,40,60,base,80,False,4.475961580348531
80,100,60,1,left,1.0,base,80,40,20,60,right,20,20,left,0,False,6.170363124829706
80,100,60,2,right,1.0,base,80,40,20,60,left,20,20,left,0,False,3.1931951493821003
80,100,60,4,left,1.0,right,80,40,20,60,right,20,20,base,0,False,4.4625719288087735
80,100,80,1,left,1.0,base,80,40,20,60,right,20,20,left,0,False,6.084705892026163
80,100,80,2,right,1.0,base,80,40,20,60,left,20,20,left,0,False,4.199691396526641
80,100,80,4,left,1.0,right,80,40,20,60,right,20,20,base,0,True,2622.811497782146
80,100,100,1,left,0.8,base,20,20,60,60,right,0,20,left,40,False,6.345825593347736
80,100,100,2,right,0.8,base,20,20,60,60,left,0,20,left,40,False,3.103275736369623
80,100,100,4,left,0.8,right,20,20,60,60,right,0,20,base,40,False,4.580992946651914
100,0,0,1,left,0.2,base,20,60,0,80,right,0,60,left,40,False,5.888140058036985
100,0,0,2,right,0.2,base,20,60,0,80,left,0,60,left,40,False,3.665234777382608
100,0,0,4,left,0.2,right,20,60,0,80,right,0,60,base,40,False,3.2004737692832763
100,0,20,1,left,0.2,base,20,0,60,100,right,20,60,left,40,False,5.275687576895353
100,0,20,2,right,0.2,base,20,0,60,100,left,20,60,left,40,False,3.3398527742417823
100,0,20,4,left,0.2,right,20,0,60,100,right,20,60,base,40,True,1357.0085100380816
100,0,40,1,left,0.8,base,40,40,40,100,right,20,0,left,20,False,5.918591806931115
100,0,40,2,right,0.8,base,40,40,40,100,left,20,0,left,20,False,4.435883793837924
100,0,40,4,left,0.8,right,40,40,40,100,right,20,0,base,20,False,4.90746070446796
100,0,60,1,left,1.0,base,0,60,0,100,right,20,40,left,20,False,6.0406138624378745
100,0,60,2,right,1.0,base,0,60,0,100,left,20,40,left,20,False,3.6403155317360976
100,0,60,4,left,1.0,right,0,60,0,100,right,20,40,base,20,False,4.534135598826531
100,0,80,1,left,0.4,base,0,40,0,80,right,0,40,left,20,False,5.949411326411504
100,0,80,2,right,0.4,base,0,40,0,80,left,0,40,left,20,False,2.7907178702142543
100,0,80,4,left,0.4,right,0,40,0,80,right,0,40,base,20,False,1.74871783079251
100,0,100,1,left,0.6,base,60,40,20,100,right,20,80,left,80,False,6.229510730169462
100,0,100,2,right,0.6,base,60,40,20,100,left,20,80,left,80,False,3.8600022063493817
100,0,100,4,left,0.6,right,60,40,20,100,right,20,80,base,80,False,4.469432365425673
100,20,0,1,left,0.4,base,20,0,0,100,right,20,40,left,20,False,6.124435727892069
100,20,0,2,right,0.4,base,20,0,0,100,left,20,40,left,20,False,3.4630619471904587
100,20,0,4,left,0.4,right,20,0,0,100,right,20,40,base,20,False,2.1142334681523427
100,20,20,1,left,0.6,base,80,20,20,100,right,20,80,left,60,False,6.209141195552697
100,20,20,2,right,0.6,base,80,20,20,100,left,20,80,left,60,False,3.5136887341757714
100,20,20,4,left,0.6,right,80,20,20,100,right,20,80,base,60,False,4.527153166387224
100,20,40,1,left,0.1,base,20,40,40,80,right,0,40,left,20,False,5.787209208608114
100,20,40,2,right,0.8,base,20,40,0,100,left,20,20,left,40,False,3.4243359754030185
100,20,40,4,left,0.1,right,20,40,40,80,right,0,40,base,20,False,4.562111568589921
100,20,60,1,left,0.4,base,80,100,20,100,right,20,100,left,80,False,6.509869828728805
100,20,60,2,right,0.4,base,80,100,20,100,left,20,100,left,80,False,3.5346704769699393
100,20,60,4,left,0.4,right,80,100,20,100,right,20,100,base,80,False,4.210176213973395
100,20,80,1,left,0.4,base,20,0,0,100,right,20,40,left,20,False,7.17147592147023
100,20,80,2,right,0.4,base,20,0,0,100,left,20,40,left,20,False,3.3148715595438083
100,20,80,4,left,0.4,right,20,0,0,100,right,20,40,base,20,False,4.4189569274292655
100,20,100,1,left,0.8,base,0,40,40,80,right,0,20,left,20,False,6.029963552222906
100,20,100,2,right,0.8,base,0,40,40,80,left,0,20,left,20,False,3.0334844995038064
100,20,100,4,left,0.8,right,0,40,40,80,right,0,20,base,20,True,2322.3075465376533
100,40,0,1,left,0.4,base,100,100,20,100,right,20,100,left,80,False,6.036616854027095
100,40,0,2,right,0.4,base,100,100,20,100,left,20,100,left,80,False,3.2589293448720706
100,40,0,4,left,0.4,right,100,100,20,100,right,20,100,base,80,False,5.044997240377556
100,40,20,1,left,0.6,base,60,80,0,80,right,0,20,left,0,False,6.391562466903562
100,40,20,2,right,0.6,base,60,80,0,80,left,0,20,left,0,False,4.099503966889411
100,40,20,4,left,0.6,right,60,80,0,80,right,0,20,base,0,False,3.989457720958144
100,40,40,1,left,0.8,base,60,60,20,80,right,0,60,left,80,False,6.290103672231123
100,40,40,2,right,0.8,base,60,60,20,80,left,0,60,left,80,False,3.5874737934215832
100,40,40,4,left,0.8,right,60,60,20,80,right,0,60,base,80,False,4.698480568138004
100,40,60,1,left,0.2,base,60,0,80,100,right,20,60,left,80,False,5.925736764233772
100,40,60,2,right,0.2,base,60,0,80,100,left,20,60,left,80,False,3.395046070133037
100,40,60,4,left,0.2,right,60,0,80,100,right,20,60,base,80,False,3.2071885100919393
100,40,80,1,left,0.4,base,100,40,20,80,right,0,100,left,80,False,7.438465222875966
100,40,80,2,right,0.4,base,100,40,20,80,left,0,100,left,80,False,2.2838248952758433
100,40,80,4,left,0.4,right,100,40,20,80,right,0,100,base,80,False,4.105119285300657
100,40,100,1,left,0.6,base,40,40,20,100,right,20,80,left,60,False,6.238432132683381
100,40,100,2,right,0.6,base,40,40,20,100,left,20,80,left,60,False,3.28218943746251
100,40,100,4,left,0.6,right,40,40,20,100,right,20,80,base,60,False,4.18144161005177
100,60,0,1,left,0.4,base,80,40,20,100,right,20,20,left,0,False,6.287082403975498
100,60,0,2,right,0.4,base,80,40,20,100,left,20,20,left,0,False,3.1497106698388277
100,60,0,4,left,0.4,right,80,40,20,100,right,20,20,base,0,False,4.370898736478175
100,60,20,1,left,0.4,base,80,40,20,100,right,20,20,left,0,False,6.514071299474446
100,60,20,2,right,0.4,base,80,40,20,100,left,20,20,left,0,False,3.5338670927989777
100,60,20,4,left,0.4,right,80,40,20,100,right,20,20,base,0,False,4.35053102481452
100,60,40,1,left,0.8,base,0,80,40,80,right,0,40,left,20,False,6.184759904050413
100,60,40,2,right,0.8,base,0,80,40,80,left,0,40,left,20,False,3.6416255844803627
100,60,40,4,left,0.8,right,0,80,40,80,right,0,40,base,20,False,3.3054314752993412
100,60,60,1,left,0.2,base,20,0,20,100,right,20,60,left,40,False,5.698808331684384
100,60,60,2,right,0.2,base,20,0,20,100,left,20,60,left,40,False,3.672712259061202
100,60,60,4,left,0.2,right,20,0,20,100,right,20,60,base,40,False,4.434123980121478
100,60,80,1,left,0.6,base,20,80,60,80,right,0,40,left,40,False,5.7907493539844905
100,60,80,2,right,0.6,base,20,80,60,80,left,0,40,left,40,False,3.900851200525334
100,60,80,4,left,0.6,right,20,80,60,80,right,0,40,base,40,False,4.395230022200696
100,60,100,1,left,0.6,base,20,20,60,80,right,0,40,left,40,False,5.92537074289675
100,60,100,2,right,0.6,base,20,20,60,80,left,0,40,left,40,False,3.080002708292491
100,60,100,4,left,0.6,right,20,20,60,80,right,0,40,base,40,True,9999.0
100,80,0,1,left,0.4,base,0,0,40,100,right,20,0,left,20,False,6.082775969237575
100,80,0,2,right,0.4,base,0,0,40,100,left,20,0,left,20,False,5.147471806603451
100,80,0,4,left,0.4,right,0,0,40,100,right,20,0,base,20,False,4.483153937674366
