instances,feature_direction,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario1,0,100,80,60,0,30,0,0,100,0.6,False,2.011,0
scenario2,0,100,100,20,20,-60,20,40,60,0.4,False,1.377,0
scenario3,1,0,20,40,40,-90,80,20,40,0.6,False,0.812,0
scenario4,1,20,0,100,100,0,80,40,0,0.8,False,2.047,0
scenario5,0,40,0,100,20,-60,60,20,60,0.6,False,1.353,0
scenario6,1,80,100,100,60,-30,100,0,20,0.1,False,1.142,0
scenario7,0,20,80,20,20,90,60,0,80,0.1,False,1.342,0
scenario8,1,20,0,80,80,-90,80,80,0,0.4,False,0.879,0
scenario9,1,60,40,0,40,0,20,80,60,1.0,False,1.886,0
scenario10,0,80,80,60,80,-90,40,60,40,0.1,False,1.558,0
scenario11,0,60,20,40,100,-90,20,40,80,0.2,False,1.547,0
scenario12,1,0,100,80,60,30,100,100,20,1.0,False,1.332,0
scenario13,1,100,20,0,20,0,40,100,100,0.1,False,1.625,0
scenario14,0,20,0,20,100,90,20,60,80,0.4,False,1.349,0
scenario15,1,20,60,20,20,-30,0,60,40,0.1,False,0.834,0
scenario16,1,40,20,60,100,60,20,80,80,0.2,False,2.046,0
scenario17,0,80,60,60,0,30,100,20,0,0.1,False,1.433,0
scenario18,0,0,60,20,60,-60,0,80,40,1.0,False,1.4,0
scenario19,0,0,100,100,20,-30,80,100,60,0.6,False,1.414,0
scenario20,0,100,100,60,40,60,40,80,100,1.0,False,1.449,0
scenario21,1,0,0,100,60,-60,0,0,60,0.1,False,1.179,0
scenario22,1,80,60,20,80,90,20,20,80,0.8,False,1.471,0
scenario23,1,60,0,40,40,30,40,100,40,1.0,False,1.785,0
scenario24,1,60,60,60,0,-60,80,20,0,0.8,False,0.848,0
scenario25,1,100,100,40,0,90,100,40,100,1.0,False,0.858,0
scenario26,0,40,80,20,0,-90,60,100,80,0.6,False,1.55,0
scenario27,0,100,20,60,100,-30,80,60,60,0.4,False,1.467,0
scenario28,1,80,80,100,60,60,60,80,60,0.8,False,0.767,0
scenario29,1,40,40,0,60,30,0,40,40,0.4,False,1.491,0
scenario30,0,0,80,40,0,-90,60,80,20,0.6,False,1.417,0
scenario31,0,60,60,80,80,-30,100,40,20,0.8,False,0.803,0
scenario32,0,0,0,100,100,-30,80,40,0,0.2,False,1.38,0
scenario33,1,80,60,20,100,-60,80,60,60,0.4,False,0.989,0
scenario34,0,80,0,0,0,-90,0,100,80,0.4,False,1.547,0
scenario35,0,40,20,40,40,30,60,60,0,0.4,False,1.374,0
scenario36,1,100,80,0,0,30,60,0,60,1.0,False,1.812,0
scenario37,0,60,40,60,100,-90,40,100,100,0.2,False,1.381,0
scenario38,0,0,0,80,0,-30,20,80,0,0.8,False,1.534,0
scenario39,0,80,80,100,80,60,80,20,0,0.8,False,1.339,0
scenario40,1,40,40,80,40,60,100,100,40,0.8,False,1.289,0
scenario41,0,100,60,80,40,-60,100,40,0,1.0,False,1.337,0
scenario42,1,100,100,60,60,60,40,20,40,0.6,False,1.82,0
scenario43,1,80,0,40,0,-60,40,40,100,0.2,False,0.914,0
scenario44,0,80,60,0,20,-90,60,0,100,0.8,False,0.836,0
scenario45,0,100,40,40,80,-60,100,100,80,0.2,False,1.846,0
scenario46,1,40,40,100,20,-60,40,0,40,0.1,False,0.9,0
scenario47,0,60,80,60,100,90,20,20,100,0.2,False,1.732,0
scenario48,0,100,0,100,60,30,100,0,60,1.0,False,1.373,0
scenario49,1,60,60,60,60,90,100,0,20,1.0,False,1.946,0
scenario50,1,60,40,0,40,90,20,60,0,1.0,False,2.077,0
scenario51,1,40,40,80,80,60,0,100,100,0.8,False,1.128,0
scenario52,1,40,100,100,0,-60,0,40,80,1.0,False,0.964,0
scenario53,1,20,100,80,100,90,40,40,20,0.1,False,0.823,0
scenario54,1,100,100,40,80,-90,100,100,20,0.4,False,1.13,0
scenario55,1,60,20,60,60,60,20,0,80,0.4,False,0.976,0
scenario56,0,80,60,40,100,30,40,0,0,0.6,False,1.349,0
scenario57,0,20,20,0,40,-30,60,40,40,0.8,False,1.134,0
scenario58,0,80,40,60,80,-30,100,0,100,0.4,False,0.742,0
scenario59,0,100,40,20,60,-60,20,0,20,0.1,False,1.392,0
scenario60,0,60,20,20,100,-90,40,80,20,0.2,False,1.374,0
scenario61,1,20,20,0,0,60,40,20,40,0.4,False,0.808,0
scenario62,0,80,60,0,80,60,100,0,20,0.8,False,1.342,0
scenario63,1,20,40,40,60,-30,20,60,80,0.1,False,1.84,0
scenario64,1,100,40,40,0,0,40,60,20,0.2,False,2.02,0
scenario65,0,20,20,20,20,0,100,60,80,0.8,False,1.398,0
scenario66,0,40,60,80,40,30,0,40,40,0.6,False,1.109,0
scenario67,1,100,60,20,20,-30,0,20,0,0.2,False,2.283,0
scenario68,0,80,0,60,40,90,100,20,40,1.0,False,1.36,0
scenario69,1,20,0,80,100,-60,40,60,20,0.8,False,1.471,0
scenario70,1,40,40,20,0,0,60,40,60,0.1,False,0.758,0
scenario71,1,0,20,0,0,60,100,40,100,0.2,False,1.83,0
scenario72,1,60,40,40,40,60,80,100,100,0.1,False,0.778,0
scenario73,1,0,0,80,60,-60,80,0,80,0.2,False,0.944,0
scenario74,0,80,80,60,40,0,80,40,80,0.4,False,1.33,0
scenario75,0,20,80,40,20,30,80,40,60,1.0,False,1.387,0
scenario76,0,100,80,20,20,60,80,80,60,1.0,False,1.428,0
scenario77,0,20,20,80,0,60,40,80,100,0.2,False,1.35,0
scenario78,0,80,0,40,80,30,0,20,80,0.6,False,1.331,0
scenario79,1,40,20,20,20,90,80,60,40,0.4,False,1.533,0
scenario80,0,40,60,80,0,90,80,100,60,0.6,False,1.519,0
scenario81,1,0,60,60,60,-90,60,100,100,0.4,False,0.79,0
scenario82,1,80,0,100,100,-30,40,60,40,0.1,False,0.753,0
scenario83,1,0,40,40,60,0,100,20,20,0.8,False,0.83,0
scenario84,0,40,20,0,60,30,40,100,20,0.6,False,1.348,0
scenario85,0,60,20,100,20,30,40,0,100,0.4,False,0.983,0
scenario86,0,60,20,100,20,-90,0,0,40,0.6,False,1.386,0
scenario87,1,40,60,40,40,90,60,20,0,1.0,False,1.795,0
scenario88,1,20,80,40,0,-60,0,80,60,0.1,False,0.764,0
scenario89,0,60,0,0,80,-30,0,80,20,0.1,False,1.409,0
scenario90,1,100,100,40,80,-90,20,20,100,0.1,False,0.957,0
scenario91,0,0,20,60,40,-30,100,100,20,0.2,False,1.415,0
scenario92,1,20,80,40,60,-90,40,20,100,0.8,False,1.624,0
scenario93,1,40,100,80,40,-30,0,20,60,0.6,False,0.739,0
scenario94,0,80,100,60,20,30,20,0,100,0.2,False,0.993,0
scenario95,0,40,80,100,20,30,0,20,80,1.0,False,1.092,0
scenario96,1,60,20,100,40,60,20,60,0,0.2,False,1.776,0
scenario97,0,60,40,20,40,0,20,80,20,0.6,False,1.422,0
scenario98,1,100,80,20,0,30,20,60,0,0.6,False,0.743,0
scenario99,0,80,0,0,80,60,60,80,40,0.2,False,1.385,0
scenario100,1,60,40,60,40,-30,0,100,0,1.0,False,1.501,0
scenario101,0,40,100,80,100,0,80,80,80,0.2,False,1.383,0
scenario102,0,100,100,0,80,-90,100,20,60,1.0,False,0.498,1
scenario103,1,20,100,100,100,60,40,100,80,0.2,False,1.695,0
scenario104,0,60,20,0,0,-30,80,40,80,0.1,False,1.088,0
scenario105,1,80,40,80,100,-90,60,20,0,0.8,False,1.776,0
scenario106,1,40,100,80,100,30,20,80,40,0.4,False,0.599,0
scenario107,1,100,80,40,40,-60,80,20,0,0.4,False,1.922,0
scenario108,0,20,0,0,100,90,40,40,60,0.2,False,1.449,0
scenario109,1,0,40,100,100,-60,60,80,0,1.0,False,0.867,0
scenario110,1,60,60,60,20,-30,0,20,20,0.8,False,3.166,0
scenario111,0,100,100,100,100,-60,0,40,80,0.8,False,1.531,0
scenario112,1,20,20,60,60,-90,60,0,100,0.2,False,0.775,0
scenario113,1,100,100,80,60,-30,60,0,40,0.4,False,0.864,0
scenario114,0,40,0,20,60,30,0,100,40,0.6,False,1.434,0
scenario115,0,20,80,60,20,90,100,80,60,1.0,False,1.533,0
scenario116,0,80,80,80,60,-90,80,0,100,0.8,False,0.845,0
scenario117,1,0,40,80,0,-30,80,100,40,0.1,False,0.876,0
scenario118,0,100,80,20,60,30,60,80,0,0.8,False,1.454,0
scenario119,1,20,60,100,0,60,100,80,0,0.2,False,1.843,0
scenario120,0,40,40,60,0,-90,100,100,100,0.8,False,2.034,0
scenario121,1,0,0,20,60,90,80,80,40,0.2,False,1.497,0
scenario122,0,40,20,80,80,-60,20,0,80,0.6,False,0.976,0
scenario123,1,0,60,100,40,0,60,40,20,1.0,False,1.632,0
scenario124,1,20,20,0,80,-60,20,100,60,1.0,False,0.715,0
scenario125,0,80,80,100,80,30,60,0,0,1.0,False,1.146,0
scenario126,1,40,0,0,80,30,40,20,60,0.1,False,1.656,0
scenario127,0,80,40,40,0,-60,0,40,60,0.6,False,1.567,0
scenario128,0,80,80,0,60,0,0,20,100,0.1,False,1.713,0
scenario129,1,60,60,0,40,-90,60,0,20,0.1,False,1.379,0
scenario130,0,0,60,80,80,60,20,20,0,0.6,False,1.394,0
scenario131,0,100,0,40,80,60,100,80,80,0.2,False,1.448,0
scenario132,0,100,60,80,40,-90,60,60,80,0.1,False,1.005,0
scenario133,1,0,100,20,100,0,20,20,80,0.6,False,0.953,0
scenario134,1,60,20,100,100,-90,60,20,60,0.1,False,1.792,0
scenario135,0,40,100,80,80,-90,40,40,40,1.0,False,0.832,0
scenario136,1,60,40,80,40,30,100,100,40,0.2,False,1.577,0
scenario137,1,20,80,60,80,-30,0,80,100,0.2,False,0.88,0
scenario138,1,0,100,40,20,30,80,60,60,0.4,False,0.838,0
scenario139,0,20,100,20,80,0,20,80,0,1.0,False,1.375,0
scenario140,0,0,0,40,20,60,80,60,20,0.6,False,1.438,0
scenario141,0,0,0,80,80,90,40,100,80,0.6,False,1.393,0
scenario142,0,0,40,0,40,90,100,0,0,0.4,False,1.334,0
scenario143,1,40,0,0,100,90,100,0,100,0.6,False,0.859,0
scenario144,1,60,60,60,0,60,0,40,80,0.2,False,0.784,0
scenario145,1,0,80,40,100,60,0,80,100,1.0,False,1.861,0
scenario146,0,60,100,60,0,30,100,80,60,0.2,False,0.94,0
scenario147,0,60,20,60,100,60,0,100,40,1.0,False,1.369,0
scenario148,1,80,100,40,20,-30,60,80,80,0.8,False,1.0,0
scenario149,1,0,60,0,20,-30,40,40,60,0.4,False,0.947,0
scenario150,0,40,20,0,60,90,60,60,40,0.4,False,1.453,0
scenario151,1,40,0,20,40,60,40,60,40,0.6,False,2.061,0
scenario152,1,80,100,0,20,90,0,60,100,0.2,False,0.75,0
scenario153,0,100,40,0,40,0,20,20,20,0.8,False,1.395,0
scenario154,0,60,80,20,40,0,0,0,60,0.1,False,1.709,0
scenario155,1,0,60,20,100,30,60,100,60,0.1,False,1.789,0
scenario156,1,60,80,100,20,90,20,60,40,0.8,False,0.805,0
scenario157,0,20,80,20,80,-30,40,60,0,0.6,False,1.385,0
scenario158,0,0,80,100,20,0,0,0,80,0.6,False,1.468,0
scenario159,0,40,60,60,100,60,20,80,40,0.4,False,1.393,0
scenario160,1,100,0,0,80,90,60,20,0,0.1,False,2.016,0
scenario161,0,20,20,40,0,0,60,0,80,0.2,False,1.404,0
scenario162,1,80,60,20,20,30,80,100,60,0.6,False,1.333,0
scenario163,0,0,60,100,0,-30,80,20,60,0.1,False,0.788,0
scenario164,1,40,80,80,100,90,20,40,0,1.0,False,1.512,0
scenario165,1,100,40,60,0,60,80,0,100,0.8,False,0.845,0
scenario166,0,20,20,40,0,-30,100,60,20,0.4,False,1.403,0
scenario167,1,60,100,60,100,60,100,20,100,0.1,False,2.322,0
scenario168,0,100,100,100,80,30,20,0,40,0.2,False,1.704,0
scenario169,0,100,60,100,20,60,80,100,40,0.6,False,1.368,0
scenario170,0,40,40,0,40,0,0,0,0,1.0,False,1.424,0
scenario171,1,40,20,40,40,0,20,80,20,0.6,False,1.716,0
scenario172,0,0,80,40,0,-60,100,0,80,1.0,False,0.701,0
scenario173,1,0,20,0,80,0,0,60,100,0.8,False,2.059,0
scenario174,1,60,40,40,20,-30,100,60,20,0.4,False,0.882,0
scenario175,1,80,80,0,40,-90,40,0,20,0.8,False,0.843,0
scenario176,0,20,0,20,100,0,80,100,60,0.1,False,1.538,0
scenario177,0,100,0,60,20,-30,40,80,40,0.4,False,1.629,0
scenario178,1,80,100,100,80,90,40,80,40,0.2,False,1.522,0
scenario179,0,100,40,80,60,0,100,80,80,0.1,False,1.328,0
scenario180,0,80,40,80,0,-90,0,80,0,0.1,False,1.399,0
scenario181,1,80,40,20,40,-90,80,60,0,0.2,False,1.748,0
scenario182,1,80,20,0,0,-30,100,20,80,0.8,False,0.756,0
scenario183,0,0,60,80,80,-60,40,0,100,0.8,False,1.224,0
