Row,direction,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario1,-0.999228097144719,1.25844953857341,0.84767480013912,0.410859235061009,-1.73095463551714,0.572518569356594,-1.72851138917782,-1.74096954407846,1.25236549085501,0.340047317106094
scenario2,-0.999228097144719,1.25844953857341,1.23922413643247,-0.709826681622733,-0.700556173534148,-0.84622789320156,-0.701261498196388,-0.0966813025525197,0.424983555487914,-0.289311067019429
scenario3,0.999228097144718,-1.73868546696707,-0.687684102931954,-0.093521949521416,-0.0851774726612557,-1.80697426782811,0.854868408564361,-0.717018603947215,-0.071717367073518,0.340047317106094
scenario4,0.999228097144718,-0.706568417313847,-1.7200981737576,1.25487136984101,1.26118981273309,0.171372154761591,0.854868408564361,-0.0966813025525197,-1.71809220614968,0.903964032639826
scenario5,-0.999228097144719,-0.0901633346218203,-1.7200981737576,1.25487136984101,-0.700556173534148,-0.84622789320156,0.41432121182175,-0.717018603947215,0.424983555487914,0.340047317106094
scenario6,0.999228097144718,0.856934506700651,1.23922413643247,1.25487136984101,0.418445851882743,-0.2861517916874,1.25449001432824,-1.74096954407846,-0.681793350624544,-1.40191514391588
scenario7,-0.999228097144719,-0.706568417313847,0.84767480013912,-0.709826681622733,-0.700556173534148,1.27265233206666,0.41432121182175,-1.74096954407846,0.859342826258885,-1.40191514391588
scenario8,0.999228097144718,-0.706568417313847,-1.7200981737576,0.853421704513336,0.860343347263162,-1.80697426782811,0.854868408564361,0.862921249020358,-1.71809220614968,-0.289311067019429
scenario9,0.999228097144718,0.414299976459364,-0.0798951178020825,-1.74177570288274,-0.0851774726612557,0.171372154761591,-0.701261498196388,0.862921249020358,0.424983555487914,1.41585926110485
scenario10,-0.999228097144719,0.856934506700651,0.84767480013912,0.410859235061009,0.860343347263162,-1.80697426782811,-0.0877631995213156,0.413638676658313,-0.071717367073518,-1.40191514391588
scenario11,-0.999228097144719,0.414299976459364,-0.687684102931954,-0.093521949521416,1.26118981273309,-1.80697426782811,-0.701261498196388,-0.0966813025525197,0.859342826258885,-1.00379819838919
scenario12,0.999228097144718,-1.73868546696707,1.23922413643247,0.853421704513336,0.418445851882743,0.572518569356594,1.25449001432824,1.27148891596308,-0.681793350624544,1.41585926110485
scenario13,0.999228097144718,1.25844953857341,-0.687684102931954,-1.74177570288274,-0.700556173534148,0.171372154761591,-0.0877631995213156,1.27148891596308,1.25236549085501,-1.40191514391588
scenario14,-0.999228097144719,-0.706568417313847,-1.7200981737576,-0.709826681622733,1.26118981273309,1.27265233206666,-0.701261498196388,0.413638676658313,0.859342826258885,-0.289311067019429
scenario15,0.999228097144718,-0.706568417313847,0.414943816652439,-0.709826681622733,-0.700556173534148,-0.2861517916874,-1.72851138917782,0.413638676658313,-0.071717367073518,-1.40191514391588
