Instances,PathInteraction,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
scenario37,c1,base,right,left,right,60,100,20,60,60,20,40,0.2,True,0.0,1
scenario38,c2,base,left,right,base,0,80,80,80,60,0,20,1.0,False,1.992,0
scenario39,c4,right,base,left,base,80,80,20,60,60,20,20,0.4,False,4386.981,0
scenario40,c2,base,left,right,base,0,100,0,60,40,0,40,1.0,False,1.609,0
scenario41,c4,right,base,left,base,100,40,0,0,40,40,20,1.0,False,3879.034,0
scenario42,c2,right,base,base,left,0,100,80,80,60,20,40,1.0,False,2.389,0
scenario43,c2,right,left,base,left,40,100,100,80,60,0,20,1.0,False,3.635,0
scenario44,c4,right,base,left,base,40,80,100,80,60,20,0,1.0,False,47.443,0
scenario45,c1,left,right,base,right,20,100,80,60,80,0,0,1.0,False,23.65,0
scenario46,c4,right,base,left,right,80,60,40,80,40,0,20,1.0,True,0.0,1
scenario47,c4,left,base,right,base,0,80,100,80,0,20,0,0.8,True,0.0,1
scenario48,c1,left,right,base,right,80,100,0,60,80,20,40,0.4,False,67.978,0
scenario49,c1,base,right,left,right,60,100,20,60,60,20,40,0.2,False,4.077,0
scenario50,c4,right,base,left,base,40,60,100,80,80,20,0,0.8,False,7356.366,0
scenario51,c4,right,base,left,base,100,60,0,0,20,60,0,1.0,False,35.105,0
scenario52,c2,right,base,base,left,20,100,0,60,20,0,60,0.8,False,3.703,0
scenario53,c1,left,right,base,right,0,80,100,40,80,0,40,0.2,False,25.899,0
scenario54,c4,right,base,left,base,0,100,0,80,60,40,20,0.4,False,21.226,0
scenario55,c2,base,left,right,left,100,40,0,0,40,40,0,0.8,False,4.433,0
scenario56,c1,left,right,base,right,80,40,20,60,80,100,40,0.4,False,8.513,0
scenario57,c2,right,base,base,left,20,100,0,60,60,0,20,1.0,False,2.591,0
scenario58,c4,right,base,left,base,80,100,20,80,100,0,20,0.2,False,2.635,0
scenario59,c2,base,left,right,base,0,100,60,80,60,20,40,1.0,False,1.638,0
scenario60,c4,left,right,right,base,100,60,0,40,40,20,40,0.4,True,0.0,1
scenario61,c1,base,left,left,right,0,60,40,0,0,60,80,0.8,False,4.746,0
scenario62,c2,base,left,right,left,0,20,20,40,80,40,100,0.2,False,3.533,0
scenario63,c1,left,right,base,left,60,0,80,60,0,0,40,1.0,False,16.671,0
scenario64,c2,right,left,base,left,0,0,100,20,20,0,40,0.6,False,8.278,0
scenario65,c4,right,base,left,base,40,60,0,40,40,80,60,0.2,False,4948.445,0
scenario66,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,False,4791.033,0
scenario67,c4,right,base,left,base,80,100,60,40,80,0,100,0.2,False,27.171,0
scenario68,c4,left,right,right,base,60,100,40,20,40,40,80,0.6,False,2.589,0
scenario69,c1,base,right,left,right,60,80,40,0,20,80,0,1.0,False,9.148,0
scenario70,c2,right,left,base,left,40,20,60,80,80,100,0,1.0,False,3.71,0
scenario71,c2,base,left,right,base,100,100,20,80,60,20,20,0.8,False,1.958,0
scenario72,c2,base,left,right,base,60,0,0,20,60,20,0,0.4,False,2.027,0
scenario73,c2,base,left,right,base,100,100,20,80,60,20,20,0.8,False,1.663,0
scenario74,c1,base,right,left,right,0,100,20,100,60,0,20,1.0,False,3.387,0
scenario75,c1,left,right,base,right,40,100,0,80,20,20,20,0.1,False,14.259,0
scenario76,c4,right,base,left,base,80,100,20,80,80,40,20,0.8,False,2.597,0
scenario77,c2,right,left,base,left,100,20,0,80,60,20,20,0.6,False,2.891,0
scenario78,c4,right,base,left,base,80,100,40,100,60,80,40,1.0,False,4628.417,0
scenario79,c4,right,base,left,right,80,100,100,60,60,20,20,1.0,False,1.19,0
scenario80,c2,right,base,base,left,80,100,20,60,80,20,20,0.8,False,2.333,0
scenario81,c2,right,left,base,left,80,100,0,60,60,0,20,0.1,False,3.698,0
scenario82,c4,right,base,left,right,80,100,20,60,40,80,20,0.8,False,3586.518,0
scenario83,c2,base,left,right,base,80,100,0,80,80,40,20,0.6,False,1.833,0
scenario84,c2,base,left,right,base,100,100,0,80,40,100,40,0.8,False,9.98,0
scenario85,c4,right,base,left,right,80,100,100,60,60,20,20,1.0,False,1.313,0
scenario86,c1,base,left,left,right,100,80,0,40,20,100,20,0.8,False,2.719,0
scenario87,c2,right,left,base,left,100,40,40,80,40,20,20,0.8,False,2.725,0
scenario88,c2,right,left,base,left,100,20,100,80,0,40,0,0.4,False,3.205,0
scenario89,c1,left,right,base,left,80,100,20,80,60,20,40,1.0,False,4.705,0
scenario90,c2,base,left,right,base,20,100,0,0,40,40,0,0.1,False,1.595,0
scenario91,c4,right,base,left,right,80,100,0,40,60,100,40,0.8,False,4734.808,0
scenario92,c1,left,right,base,right,40,80,20,80,0,0,0,0.1,False,8.516,0
scenario93,c4,right,base,left,right,80,80,40,60,40,60,20,1.0,False,1.083,0
scenario94,c1,base,right,left,right,0,80,40,80,40,0,20,1.0,False,2.863,0
scenario95,c1,left,right,base,left,0,40,40,60,80,40,20,0.8,False,5.047,0
scenario96,c1,left,right,base,left,80,100,20,80,60,20,20,0.2,False,6.321,0
scenario97,c4,right,base,left,right,80,80,40,60,40,60,20,1.0,True,0.0,1
scenario98,c1,base,left,left,right,60,100,20,60,60,60,20,0.2,False,3.194,0
scenario99,c1,left,right,base,right,60,100,0,60,60,100,20,1.0,False,10.414,0
scenario100,c4,left,right,right,base,80,100,20,100,60,20,0,0.2,False,4.925,0
scenario101,c4,left,right,right,base,20,80,20,60,80,40,20,1.0,False,4.535,0
scenario102,c4,right,base,left,base,20,80,40,80,40,0,0,1.0,False,5.155,0
scenario103,c4,right,base,left,right,80,100,0,60,60,100,40,0.8,False,4573.072,0
scenario104,c4,left,base,right,base,100,80,0,0,0,0,20,0.2,False,5.47,0
scenario105,c1,left,right,base,left,80,100,0,80,60,40,40,0.2,False,4.569,0
scenario106,c2,right,left,base,left,40,100,40,80,60,20,20,0.4,False,3.273,0
scenario107,c2,right,left,base,left,40,20,100,80,0,40,0,0.6,False,4.689,0
scenario108,c1,left,right,base,right,100,100,0,60,80,20,0,0.4,False,9.027,0
scenario109,c4,right,base,left,right,80,80,40,60,40,60,20,1.0,True,0.0,1
scenario110,c4,right,base,left,right,60,100,20,100,60,20,40,0.2,True,0.0,1
scenario111,c4,left,base,right,base,80,100,40,100,0,20,0,0.2,False,3.775,0
scenario112,c2,right,base,base,left,60,100,20,80,80,20,20,0.6,False,2.964,0
scenario113,c4,left,base,right,base,100,60,0,0,20,0,20,0.1,False,2.443,0
scenario114,c4,left,right,right,base,20,100,20,60,60,60,0,1.0,False,3.566,0
scenario115,c4,left,base,right,base,100,100,0,100,40,20,20,0.8,False,2.963,0
scenario116,c1,left,right,base,right,0,80,100,40,80,0,0,0.2,False,8.185,0
scenario117,c1,left,right,base,right,0,100,0,80,60,100,20,1.0,False,10.357,0
scenario118,c2,base,left,right,left,40,80,20,40,40,40,0,0.8,False,3.747,0
scenario119,c1,left,right,base,right,100,40,20,60,80,100,0,0.4,False,9.578,0
scenario120,c4,left,base,right,base,100,100,20,100,80,20,0,0.2,False,2.79,0
scenario121,c4,right,base,left,right,80,80,40,60,40,60,20,1.0,False,1.19,0
scenario122,c4,left,base,right,base,80,100,40,100,100,0,0,0.1,False,1.849,0
scenario123,c2,base,left,right,base,0,100,0,60,60,60,0,1.0,False,1.736,0
scenario124,c4,left,right,right,base,100,80,20,80,0,20,40,0.4,False,3.956,0
scenario125,c1,left,right,base,right,80,100,20,100,0,20,100,0.1,False,9.325,0
scenario126,c4,right,base,left,right,100,40,0,20,0,0,0,0.1,False,8537.914,0
scenario127,c4,left,base,right,base,80,100,20,80,80,20,20,0.2,False,4.965,0
scenario128,c2,right,base,base,left,60,0,40,80,80,20,40,0.4,False,2.694,0
scenario129,c4,left,base,right,base,80,100,40,80,0,40,60,0.1,True,0.0,1
scenario130,c1,left,right,base,right,0,60,80,40,0,0,0,0.1,False,29.899,0
scenario131,c4,right,base,left,right,80,80,0,100,60,20,60,0.6,True,0.0,1
scenario132,c2,right,left,base,left,40,100,0,40,40,20,0,0.8,False,2.082,0
scenario133,c2,base,left,right,base,100,100,20,80,60,20,20,0.8,False,1.948,0
scenario134,c4,right,base,left,right,100,80,20,60,40,60,20,0.8,False,3676.312,0
scenario135,c2,base,left,right,base,40,0,80,20,60,40,0,0.2,False,1.521,0
scenario136,c2,right,base,base,left,60,0,0,20,20,20,0,0.4,False,5.892,0
scenario137,c2,right,left,base,left,0,0,100,20,0,0,40,1.0,False,6.897,0
scenario138,c4,right,base,left,right,80,80,40,60,40,60,20,0.6,False,1.249,0
scenario139,c4,left,right,right,base,60,100,40,20,40,60,60,0.8,True,0.0,1
scenario140,c2,base,left,right,base,40,0,0,20,60,20,20,0.2,False,2.322,0
scenario141,c4,right,base,left,right,80,80,60,20,40,60,40,1.0,False,1.168,0
scenario142,c2,base,left,right,base,0,20,20,40,80,40,100,0.1,False,1.915,0
scenario143,c2,base,left,right,left,60,0,0,20,60,20,0,0.4,False,2.847,0
scenario144,c2,base,left,right,base,60,0,0,20,60,20,0,0.6,False,2.068,0
scenario145,c4,right,base,left,right,80,80,60,20,40,60,40,1.0,True,0.0,1
scenario146,c2,base,left,right,left,80,20,60,20,60,60,80,0.8,False,4.125,0
scenario147,c1,left,right,base,left,80,80,100,20,20,40,60,1.0,False,5.723,0
scenario148,c4,left,right,right,base,80,100,60,80,40,60,80,0.2,False,4.781,0
scenario149,c4,left,right,right,base,100,80,20,80,60,40,60,1.0,True,0.0,1
scenario150,c2,base,left,right,base,100,100,80,40,60,80,20,0.4,False,2.058,0
scenario151,c4,right,base,left,base,60,80,20,20,20,60,20,0.8,False,15.969,0
scenario152,c1,base,left,left,right,60,80,80,20,20,60,40,1.0,False,2.869,0
scenario153,c2,base,left,right,left,80,60,80,0,20,60,60,1.0,False,5.226,0
scenario154,c4,right,base,left,right,80,80,80,40,60,80,40,1.0,False,4462.168,0
scenario155,c4,left,base,right,base,80,80,60,20,40,60,40,1.0,False,1.669,0
scenario156,c4,left,base,right,base,80,100,80,0,40,60,40,1.0,False,4.048,0
scenario157,c4,right,base,left,right,80,80,60,20,40,60,40,1.0,True,0.0,1
scenario158,c2,base,left,right,left,60,60,60,0,0,80,60,1.0,False,4.377,0
scenario159,c4,left,base,right,base,100,100,100,40,60,100,20,1.0,False,1.638,0
scenario160,c1,base,right,left,right,40,100,20,100,40,80,20,0.6,False,4.759,0
scenario161,c4,left,right,right,base,80,60,60,0,20,60,20,0.1,False,4.209,0
scenario162,c1,left,right,base,right,100,80,80,20,40,100,20,0.2,False,8.18,0
scenario163,c1,base,left,left,right,60,40,60,20,80,20,100,0.8,False,2.543,0
scenario164,c2,base,left,right,left,60,80,40,20,40,80,60,1.0,False,11.847,0
scenario165,c4,right,base,left,base,100,0,80,40,40,80,40,0.8,False,185.069,0
scenario166,c1,left,right,base,right,60,100,60,40,40,60,40,1.0,False,27.567,0
scenario167,c1,base,left,left,right,20,80,100,20,20,40,40,0.8,False,2.838,0
scenario168,c2,base,left,right,left,60,80,80,40,20,60,20,1.0,False,3.681,0
scenario169,c4,right,base,left,right,80,80,60,20,40,60,40,1.0,False,1.346,0
scenario170,c1,left,right,base,right,60,100,80,60,40,60,40,1.0,False,7.879,0
scenario171,c1,left,right,base,right,100,100,100,40,40,100,20,1.0,False,8.843,0
scenario172,c2,base,left,right,left,80,80,80,60,20,100,20,0.6,False,261.68,0
scenario173,c4,right,base,left,right,80,60,60,0,0,60,20,0.2,False,2889.667,0
scenario174,c1,left,right,base,left,100,0,0,20,60,60,40,0.8,False,4.796,0
scenario175,c1,base,right,left,right,20,80,80,20,0,40,20,1.0,False,2.546,0
scenario176,c2,right,left,base,left,60,40,40,0,40,100,40,1.0,False,4.549,0
scenario177,c1,left,right,base,right,100,100,100,40,80,100,0,1.0,False,8.753,0
scenario178,c1,base,right,left,right,40,60,60,20,80,60,20,0.8,True,0.0,1
scenario179,c1,left,right,base,left,40,80,80,20,60,60,20,0.8,False,6.049,0
scenario180,c2,base,left,right,left,100,0,60,20,0,80,40,0.8,False,6.402,0
scenario181,c1,base,right,left,right,40,60,60,20,80,60,20,0.8,False,2.751,0
scenario182,c1,left,right,base,left,60,60,20,0,20,60,60,0.8,False,16.675,0
scenario183,c4,right,base,left,base,20,80,100,40,0,60,0,0.6,False,32.869,0
scenario184,c4,right,base,left,base,40,40,60,60,60,80,20,1.0,False,13.735,0
scenario185,c2,right,left,base,left,40,80,100,80,40,80,0,1.0,False,3.429,0
scenario186,c2,right,left,base,left,100,100,60,20,40,80,20,1.0,False,3.357,0
scenario187,c4,left,right,right,base,40,0,60,0,0,60,40,0.8,False,3.277,0
scenario188,c4,left,base,right,base,80,0,80,20,80,40,80,0.8,False,5.642,0
scenario189,c2,base,left,right,left,40,80,60,20,100,40,20,0.8,False,2.543,0
scenario190,c1,base,right,left,right,20,60,80,20,60,60,20,1.0,False,5.115,0
scenario191,c1,base,left,left,right,100,20,0,0,40,80,100,0.8,False,2.972,0
scenario192,c1,base,right,left,right,60,80,60,80,20,80,20,1.0,False,12.235,0
scenario193,c2,base,left,right,left,40,80,60,20,100,40,20,0.8,False,2.861,0
scenario194,c4,left,right,right,base,100,40,60,0,40,80,20,0.6,False,4.716,0
scenario195,c1,base,right,left,right,80,40,0,0,60,100,100,0.4,False,6.298,0
scenario196,c1,left,right,base,left,20,0,60,40,20,40,100,0.8,False,5.885,0
scenario197,c4,right,base,left,right,80,40,80,0,60,40,80,0.8,False,1.295,0
scenario198,c1,left,right,base,right,40,100,100,80,40,60,0,1.0,False,9.521,0
scenario199,c1,base,right,left,right,40,40,60,40,100,60,0,1.0,True,0.0,1
scenario200,c4,left,right,right,base,60,80,100,80,80,80,0,1.0,True,0.0,1
scenario201,c2,right,left,base,left,60,40,0,100,40,60,80,0.2,False,2.049,0
scenario202,c4,left,right,right,base,100,0,80,20,100,60,80,0.8,False,4.454,0
scenario203,c4,right,base,left,right,60,20,60,0,100,60,80,1.0,False,1.283,0
scenario204,c1,base,left,left,right,100,20,20,100,20,40,100,0.8,False,4.742,0
scenario205,c4,left,right,right,base,60,100,40,20,40,60,60,0.8,False,1.929,0
scenario206,c4,right,base,left,right,80,100,60,0,40,60,40,1.0,False,1.246,0
scenario207,c2,base,left,right,base,0,20,40,20,80,20,100,0.1,False,2.23,0
scenario208,c2,right,base,base,left,20,0,80,20,40,0,20,0.6,False,2.222,0
scenario209,c4,right,base,left,right,80,80,40,20,20,40,0,0.1,False,1.285,0
scenario210,c2,base,left,right,left,40,0,80,20,60,40,0,0.2,False,11.374,0
scenario211,c2,base,left,right,base,20,0,80,20,60,20,20,0.2,False,1.614,0
scenario212,c4,right,base,left,right,80,80,40,40,20,60,20,0.8,False,1.274,0
scenario213,c4,left,right,right,base,60,100,40,20,20,60,60,0.8,False,4.468,0
scenario214,c2,base,left,right,base,60,0,0,20,60,20,20,0.2,False,2.091,0
scenario215,c2,base,left,right,base,20,0,0,40,60,20,20,0.6,False,2.033,0
scenario216,c2,base,left,right,base,60,0,0,20,60,20,0,0.6,False,2.056,0
scenario217,c4,right,base,left,right,80,100,60,0,40,60,40,1.0,True,0.0,1
scenario218,c2,base,left,right,left,60,100,40,20,60,60,60,1.0,False,4.593,0
scenario219,c4,right,base,left,right,80,80,80,0,40,60,60,0.8,False,1.498,0
scenario220,c1,base,left,left,right,80,100,40,0,60,60,0,1.0,False,2.445,0
scenario221,c4,right,base,left,base,60,40,60,0,60,60,100,1.0,False,229.519,0
scenario222,c4,right,base,left,right,100,100,0,0,20,20,60,1.0,True,0.0,1
scenario223,c2,base,left,right,base,80,100,60,0,100,60,40,0.2,False,1.647,0
scenario224,c2,base,left,right,left,80,80,40,20,60,60,40,1.0,False,6.793,0
scenario225,c4,right,base,left,right,60,80,60,0,40,60,40,1.0,True,0.0,1
scenario226,c1,base,left,left,right,100,100,60,20,20,40,60,1.0,False,2.597,0
scenario227,c1,left,right,base,left,100,100,40,100,60,60,60,0.8,False,6.082,0
scenario228,c4,right,base,left,right,80,100,40,20,80,80,40,1.0,False,1.496,0
scenario229,c4,right,base,left,right,80,100,60,0,40,60,40,1.0,True,0.0,1
scenario230,c4,left,right,right,base,100,100,0,0,40,0,0,1.0,True,0.0,1
scenario231,c4,right,base,left,right,40,0,40,100,60,60,80,0.1,True,0.0,1
scenario232,c2,base,left,right,base,100,100,60,0,100,80,80,0.2,False,2.136,0
scenario233,c4,right,base,left,base,100,100,40,20,40,100,0,0.8,False,11.264,0
scenario234,c1,left,right,base,left,40,80,60,20,60,80,20,1.0,False,6.185,0
scenario235,c4,right,base,left,right,40,100,40,0,40,60,20,1.0,False,1.082,0
scenario236,c2,right,left,base,left,80,100,40,20,20,40,60,1.0,False,3.168,0
scenario237,c2,base,left,right,left,60,80,100,0,20,40,60,0.8,False,3.773,0
scenario238,c1,base,left,left,right,80,40,80,40,40,40,40,0.8,False,2.32,0
scenario239,c1,left,right,base,left,80,100,20,100,60,60,60,1.0,False,6.353,0
scenario240,c1,base,left,left,right,100,20,0,20,20,20,60,0.6,False,2.401,0
scenario241,c4,right,base,left,right,80,100,60,0,40,60,40,1.0,False,1.205,0
scenario242,c1,left,right,base,left,20,60,40,40,80,100,40,1.0,False,6.242,0
scenario243,c4,left,right,right,base,60,100,20,40,20,40,80,1.0,False,3.556,0
scenario244,c2,base,left,right,base,100,80,40,20,100,60,80,0.2,False,1.58,0
scenario245,c4,right,base,left,right,60,40,60,20,20,40,40,0.8,False,1.359,0
scenario246,c2,base,left,right,base,20,0,60,60,60,60,100,0.1,False,2.118,0
scenario247,c4,right,base,left,base,100,100,20,20,20,80,0,1.0,False,268.074,0
scenario248,c1,base,left,left,right,40,100,40,0,60,60,40,1.0,False,2.635,0
scenario249,c2,right,left,base,left,80,80,40,40,20,40,60,0.8,False,2.957,0
scenario250,c1,base,right,left,right,60,80,100,0,20,20,60,0.8,False,7.157,0
scenario251,c4,right,base,left,right,80,40,80,40,40,40,60,0.8,False,5.728,0
scenario252,c4,left,right,right,base,20,0,80,100,60,80,60,0.2,False,4.443,0
scenario253,c4,right,base,left,right,80,100,60,0,40,60,40,1.0,False,1.159,0
scenario254,c2,base,left,right,base,20,0,60,80,60,40,60,0.6,False,1.639,0
scenario255,c1,base,left,left,right,0,100,60,60,100,100,60,1.0,False,3.621,0
scenario256,c2,base,left,right,base,40,100,0,60,20,40,100,1.0,False,13.72,0
scenario257,c4,left,base,right,base,80,40,80,60,20,20,60,0.4,True,0.0,1
scenario258,c2,base,left,right,left,80,80,60,100,20,60,40,0.8,False,18.621,0
scenario259,c1,left,right,base,right,40,100,100,20,0,40,40,0.8,False,7.611,0
scenario260,c4,right,base,left,base,80,100,40,40,20,60,0,1.0,False,79.66,0
scenario261,c1,left,right,base,right,40,60,100,0,20,20,60,1.0,False,8.636,0
scenario262,c4,left,right,right,base,80,80,40,0,100,60,60,0.2,False,4.503,0
scenario263,c4,right,base,left,base,60,60,100,0,20,0,60,0.8,False,4037.301,0
scenario264,c2,base,left,right,base,100,20,60,20,100,60,80,0.4,False,1.683,0
scenario265,c4,left,base,right,base,80,40,80,60,20,20,60,0.4,True,0.0,1
scenario266,c4,right,base,left,base,100,100,40,40,0,80,60,0.8,False,85.954,0
scenario267,c1,base,right,left,right,40,20,100,0,0,20,0,1.0,False,3.684,0
scenario268,c4,right,base,left,base,40,100,60,100,60,80,40,1.0,False,54.622,0
scenario269,c2,base,left,right,base,80,0,100,40,100,60,80,0.4,False,2.257,0
scenario270,c2,right,left,base,left,100,100,40,20,40,0,20,1.0,False,2.662,0
scenario271,c1,left,right,base,right,40,80,0,60,40,40,100,0.2,False,27.487,0
scenario272,c1,base,left,left,right,0,80,80,0,80,100,40,1.0,False,2.681,0
scenario273,c1,base,right,left,right,0,20,60,0,60,40,40,0.4,False,2.864,0
scenario274,c4,right,base,left,base,40,40,100,0,20,0,60,0.2,False,19.067,0
scenario275,c4,right,base,left,right,60,100,40,0,40,60,20,1.0,True,0.0,1
scenario276,c4,right,base,left,right,40,60,0,0,20,20,80,0.8,False,7.808,0
scenario277,c4,left,right,right,base,60,100,40,20,40,60,60,0.8,False,3.175,0
scenario278,c4,right,base,left,base,60,0,0,80,80,20,0,0.6,False,27.623,0
scenario279,c2,base,left,right,base,20,0,0,100,60,20,20,0.6,False,2.346,0
scenario280,c2,base,left,right,base,0,0,80,60,40,0,0,0.6,False,2.078,0
scenario281,c2,right,base,base,left,20,0,0,40,60,0,0,0.6,False,2.032,0
scenario282,c2,base,left,right,base,20,0,100,20,60,20,0,0.1,False,2.012,0
scenario283,c4,left,right,right,base,80,80,40,20,20,40,20,0.6,False,4.231,0
scenario284,c2,base,left,right,base,20,0,80,100,40,20,20,0.2,False,1.964,0
scenario285,c1,base,left,left,right,80,80,40,20,20,60,0,0.1,False,3.56,0
scenario286,c4,right,base,left,right,40,100,40,20,40,60,60,0.8,True,0.0,1
scenario287,c4,right,base,left,right,20,100,60,0,40,80,40,0.4,False,0.979,0
scenario288,c1,left,right,base,right,20,0,80,40,40,0,20,0.6,False,10.729,0
scenario289,c4,right,base,left,right,20,100,60,0,40,80,40,0.4,False,1.075,0
scenario290,c4,right,base,left,right,20,100,40,0,20,80,20,0.2,False,4096.449,0
scenario291,c1,base,left,left,right,20,100,80,0,60,80,80,0.4,False,2.724,0
scenario292,c4,right,base,left,right,40,100,40,0,20,60,60,0.2,False,0.841,0
scenario293,c1,base,left,left,right,20,100,20,0,80,100,60,0.2,False,2.484,0
scenario294,c4,right,base,left,right,20,80,60,20,40,80,20,0.2,False,1.297,0
scenario295,c4,left,right,right,base,20,100,60,0,40,80,40,0.6,False,4.456,0
scenario296,c4,right,base,left,right,40,100,60,20,40,80,20,0.4,False,1.121,0
scenario297,c4,right,base,left,right,20,40,20,0,20,100,40,0.4,False,5715.972,0
scenario298,c4,right,base,left,right,20,0,60,0,60,60,40,0.2,False,1.089,0
scenario299,c4,left,right,right,base,40,40,60,0,40,80,20,0.6,False,3.893,0
scenario300,c1,base,left,left,right,40,100,20,0,60,80,20,0.4,False,2.657,0
scenario301,c4,right,base,left,right,40,100,40,0,20,60,60,0.2,False,1.132,0
scenario302,c1,base,left,left,right,40,100,40,20,40,80,20,0.2,False,3.299,0
scenario303,c2,right,base,base,left,20,0,60,0,40,60,60,0.6,False,2.11,0
scenario304,c1,base,left,left,right,40,100,0,0,40,20,80,0.2,False,1.54,0
scenario305,c4,right,base,left,base,20,100,80,20,40,60,20,0.4,False,149.512,0
scenario306,c4,left,base,right,base,0,20,20,0,0,100,40,0.6,False,1.853,0
scenario307,c4,right,base,left,right,60,80,0,0,60,80,0,0.4,False,4725.471,0
scenario308,c4,right,base,left,right,20,100,40,0,40,80,60,0.4,False,0.834,0
scenario309,c4,left,base,right,base,20,100,40,20,60,60,80,0.2,False,2.668,0
scenario310,c4,right,base,left,right,20,100,80,0,40,80,80,0.4,False,4479.813,0
scenario311,c1,base,left,left,right,20,100,40,0,40,100,80,0.2,False,2.622,0
scenario312,c4,left,base,right,base,60,60,80,0,40,100,40,0.6,True,0.0,1
scenario313,c4,left,base,right,base,60,60,80,0,40,100,40,0.6,False,5.291,0
scenario314,c1,base,left,left,right,0,80,0,0,20,60,60,0.1,False,2.739,0
scenario315,c4,left,base,right,base,20,100,60,20,60,60,80,0.4,False,2.74,0
scenario316,c1,base,left,left,right,40,80,40,20,40,100,100,0.2,False,2.663,0
scenario317,c4,right,base,left,right,40,100,40,40,40,100,20,1.0,False,3958.575,0
scenario318,c2,base,left,right,left,80,60,40,20,60,60,0,0.2,False,3.684,0
scenario319,c4,right,base,left,right,0,60,40,0,20,20,60,0.6,False,1.603,0
scenario320,c1,left,right,base,left,20,100,20,0,40,100,80,0.1,False,6.76,0
scenario321,c2,base,left,right,base,0,100,40,40,20,60,80,1.0,False,1711.774,0
scenario322,c2,right,left,base,left,40,100,80,20,20,40,20,0.4,False,3.035,0
scenario323,c4,right,base,left,right,60,80,40,0,20,20,40,0.2,False,1.258,0
scenario324,c4,right,base,left,right,20,100,60,0,40,100,100,0.1,False,0.797,0
scenario325,c4,right,base,left,right,20,100,60,0,40,100,100,0.1,False,4108.016,0
scenario326,c4,left,base,right,base,40,80,40,20,60,80,80,0.4,False,3.797,0
