Instances,PathInteraction,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
scenario119,c4,left,base,right,base,60,100,20,60,80,40,0,0.6,False,2.602,0
scenario120,c4,right,base,left,base,0,0,40,60,80,80,0,0.4,False,67.552,0
scenario121,c4,left,right,right,base,80,0,0,0,60,20,0,0.1,False,4.753,0
scenario122,c2,right,left,base,left,40,0,20,80,80,0,0,0.8,False,2.404,0
scenario123,c2,right,left,base,left,100,20,0,0,60,40,0,0.1,False,2.325,0
scenario124,c4,left,right,right,base,40,0,40,40,60,60,0,0.4,False,2.349,0
scenario125,c4,left,base,right,base,80,0,20,0,80,40,80,0.1,False,1.674,0
scenario126,c2,base,left,right,left,20,40,60,0,60,40,20,0.2,False,5.337,0
scenario127,c1,left,right,base,left,0,20,20,0,20,60,20,0.4,False,6.788,0
scenario128,c1,base,left,left,right,60,20,0,0,20,80,100,0.4,False,3.585,0
scenario129,c1,base,right,left,right,60,0,60,40,0,80,0,1.0,False,6.125,0
scenario130,c4,left,right,right,base,60,100,60,60,80,80,20,0.4,False,4.515,0
scenario131,c4,right,base,left,base,40,100,20,40,100,60,0,0.4,False,22.172,0
scenario132,c1,left,right,base,left,20,0,20,20,20,20,20,0.2,False,14.542,0
scenario133,c4,left,base,right,base,80,0,20,0,80,40,80,0.1,False,5.006,0
scenario134,c1,base,left,left,right,60,40,0,0,0,80,100,0.4,False,2.449,0
scenario135,c1,left,right,base,right,80,20,20,0,80,60,80,0.2,False,27.989,0
scenario136,c1,left,right,base,left,80,0,0,20,80,60,0,0.2,False,5.017,0
scenario137,c4,left,right,right,base,100,0,20,0,80,40,60,0.1,True,0.0,1
scenario138,c2,right,left,base,left,40,0,0,100,100,0,20,0.2,True,0.0,1
scenario139,c1,left,right,base,left,100,0,0,0,40,100,100,0.4,False,6.776,0
scenario140,c4,right,base,left,right,40,40,0,0,40,100,100,1.0,False,0.749,0
scenario141,c1,base,left,left,right,40,100,40,100,80,40,0,0.4,False,2.352,0
scenario142,c4,right,base,left,right,60,0,0,0,20,20,80,0.6,False,1.097,0
scenario143,c4,right,base,left,base,20,0,40,40,60,0,0,0.4,False,106.65,0
scenario144,c4,left,right,right,base,40,40,80,0,60,100,100,0.6,False,4.829,0
scenario145,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,False,5973.678,0
scenario146,c1,base,left,left,right,0,0,0,60,80,0,40,0.6,False,2.604,0
scenario147,c1,base,right,left,right,80,20,0,40,40,20,0,0.6,False,3.05,0
scenario148,c4,left,base,right,base,100,20,20,40,80,40,100,0.1,False,2.179,0
scenario149,c1,left,right,base,left,20,20,80,20,100,100,80,1.0,False,5.864,0
scenario150,c2,base,left,right,base,20,20,0,60,80,0,60,0.6,False,1.811,0
scenario151,c4,right,base,left,base,80,20,0,60,80,0,20,0.6,False,28.519,0
scenario152,c4,left,right,right,base,40,20,80,0,100,100,20,1.0,False,2.564,0
scenario153,c4,left,right,right,base,40,20,80,40,60,100,0,1.0,False,4.768,0
scenario154,c4,right,base,left,right,100,20,20,40,80,0,40,1.0,False,1.153,0
scenario155,c1,base,right,left,right,80,20,0,60,0,40,100,0.1,False,3.6,0
scenario156,c1,left,right,base,left,60,20,0,20,80,100,20,1.0,False,9.401,0
scenario157,c4,right,base,left,right,100,20,20,40,80,0,40,1.0,True,0.0,1
scenario158,c2,base,left,right,left,100,20,40,40,100,0,40,1.0,False,2.917,0
scenario159,c4,right,base,left,right,100,0,0,20,20,20,60,1.0,False,3599.017,0
scenario160,c4,right,base,left,right,100,20,0,100,80,0,20,0.8,True,0.0,1
scenario161,c4,left,base,right,base,100,40,40,40,80,20,40,0.8,True,0.0,1
scenario162,c1,base,left,left,right,80,20,20,20,100,0,40,1.0,False,2.3,0
scenario163,c1,base,left,left,right,80,40,20,80,60,20,60,1.0,False,1.707,0
scenario164,c4,right,base,left,base,80,40,80,40,80,20,20,1.0,False,22.287,0
scenario165,c4,right,base,left,right,80,20,40,40,80,20,40,1.0,True,0.0,1
scenario166,c1,base,left,left,right,0,0,20,40,60,20,40,0.2,False,2.795,0
scenario167,c4,left,base,right,base,100,40,0,20,100,0,40,1.0,False,2.726,0
scenario168,c4,right,base,left,base,80,0,40,60,80,20,20,1.0,False,4352.976,0
scenario169,c4,right,base,left,right,100,20,20,40,80,0,40,1.0,True,0.0,1
scenario170,c2,base,left,right,base,0,0,40,20,60,40,40,0.8,False,2.316,0
scenario171,c2,base,left,right,left,20,20,60,40,100,0,40,1.0,False,3.713,0
scenario172,c2,right,left,base,left,100,40,0,0,0,0,20,0.8,False,4.569,0
scenario173,c1,base,left,left,right,100,0,20,60,60,0,40,1.0,False,2.187,0
scenario174,c4,left,base,right,base,80,0,40,60,40,20,0,0.8,False,3.442,0
scenario175,c1,base,left,left,right,0,0,100,20,60,20,40,0.2,False,2.629,0
scenario176,c1,base,left,left,right,0,40,20,20,100,0,40,0.6,False,3.063,0
scenario177,c4,right,base,left,base,100,0,0,0,0,0,40,1.0,False,4659.603,0
scenario178,c4,left,base,right,base,100,80,0,0,100,0,20,1.0,False,4.607,0
scenario179,c4,right,base,left,base,100,60,60,40,60,40,20,1.0,False,2.682,0
scenario180,c4,right,base,left,base,100,40,20,20,100,0,20,0.8,False,31.375,0
scenario181,c4,right,base,left,right,100,20,20,40,80,0,40,1.0,True,0.0,1
scenario182,c2,base,left,right,base,60,0,40,60,60,60,40,1.0,False,1.724,0
scenario183,c4,right,base,left,right,100,0,20,40,40,0,60,1.0,False,1.292,0
scenario184,c2,base,left,right,base,0,20,40,20,80,40,60,0.8,False,1.578,0
scenario185,c1,left,right,base,left,0,20,20,40,100,0,40,0.4,False,5.661,0
scenario186,c1,base,right,left,right,100,0,100,0,0,20,40,1.0,False,3.738,0
scenario187,c4,left,base,right,base,100,80,0,0,100,0,40,1.0,False,2.709,0
scenario188,c2,right,left,base,left,0,20,80,60,100,20,20,1.0,False,3.662,0
scenario189,c4,left,base,right,base,80,0,40,80,40,0,60,0.6,False,4.11,0
scenario190,c2,base,left,right,left,0,100,60,40,80,40,60,0.8,False,2.899,0
scenario191,c2,base,left,right,base,0,40,0,60,100,0,100,1.0,False,2.146,0
scenario192,c4,left,base,right,base,100,60,60,60,40,20,20,0.4,False,4.115,0
scenario193,c4,right,base,left,right,100,20,20,40,80,0,40,1.0,False,1.117,0
scenario194,c2,right,left,base,left,20,80,20,100,100,60,40,0.4,False,2.366,0
scenario195,c1,left,right,base,right,0,100,60,60,60,60,40,0.8,False,18.779,0
scenario196,c4,left,base,right,base,80,100,20,20,100,0,40,1.0,False,2.841,0
scenario197,c2,right,base,base,left,0,80,80,20,80,40,60,1.0,False,2.509,0
scenario198,c4,left,right,right,base,0,20,40,0,80,40,40,0.8,False,3.316,0
scenario199,c4,right,base,left,base,0,60,60,40,80,20,60,0.8,False,24.312,0
scenario200,c2,base,left,right,base,20,20,60,20,100,40,60,1.0,False,1.613,0
scenario201,c4,left,right,right,base,20,40,80,60,80,40,60,0.8,False,4.541,0
scenario202,c4,right,base,left,base,80,20,40,60,20,0,0,0.6,False,26.954,0
scenario203,c4,right,base,left,base,40,20,100,0,60,40,40,1.0,False,4583.956,0
scenario204,c4,left,base,right,base,80,0,100,80,40,20,20,0.4,False,3.427,0
scenario205,c4,right,base,left,right,100,20,20,40,80,0,40,1.0,True,0.0,1
scenario206,c2,right,left,base,left,100,40,40,60,80,0,20,1.0,False,2.206,0
scenario207,c1,left,right,base,right,80,80,20,20,100,0,60,0.2,False,8.345,0
scenario208,c1,left,right,base,right,0,80,80,0,80,60,20,0.8,False,8.518,0
scenario209,c1,left,right,base,left,0,20,20,0,100,60,20,0.2,False,5.874,0
scenario210,c4,right,base,left,base,20,0,100,0,60,40,40,0.2,False,3959.439,0
scenario211,c4,right,base,left,right,80,20,40,40,80,0,20,1.0,False,1.245,0
scenario212,c4,right,base,left,right,20,40,0,60,80,40,80,0.6,True,0.0,1
scenario213,c4,right,base,left,right,20,100,60,40,60,60,40,0.8,False,1.244,0
scenario214,c4,left,right,right,base,40,40,60,60,80,60,60,0.8,False,4.535,0
scenario215,c2,right,base,base,left,0,100,60,20,80,20,60,0.8,True,0.0,1
scenario216,c1,left,right,base,right,80,20,100,80,40,20,40,1.0,False,9.743,0
scenario217,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,False,4292.769,0
scenario218,c4,left,right,right,base,100,20,20,40,80,60,40,1.0,True,0.0,1
scenario219,c4,right,base,left,right,40,20,80,0,100,80,20,1.0,False,6375.339,0
scenario220,c1,base,right,left,right,40,20,80,0,100,100,0,1.0,False,1.571,0
scenario221,c4,right,base,left,right,60,20,0,40,40,20,0,0.6,False,1.233,0
scenario222,c4,right,base,left,right,100,20,100,0,40,100,20,1.0,False,2688.913,0
scenario223,c1,left,right,base,left,40,20,20,60,80,0,40,1.0,False,5.777,0
scenario224,c4,right,base,left,base,20,40,0,60,80,40,40,1.0,False,3161.551,0
scenario225,c4,left,base,right,base,100,20,20,40,80,20,60,0.8,False,6.235,0
scenario226,c4,right,base,left,right,100,40,40,40,80,0,40,1.0,False,1.282,0
scenario227,c1,left,right,base,left,40,0,100,0,100,80,20,1.0,False,5.597,0
scenario228,c2,base,left,right,base,20,20,0,60,80,0,60,0.6,False,1.671,0
scenario229,c4,right,base,left,right,60,20,0,40,40,20,0,0.6,False,1.103,0
scenario230,c4,right,base,left,base,20,20,0,40,80,20,20,0.4,False,4376.028,0
scenario231,c4,right,base,left,right,40,20,0,40,40,20,0,0.6,False,1.07,0
scenario232,c4,right,base,left,right,80,20,0,40,60,20,20,0.6,True,0.0,1
scenario233,c4,left,right,right,base,60,20,0,40,40,40,20,0.6,False,4.859,0
scenario234,c4,right,base,left,right,60,20,0,40,40,20,0,0.6,False,1.34,0
scenario235,c2,right,left,base,left,80,0,0,20,40,0,0,0.6,False,2.534,0
scenario236,c4,right,base,left,right,40,20,0,20,60,20,0,0.8,True,0.0,1
scenario237,c4,left,base,right,base,60,40,0,20,40,20,0,1.0,True,0.0,1
scenario238,c1,base,left,left,right,60,40,0,40,40,20,0,0.8,False,2.815,0
scenario239,c2,base,left,right,left,60,0,0,40,60,60,100,0.6,False,3.641,0
scenario240,c1,base,right,left,right,0,0,20,20,60,20,20,0.6,False,9.08,0
scenario241,c4,right,base,left,right,80,20,0,40,60,20,20,0.6,True,0.0,1
scenario242,c4,right,base,left,right,40,20,60,20,60,20,60,0.6,False,1.14,0
scenario243,c1,left,right,base,left,60,20,0,40,40,60,20,0.6,False,13.9,0
scenario244,c1,left,right,base,left,20,0,0,20,80,20,0,0.4,False,5.367,0
scenario245,c4,right,base,left,right,60,20,40,20,40,20,20,0.4,False,1.137,0
scenario246,c4,left,base,right,base,60,40,0,60,60,20,40,0.6,False,2.527,0
scenario247,c4,right,base,left,right,40,20,0,20,20,20,0,0.6,False,0.964,0
scenario248,c1,base,left,left,right,60,20,40,40,40,40,40,0.6,False,3.208,0
scenario249,c2,right,base,base,left,80,20,20,40,60,80,100,0.6,False,2.52,0
scenario250,c1,base,left,left,right,0,0,0,40,40,20,0,0.4,False,2.791,0
scenario251,c4,left,base,right,base,60,40,20,20,40,20,0,1.0,True,0.0,1
scenario252,c2,base,left,right,left,80,0,0,60,60,60,100,0.6,False,5.841,0
scenario253,c4,right,base,left,right,80,20,0,40,60,20,20,0.6,False,1.279,0
scenario254,c4,right,base,left,right,40,40,60,40,60,40,60,1.0,False,1.326,0
scenario255,c2,base,left,right,left,60,0,40,20,20,0,0,0.4,False,518.95,0
scenario256,c4,right,base,left,right,40,60,20,60,80,20,60,0.6,True,0.0,1
scenario257,c1,left,right,base,left,60,60,0,20,40,40,0,0.8,False,6.46,0
scenario258,c2,base,left,right,base,60,20,20,60,20,80,100,1.0,False,1.781,0
scenario259,c2,right,left,base,left,80,20,40,20,20,0,20,0.4,False,3.247,0
scenario260,c4,right,base,left,right,100,80,0,40,60,20,0,0.6,False,1.58,0
scenario261,c4,left,base,right,base,60,40,40,20,40,40,20,0.8,False,1.9,0
scenario262,c4,left,base,right,base,20,0,0,20,100,0,0,0.6,False,1.743,0
scenario263,c1,left,right,base,left,40,0,0,40,20,80,20,0.8,False,12.994,0
scenario264,c1,base,left,left,right,40,20,40,40,20,0,60,0.6,False,3.453,0
scenario265,c4,right,base,left,right,40,60,20,60,80,20,60,0.6,True,0.0,1
scenario266,c1,base,left,left,right,60,0,0,40,20,80,40,1.0,False,4.591,0
scenario267,c1,left,right,base,right,40,0,60,40,0,100,80,0.8,False,39.08,0
scenario268,c4,right,base,left,base,100,80,20,40,60,80,0,0.4,False,4242.523,0
scenario269,c4,left,base,right,base,0,0,0,0,80,0,0,0.8,False,3.971,0
scenario270,c4,left,base,right,base,80,40,60,40,40,40,40,0.8,False,4.023,0
scenario271,c1,base,left,left,right,60,60,0,40,0,40,0,0.8,False,2.609,0
scenario272,c4,right,base,left,right,0,40,80,20,60,60,60,0.8,False,3083.603,0
scenario273,c4,right,base,left,right,40,60,40,40,40,40,20,1.0,True,0.0,1
scenario274,c4,right,base,left,right,40,80,0,80,80,40,40,0.6,False,1.258,0
scenario275,c4,left,right,right,base,80,40,40,20,40,60,20,0.1,False,2.407,0
scenario276,c2,base,left,right,left,100,40,80,20,60,40,60,0.8,False,3.978,0
scenario277,c4,right,base,left,right,40,60,20,60,80,20,60,0.6,True,0.0,1
scenario278,c1,left,right,base,right,20,0,80,60,20,100,60,0.8,False,15.205,0
scenario279,c1,base,right,left,right,40,60,20,40,0,20,0,0.4,False,3.453,0
scenario280,c2,right,base,base,left,20,40,20,0,80,80,80,0.8,False,2.375,0
scenario281,c1,base,left,left,right,60,0,20,40,60,40,0,0.2,False,2.361,0
scenario282,c2,base,left,right,left,80,60,60,20,40,80,0,0.2,False,4.984,0
scenario283,c4,left,right,right,base,0,60,80,20,80,60,60,0.8,False,4.36,0
scenario284,c4,left,base,right,base,80,60,80,40,60,20,20,0.8,False,4.011,0
scenario285,c2,base,left,right,left,100,0,100,80,60,40,60,0.8,False,3.079,0
scenario286,c4,right,base,left,base,20,80,20,60,80,20,60,0.6,False,8.984,0
scenario287,c1,left,right,base,right,60,20,0,20,20,80,80,0.1,False,8.186,0
scenario288,c4,right,base,left,right,40,60,0,40,0,40,60,1.0,False,4138.544,0
scenario289,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,False,4448.164,0
scenario290,c1,base,right,left,right,40,20,0,60,20,20,80,0.6,False,5.723,0
scenario291,c2,base,left,right,base,20,20,0,60,80,0,60,0.6,False,2.066,0
scenario292,c4,left,base,right,base,0,20,20,40,80,20,40,0.8,True,0.0,1
scenario293,c4,right,base,left,right,100,40,40,40,80,0,40,1.0,True,0.0,1
scenario294,c4,right,base,left,right,60,40,40,40,80,60,40,1.0,True,0.0,1
scenario295,c1,base,left,left,right,100,40,40,40,80,0,40,1.0,False,2.068,0
scenario296,c1,base,left,left,right,80,20,0,40,60,40,20,0.6,False,2.539,0
scenario297,c2,right,base,base,left,60,40,20,60,80,100,40,1.0,False,3.76,0
scenario298,c2,base,left,right,base,100,20,80,20,60,100,0,1.0,False,2.294,0
scenario299,c1,left,right,base,left,20,20,100,60,80,40,40,1.0,False,5.597,0
scenario300,c4,left,right,right,base,100,20,40,40,60,60,40,1.0,True,0.0,1
scenario301,c2,base,left,right,base,20,20,0,60,80,0,60,0.6,False,2.328,0
scenario302,c4,right,base,left,base,20,0,0,60,80,0,80,0.4,False,4455.432,0
scenario303,c2,base,left,right,base,20,40,20,40,100,80,60,0.8,False,1.767,0
scenario304,c4,left,base,right,base,20,20,0,60,100,0,60,1.0,False,4.63,0
scenario305,c2,right,base,base,left,40,40,20,40,60,0,40,0.6,False,2.44,0
scenario306,c2,right,left,base,left,100,40,20,60,80,0,60,0.8,False,3.411,0
scenario307,c4,right,base,left,base,0,20,0,40,60,80,60,0.6,False,2693.47,0
scenario308,c2,base,left,right,base,0,20,0,60,100,0,80,0.8,False,1.84,0
scenario309,c1,base,right,left,right,40,40,20,40,80,0,60,0.6,False,3.878,0
scenario310,c1,base,left,left,right,20,20,0,80,100,60,60,0.8,False,3.217,0
scenario311,c2,base,left,right,left,20,0,0,60,80,0,80,0.8,False,3.84,0
scenario312,c4,left,right,right,base,0,20,0,60,20,20,80,0.6,False,3.282,0
scenario313,c2,base,left,right,base,20,40,20,40,100,80,60,0.8,False,2.26,0
scenario314,c1,base,left,left,right,0,20,20,80,80,60,40,0.8,False,2.663,0
scenario315,c1,base,right,left,right,40,20,20,60,80,20,40,1.0,True,0.0,1
scenario316,c1,base,right,left,right,0,20,20,40,60,80,60,0.8,False,8.325,0
scenario317,c1,base,left,left,right,40,20,100,80,80,40,80,0.8,False,2.602,0
scenario318,c2,base,left,right,base,100,40,40,60,80,0,100,0.4,False,1.939,0
scenario319,c1,left,right,base,right,20,20,20,80,80,20,60,0.8,False,22.004,0
scenario320,c2,base,left,right,base,40,0,20,80,80,60,80,0.2,False,2.093,0
scenario321,c1,base,left,left,right,20,40,0,100,100,40,40,1.0,False,2.674,0
scenario322,c2,base,left,right,left,40,20,0,100,100,20,40,0.6,False,3.053,0
scenario323,c1,base,right,left,right,0,40,40,60,80,100,80,0.8,False,6.27,0
scenario324,c1,base,right,left,right,100,40,40,80,60,20,40,0.1,False,2.399,0
scenario325,c1,base,right,left,right,40,20,20,60,80,20,40,1.0,False,4.141,0
