Instances,PathInteraction,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,feature_RoadFriction,feature_FogDensity,feature_Precipitation,feature_PrecipitationDeposits,feature_Cloudiness,feature_WindIntensity,feature_Wetness,feature_FogDistance,collision,min_ttc,algo_safety
scenario1,c2,right,base,base,left,0.4,100,20,20,60,40,0,100,0,2.599578498883695,0
scenario2,c1,base,right,left,right,0.2,40,100,100,80,60,60,60,1,0.0,1
scenario3,c2,base,left,right,base,0.4,20,0,40,0,80,20,40,0,1.5867011846297403,0
scenario4,c4,right,base,left,base,1.0,0,40,60,60,20,100,0,0,17.004128257378238,0
scenario5,c1,left,right,base,right,0.1,80,60,80,40,0,80,20,0,5.146024234936975,0
scenario6,c2,base,left,right,left,0.6,60,80,60,20,100,40,80,0,5.237127474464494,0
scenario7,c1,left,right,base,right,0.4,60,40,0,20,60,80,0,0,6.340535974059753,0
scenario8,c4,left,base,right,base,0.8,40,100,80,20,80,0,20,0,3.4830003294815994,0
scenario9,c2,base,left,right,left,0.2,0,80,0,100,0,20,100,0,3.318327218995901,0
scenario10,c1,base,left,left,right,0.8,80,20,100,0,40,100,80,0,2.542417327661369,0
scenario11,c1,base,right,left,right,1.0,100,0,20,100,100,60,20,1,0.0,1
scenario12,c2,base,left,right,left,1.0,80,80,40,40,60,0,40,0,3.3645962931405,0
scenario13,c4,right,base,left,base,0.6,20,60,0,40,20,60,80,0,27.31585039878009,0
scenario14,c4,left,right,right,base,0.1,100,100,100,100,20,40,40,0,3.3413142946539174,0
scenario15,c2,right,left,base,left,1.0,60,60,80,60,80,20,60,0,2.1905124832806977,0
scenario16,c2,base,left,right,left,0.1,0,0,40,20,40,80,60,0,3.968761463892762,0
scenario17,c2,right,base,base,left,0.2,40,60,40,100,100,100,0,0,2.362663082472489,0
scenario18,c1,base,right,left,right,0.8,0,40,20,40,80,40,100,0,3.2483822712409336,0
scenario19,c1,left,right,base,right,0.6,20,20,60,80,40,20,20,0,5.131439015576412,0
scenario20,c2,right,base,base,left,0.4,0,80,80,0,60,60,20,0,3.434166278462996,0
scenario21,c1,left,right,base,left,0.8,20,80,100,60,20,80,20,0,4.517078219404425,0
scenario22,c1,base,right,left,right,0.6,100,40,40,80,0,0,80,0,2.7838919333354,0
scenario23,c4,right,base,left,base,0.8,60,0,80,80,100,100,40,0,3.15187519485766,0
scenario24,c2,base,left,right,base,0.1,40,100,20,60,60,20,80,0,1.7895740988514914,0
scenario25,c2,base,left,right,base,0.2,80,40,100,20,40,60,40,0,2.236893528455134,0
scenario26,c2,right,base,base,left,1.0,80,100,0,0,40,40,0,0,1.5667401673715542,0
scenario27,c4,left,base,right,base,0.1,40,20,0,0,0,100,60,0,3.5619465733998146,0
scenario28,c4,right,base,left,base,1.0,40,20,80,80,20,80,100,0,10.602792021914135,0
scenario29,c1,base,left,left,right,0.4,80,80,20,80,20,40,60,0,3.375825063422061,0
scenario30,c1,left,right,base,left,0.1,20,40,60,100,100,0,60,0,5.889177368683076,0
scenario31,c1,left,right,base,right,0.2,60,0,60,0,0,60,100,0,5.834042901876217,0
scenario32,c4,right,base,left,right,0.6,40,0,100,60,0,40,0,0,1.1984710057831198,0
scenario33,c2,base,left,right,left,0.4,100,20,100,40,100,20,0,0,2.963389000471906,0
scenario34,c1,left,right,base,right,0.6,0,20,20,100,80,80,40,0,5.6822254133675205,0
scenario35,c4,left,right,right,base,0.2,100,60,80,0,80,80,80,0,2.954730657008196,0
scenario36,c4,right,base,left,base,0.2,60,20,40,20,20,40,20,0,2.4102835161002467,0
scenario37,c1,left,right,base,left,0.4,20,60,20,20,40,100,100,0,6.090011667457335,0
scenario38,c2,base,left,right,left,0.1,60,0,20,0,20,0,0,0,2.913464105234778,0
scenario39,c2,base,left,right,left,0.8,20,60,80,80,60,40,0,0,3.522499469694909,0
scenario40,c4,right,base,left,base,0.8,100,80,60,40,80,100,60,0,1.7493659993946888,0
scenario41,c4,right,base,left,right,0.6,80,0,60,100,60,20,100,0,1.2181058591142493,0
scenario42,c1,base,right,left,right,0.1,80,100,40,60,80,60,0,0,3.202383053443779,0
scenario43,c1,left,right,base,right,0.8,40,40,80,100,40,20,80,0,5.931957361136298,0
scenario44,c4,right,base,left,base,0.2,20,100,0,40,0,0,40,0,20.73201390918473,0
scenario45,c2,base,left,right,left,0.8,0,100,0,60,100,100,20,0,2.9776866539884126,0
scenario46,c4,right,base,left,base,1.0,0,60,100,0,100,0,100,0,53.0530549638781,0
scenario47,c1,left,right,base,right,0.4,40,100,60,100,100,80,80,0,4.723895179547102,0
scenario48,c1,base,right,left,right,1.0,100,40,20,20,20,20,20,0,3.313139689615143,0
scenario49,c1,left,right,base,right,0.2,100,60,60,60,60,100,40,0,5.457106942433596,0
scenario50,c2,base,left,right,left,1.0,0,0,0,80,80,60,80,0,4.215110156556628,0
scenario51,c4,left,base,right,base,0.8,60,100,40,100,40,60,100,0,1.602425194293844,0
scenario52,c4,right,base,left,base,0.8,40,80,20,20,0,60,0,0,5.989968676549021,0
scenario53,c1,left,right,base,right,0.6,100,20,0,40,60,60,60,0,3.810497940058588,0
scenario54,c2,base,left,right,base,0.6,40,80,80,0,40,100,40,0,2.216053580988669,0
scenario55,c4,right,base,left,base,0.1,60,80,100,40,40,0,100,0,24.08986305681853,0
scenario56,c1,left,right,base,right,1.0,20,40,20,0,0,80,0,0,5.020158395126901,0
scenario57,c2,base,left,right,base,0.4,40,0,100,40,80,0,60,0,1.7501713772079932,0
scenario58,c2,right,base,base,left,0.2,80,40,20,80,100,0,60,0,2.6013620233375376,0
scenario59,c4,right,base,left,right,0.1,0,0,40,80,40,40,80,0,1.2857528845519997,0
scenario60,c4,right,base,left,right,0.4,100,60,40,80,0,80,80,0,1.1667802332009325,0
scenario61,c1,left,right,base,right,0.6,20,100,40,20,20,60,60,0,5.177108480393491,0
