Instances,PathInteraction,feature_StartEgo,feature_GoalEgo,feature_StartOther,feature_GoalOther,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
scenario316,c1,base,left,left,right,0,20,20,40,80,80,20,0.4,False,2.476,0
scenario317,c1,base,left,left,right,80,20,100,20,80,40,40,0.8,False,2.825,0
scenario318,c4,right,base,left,base,100,40,60,0,100,0,100,0.4,False,3.451,0
scenario319,c1,left,right,base,right,60,20,20,20,80,20,20,0.8,False,9.461,0
scenario320,c2,base,left,right,left,80,0,40,20,100,60,80,0.1,False,5.894,0
scenario321,c1,base,left,left,right,60,40,20,40,100,40,0,1.0,False,2.618,0
scenario322,c4,right,base,left,right,80,20,20,100,100,20,0,0.2,False,1.017,0
scenario323,c1,base,left,left,right,40,40,60,20,80,100,80,0.4,False,2.993,0
scenario324,c1,base,right,left,right,100,40,60,20,80,20,40,0.1,False,3.131,0
scenario325,c4,right,base,left,right,80,20,20,100,100,20,0,0.2,True,0.0,1
scenario326,c1,base,right,left,right,80,40,20,0,80,20,20,1.0,False,4.927,0
scenario327,c1,left,right,base,left,80,20,40,20,60,0,0,0.1,False,6.42,0
scenario328,c2,base,left,right,left,80,0,20,20,40,60,80,0.2,False,6.979,0
scenario329,c1,base,left,left,right,100,20,60,20,80,40,60,0.1,False,2.43,0
scenario330,c1,base,left,left,right,40,20,40,20,80,100,80,0.2,False,2.141,0
scenario331,c1,left,right,base,right,80,20,40,20,60,20,20,1.0,False,24.343,0
scenario332,c1,base,left,left,right,40,60,60,40,80,100,80,0.4,False,3.386,0
scenario333,c1,base,right,left,right,20,20,20,40,80,100,40,1.0,False,7.235,0
scenario334,c1,base,left,left,right,40,20,60,20,80,60,0,0.8,False,2.387,0
scenario335,c1,base,left,left,right,60,40,20,40,100,60,20,0.8,False,2.527,0
scenario336,c1,base,left,left,right,40,20,60,40,0,60,0,0.8,False,4.515,0
scenario337,c4,right,base,left,right,80,20,20,100,100,20,0,0.2,True,0.0,1
scenario338,c4,right,base,left,right,80,20,40,20,60,0,0,0.1,False,3967.884,0
scenario339,c1,left,right,base,right,80,20,100,60,100,60,20,0.8,False,9.451,0
scenario340,c2,base,left,right,left,60,40,40,60,80,60,0,0.8,False,3.994,0
scenario341,c1,base,left,left,right,60,20,20,20,80,40,60,0.4,False,2.581,0
scenario342,c4,right,base,left,base,60,80,40,0,60,0,100,0.8,False,4505.071,0
scenario343,c2,base,left,right,left,20,20,40,60,80,80,40,1.0,False,4.447,0
scenario344,c2,base,left,right,left,40,40,60,20,80,20,80,0.1,False,3.564,0
scenario345,c4,right,base,left,right,100,20,20,100,100,60,0,0.2,False,7810.334,0
scenario346,c1,base,left,left,right,80,0,60,20,80,40,0,0.2,False,3.005,0
scenario347,c2,base,left,right,left,100,80,60,0,60,0,0,0.1,False,5.857,0
scenario348,c4,left,base,right,base,100,20,0,20,20,60,80,0.2,False,3.092,0
scenario349,c4,right,base,left,right,80,20,20,100,100,20,0,0.2,False,1.162,0
scenario350,c2,base,left,right,left,60,0,100,60,100,60,20,1.0,False,3.547,0
scenario351,c4,right,base,left,base,60,80,20,0,60,0,100,0.8,False,4447.719,0
scenario352,c2,right,left,base,left,60,40,80,40,0,0,80,0.1,False,2197.776,0
scenario353,c2,base,left,right,left,60,0,60,40,60,20,80,0.2,False,3.033,0
scenario354,c4,right,base,left,right,100,40,0,100,80,20,20,0.2,False,1.169,0
scenario355,c4,right,base,left,base,100,20,0,100,100,40,20,0.2,False,4579.063,0
scenario356,c1,left,right,base,left,100,60,40,100,100,80,0,0.8,False,4.829,0
scenario357,c4,left,base,right,base,80,40,40,40,60,20,0,0.1,False,3.501,0
scenario358,c1,left,right,base,right,100,0,20,40,60,60,0,1.0,False,8.973,0
scenario359,c4,right,base,left,right,80,20,60,0,40,0,80,0.1,True,0.0,1
scenario360,c4,right,base,left,right,100,0,60,0,40,0,0,0.1,True,0.0,1
scenario361,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,False,4459.484,0
scenario362,c1,left,right,base,right,60,40,20,80,60,100,0,0.8,False,9.461,0
scenario363,c2,right,left,base,left,40,0,80,20,20,20,20,0.6,False,10.441,0
scenario364,c4,right,base,left,right,60,20,20,20,40,20,0,0.6,False,1.3,0
scenario365,c4,left,base,right,base,40,0,60,40,100,0,20,0.2,False,7.175,0
scenario366,c4,right,base,left,right,80,20,20,0,80,0,0,0.2,False,1.294,0
scenario367,c4,right,base,left,right,80,0,20,40,40,20,80,1.0,False,1.15,0
scenario368,c2,right,base,base,left,60,0,40,60,20,100,0,0.8,False,3.9,0
scenario369,c4,right,base,left,right,60,20,0,20,100,100,0,0.6,False,4479.864,0
scenario370,c4,left,base,right,base,20,20,40,60,40,20,0,1.0,False,1.87,0
scenario371,c4,right,base,left,base,60,20,20,0,100,20,40,0.2,False,3459.22,0
scenario372,c2,base,left,right,left,100,20,20,20,100,0,20,0.1,False,2.925,0
scenario373,c4,right,base,left,right,80,0,20,40,40,20,80,1.0,False,1.064,0
scenario374,c4,right,base,left,right,80,0,0,0,40,40,0,1.0,True,0.0,1
scenario375,c4,right,base,left,right,100,100,20,40,40,0,80,1.0,False,0.995,0
scenario376,c1,base,left,left,right,80,0,40,20,40,20,80,1.0,False,2.577,0
scenario377,c4,right,base,left,right,60,20,20,60,40,20,80,1.0,False,1.383,0
scenario378,c2,base,left,right,base,100,0,20,40,40,20,100,1.0,False,2.242,0
scenario379,c1,left,right,base,right,100,20,20,20,40,40,100,1.0,False,8.192,0
scenario380,c4,right,base,left,right,80,20,0,40,40,0,80,1.0,True,0.0,1
scenario381,c4,right,base,left,right,60,0,80,40,20,20,80,0.8,False,6183.17,0
scenario382,c4,right,base,left,base,60,0,0,40,0,0,60,1.0,False,6098.908,0
scenario383,c4,right,base,left,base,20,20,100,100,20,80,100,1.0,False,26.754,0
scenario384,c4,left,right,right,base,100,0,40,20,60,80,60,1.0,False,3.475,0
scenario385,c4,right,base,left,right,80,0,0,0,40,40,0,1.0,True,0.0,1
scenario386,c1,left,right,base,right,80,0,20,40,0,20,100,1.0,False,8.118,0
scenario387,c4,left,right,right,base,20,0,60,20,60,60,60,1.0,False,4.743,0
scenario388,c2,right,base,base,left,100,20,0,20,40,20,100,1.0,False,2.386,0
scenario389,c4,right,base,left,right,40,40,0,60,80,20,100,1.0,False,4443.066,0
scenario390,c1,base,right,left,right,40,40,100,100,20,80,40,1.0,False,5.241,0
scenario391,c4,right,base,left,base,100,40,40,40,80,0,60,1.0,False,2.456,0
scenario392,c4,right,base,left,base,80,0,0,20,60,0,0,1.0,False,5931.643,0
scenario393,c4,left,base,right,base,100,20,0,40,40,20,100,0.1,True,0.0,1
scenario394,c4,left,right,right,base,100,20,100,100,100,0,80,0.8,False,1.74,0
scenario395,c1,base,left,left,right,60,20,40,60,20,20,100,1.0,False,4.843,0
scenario396,c2,right,base,base,left,100,0,60,20,60,60,60,1.0,False,2.238,0
scenario397,c4,right,base,left,right,80,0,0,0,40,40,0,1.0,True,0.0,1
scenario398,c2,base,left,right,base,60,100,100,100,40,80,100,0.8,False,1.917,0
scenario399,c2,right,left,base,left,100,80,100,100,100,0,60,0.8,False,2.51,0
scenario400,c4,right,base,left,base,40,20,0,60,80,40,80,1.0,False,3199.979,0
scenario401,c1,base,right,left,right,100,20,20,40,80,0,60,0.6,False,3.535,0
scenario402,c4,left,right,right,base,0,40,60,60,60,0,60,1.0,False,3.888,0
scenario403,c4,right,base,left,base,100,0,0,40,80,0,60,0.8,False,4328.985,0
scenario404,c4,left,right,right,base,80,20,60,20,60,60,0,1.0,False,1.997,0
scenario405,c1,left,right,base,left,80,20,60,60,0,40,80,1.0,False,9.048,0
scenario406,c1,left,right,base,right,80,0,0,20,0,80,100,1.0,False,8.544,0
scenario407,c4,left,base,right,base,100,20,0,60,20,40,80,0.4,False,4.309,0
scenario408,c4,left,right,right,base,100,40,20,20,60,0,60,0.8,False,4.937,0
scenario409,c4,right,base,left,right,80,0,0,0,40,40,0,1.0,False,4523.112,0
scenario410,c1,left,right,base,right,100,0,100,40,100,40,60,0.6,False,8.819,0
scenario411,c4,right,base,left,base,100,0,60,40,20,40,60,0.6,False,16.651,0
scenario412,c2,base,left,right,left,80,80,100,100,100,20,80,0.8,False,3.007,0
scenario413,c1,left,right,base,right,80,40,80,60,40,0,60,1.0,False,10.183,0
scenario414,c2,right,base,base,left,80,0,0,20,0,80,80,1.0,False,2.574,0
scenario415,c1,left,right,base,left,80,20,20,40,80,20,80,0.8,False,5.915,0
scenario416,c2,base,left,right,base,80,80,100,80,40,60,80,0.8,False,2.357,0
scenario417,c4,left,right,right,base,20,60,80,40,80,20,40,0.8,False,4.516,0
scenario418,c1,base,left,left,right,60,20,0,40,100,40,100,1.0,False,3.675,0
scenario419,c2,right,left,base,left,80,20,40,40,60,0,60,0.2,False,2.381,0
scenario420,c2,base,left,right,base,100,100,80,0,60,0,40,0.2,False,1.876,0
scenario421,c2,base,left,right,base,100,100,80,0,60,0,40,0.2,False,1.924,0
scenario422,c4,left,base,right,base,100,0,0,40,40,40,0,0.8,False,2.078,0
scenario423,c2,right,left,base,left,80,0,20,60,40,0,60,0.4,False,3.078,0
scenario424,c2,base,left,right,left,80,80,100,80,20,40,60,0.8,False,3.985,0
scenario425,c1,left,right,base,left,80,20,0,0,60,40,0,1.0,False,4.958,0
scenario426,c2,right,base,base,left,40,0,20,60,20,20,100,0.8,False,2.311,0
scenario427,c4,left,right,right,base,60,0,0,40,100,20,100,1.0,False,4.634,0
scenario428,c4,left,right,right,base,0,80,80,60,100,40,20,1.0,False,3.444,0
scenario429,c4,right,base,left,base,80,80,20,60,60,80,100,0.4,False,4392.004,0
scenario430,c2,right,left,base,left,20,100,80,20,60,0,40,0.2,False,2.951,0
scenario431,c4,left,right,right,base,40,40,60,40,0,20,40,0.6,False,2.3,0
scenario432,c2,base,left,right,base,80,20,20,40,60,0,60,0.6,False,1.997,0
scenario433,c1,base,right,left,right,100,100,40,0,0,100,100,1.0,False,3.407,0
scenario434,c1,left,right,base,left,0,20,100,100,100,80,100,0.1,False,5.523,0
scenario435,c2,right,left,base,left,80,100,100,20,80,100,100,0.1,False,2.676,0
scenario436,c1,base,right,left,right,80,100,40,100,0,100,80,0.8,False,3.115,0
scenario437,c1,base,right,left,right,100,100,80,40,0,20,100,0.8,False,12.418,0
scenario438,c1,left,right,base,left,80,100,0,0,60,100,100,0.4,False,6.525,0
scenario439,c1,left,right,base,left,40,100,0,40,80,100,80,0.1,False,6.545,0
scenario440,c1,base,right,left,right,100,100,100,40,20,0,40,0.2,False,3.772,0
scenario441,c1,left,right,base,left,100,100,0,80,100,0,0,0.4,False,5.467,0
scenario442,c2,base,left,right,base,20,100,100,80,80,100,100,0.6,False,2.026,0
scenario443,c1,base,right,left,right,0,80,40,0,0,40,100,1.0,False,6.561,0
scenario444,c1,base,right,left,right,100,100,40,80,60,100,20,0.2,False,27.803,0
scenario445,c2,base,left,right,base,20,100,100,80,80,100,100,0.6,False,1.763,0
scenario446,c1,base,right,left,right,20,100,100,60,80,80,100,0.8,False,3.287,0
scenario447,c2,base,left,right,left,40,20,80,80,80,0,100,0.6,False,3.367,0
scenario448,c4,left,right,right,base,20,100,100,100,60,100,100,0.6,False,3.072,0
scenario449,c2,right,left,base,left,40,60,0,80,60,80,80,0.6,False,2.316,0
scenario450,c2,base,left,right,base,40,100,100,20,60,100,100,0.4,False,1.733,0
scenario451,c2,base,left,right,base,20,80,100,80,100,80,80,0.6,False,2.459,0
scenario452,c2,base,left,right,left,20,100,80,40,100,100,100,0.6,False,4.507,0
scenario453,c4,left,right,right,base,40,100,100,60,60,100,100,0.6,False,2.5,0
scenario454,c2,base,left,right,left,40,0,80,60,80,100,80,0.6,False,3.071,0
scenario455,c4,right,base,left,base,20,80,100,60,80,100,100,0.8,False,4667.918,0
scenario456,c2,base,left,right,base,40,100,100,60,100,80,100,0.6,False,2.292,0
scenario457,c2,base,left,right,base,40,100,100,20,60,100,100,0.4,False,1.629,0
scenario458,c1,base,right,left,right,60,100,100,60,40,80,0,0.4,False,8.011,0
scenario459,c1,left,right,base,right,60,100,20,20,80,80,100,0.2,False,21.66,0
scenario460,c4,right,base,left,base,20,100,100,80,60,100,80,0.6,False,33.223,0
scenario461,c4,right,base,left,right,20,100,80,80,0,80,80,0.4,False,2453.597,0
scenario462,c2,right,base,base,left,40,100,100,80,100,60,100,0.4,False,2.123,0
scenario463,c2,base,left,right,left,40,0,60,40,80,80,100,0.2,False,3.609,0
scenario464,c1,base,left,left,right,40,20,80,60,60,0,100,0.4,False,2.11,0
scenario465,c2,base,left,right,left,40,100,100,80,100,80,40,0.8,False,3.68,0
scenario466,c1,base,right,left,right,60,100,40,20,60,100,100,0.6,False,11.944,0
scenario467,c1,base,right,left,right,20,100,100,0,60,40,100,0.6,True,0.0,1
scenario468,c2,base,left,right,left,0,100,60,20,20,40,100,0.8,False,12.54,0
scenario469,c1,base,right,left,right,20,100,100,0,60,40,100,0.6,False,6.596,0
scenario470,c2,base,left,right,base,0,80,80,20,40,40,100,1.0,False,1.799,0
scenario471,c1,left,right,base,left,60,60,40,0,60,100,100,0.8,False,6.142,0
scenario472,c4,right,base,left,right,40,100,100,100,100,60,60,0.8,False,1.131,0
scenario473,c4,right,base,left,base,20,100,100,80,60,100,80,0.4,False,4036.403,0
scenario474,c2,right,base,base,left,20,20,80,40,40,40,100,0.8,False,2.275,0
scenario475,c2,right,base,base,left,40,60,80,60,80,60,100,0.1,False,2.795,0
scenario476,c4,left,right,right,base,0,80,60,0,20,100,100,0.8,True,0.0,1
scenario477,c4,right,base,left,base,80,100,100,100,40,100,60,1.0,False,2340.94,0
scenario478,c1,base,left,left,right,40,100,100,40,40,0,100,1.0,False,2.097,0
scenario479,c2,right,left,base,left,60,20,80,40,60,20,100,0.4,False,2.314,0
scenario480,c1,left,right,base,right,0,0,100,80,40,100,0,0.6,False,10.961,0
scenario481,c4,left,right,right,base,0,80,60,0,20,100,100,0.8,False,4.675,0
scenario482,c1,left,right,base,left,0,100,100,0,60,40,80,0.4,False,5.376,0
scenario483,c2,base,left,right,base,40,0,80,60,40,100,60,1.0,False,1.905,0
scenario484,c4,right,base,left,right,20,60,100,40,40,80,20,0.1,False,3802.02,0
scenario485,c2,right,base,base,left,40,60,100,60,60,60,80,0.1,False,1.815,0
scenario486,c1,base,left,left,right,0,100,80,20,60,60,100,0.8,False,2.849,0
scenario487,c1,base,right,left,right,0,40,80,0,80,40,100,0.4,False,3.775,0
scenario488,c1,base,right,left,right,40,80,100,0,80,40,100,0.6,False,5.142,0
scenario489,c1,base,right,left,right,0,100,100,0,60,60,100,0.6,False,3.321,0
scenario490,c1,left,right,base,left,0,0,100,100,40,100,0,0.8,False,6.52,0
scenario491,c1,base,left,left,right,60,100,100,60,60,0,100,1.0,False,3.316,0
scenario492,c1,left,right,base,left,40,20,60,60,60,60,80,0.4,False,5.06,0
scenario493,c2,right,base,base,left,40,60,100,60,60,60,80,0.1,False,1.817,0
scenario494,c1,left,right,base,left,20,0,40,100,80,80,60,0.6,False,5.271,0
scenario495,c1,base,right,left,right,0,20,80,80,60,40,100,0.6,False,3.306,0
scenario496,c4,right,base,left,base,20,20,80,80,60,100,0,1.0,False,79.493,0
scenario497,c1,left,right,base,left,20,100,60,0,80,60,100,0.1,False,3.081,0
scenario498,c1,base,left,left,right,0,100,80,60,80,60,100,1.0,False,2.41,0
scenario499,c2,right,left,base,left,0,80,60,20,20,100,80,0.6,False,2.416,0
scenario500,c2,right,left,base,left,20,60,100,20,40,0,40,0.2,False,3.667,0
scenario501,c2,right,left,base,left,20,60,60,0,0,20,80,0.6,False,14.3,0
scenario502,c1,left,right,base,left,0,100,100,0,100,20,100,0.4,False,5.888,0
scenario503,c1,base,left,left,right,20,40,80,0,100,60,100,0.4,False,2.54,0
scenario504,c1,base,right,left,right,0,100,60,0,60,0,100,0.8,False,3.841,0
scenario505,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,True,0.0,1
scenario506,c1,base,right,left,right,80,100,100,40,0,0,40,0.4,False,6.508,0
scenario507,c2,base,left,right,left,100,100,100,40,0,0,40,0.1,False,2672.808,0
scenario508,c1,base,left,left,right,100,60,0,80,100,0,0,0.4,False,2.439,0
scenario509,c4,left,right,right,base,80,100,100,20,80,100,100,0.1,False,4.652,0
scenario510,c2,right,left,base,left,80,100,100,0,80,100,100,0.2,False,2.736,0
scenario511,c2,right,left,base,left,20,100,100,0,80,100,100,0.4,False,3.183,0
scenario512,c1,left,right,base,right,20,100,100,20,80,20,0,0.6,False,27.382,0
scenario513,c1,base,right,left,right,20,80,100,0,40,60,80,0.6,False,2.953,0
scenario514,c2,base,left,right,base,80,100,100,40,80,0,40,0.2,False,1.719,0
scenario515,c1,base,right,left,right,100,100,100,20,80,100,100,0.1,False,5.283,0
scenario516,c1,base,right,left,right,20,100,100,0,60,40,100,0.6,False,3.503,0
scenario517,c2,base,left,right,base,80,100,100,40,80,0,40,0.2,False,1.743,0
scenario518,c1,base,left,left,right,80,100,100,20,80,40,100,0.6,False,1.52,0
scenario519,c2,base,left,right,left,80,100,80,80,80,0,60,0.2,False,4.967,0
scenario520,c2,right,base,base,left,20,80,100,40,80,0,80,1.0,False,2.303,0
scenario521,c2,base,left,right,base,80,100,100,20,80,0,40,0.2,False,1.559,0
scenario522,c2,base,left,right,base,60,80,60,20,80,40,20,0.4,False,1.954,0
scenario523,c4,left,right,right,base,100,20,80,60,100,0,40,0.2,False,4.931,0
scenario524,c2,base,left,right,base,60,100,20,40,60,0,40,0.1,False,1.883,0
scenario525,c2,right,base,base,left,40,100,100,40,100,40,60,0.4,False,5502.379,0
scenario526,c2,base,left,right,base,60,80,100,40,80,40,40,0.2,False,1.969,0
scenario527,c2,base,left,right,base,100,80,20,20,60,0,60,0.4,False,1.928,0
scenario528,c2,base,left,right,base,80,80,100,60,80,0,40,0.4,False,1.773,0
scenario529,c1,base,left,left,right,80,100,100,20,80,40,100,0.6,False,2.271,0
scenario530,c2,base,left,right,left,80,100,80,40,100,0,40,0.4,False,9.756,0
scenario531,c1,base,right,left,right,80,100,100,20,60,0,20,0.2,False,2.961,0
scenario532,c2,base,left,right,base,60,60,100,20,60,60,80,0.1,False,1.541,0
scenario533,c1,left,right,base,right,20,80,100,60,60,0,80,0.6,False,8.565,0
scenario534,c2,base,left,right,base,60,80,20,0,40,0,100,0.1,False,1.631,0
scenario535,c2,base,left,right,base,100,100,0,0,60,0,80,0.4,False,1.922,0
scenario536,c2,right,base,base,left,20,80,100,40,60,20,0,1.0,False,2.437,0
scenario537,c2,base,left,right,left,60,100,60,100,60,0,60,0.2,False,3.452,0
scenario538,c4,right,base,left,base,60,60,80,60,80,0,20,0.4,False,24.593,0
scenario539,c2,base,left,right,base,80,100,20,100,80,20,60,0.2,False,2.262,0
scenario540,c1,left,right,base,right,100,80,100,80,80,0,80,0.4,False,8.343,0
scenario541,c2,base,left,right,base,60,60,100,20,60,60,80,0.1,False,2.369,0
scenario542,c4,right,base,left,base,80,100,0,20,80,0,60,0.4,False,3.516,0
scenario543,c1,left,right,base,right,100,40,100,100,0,0,80,0.2,False,8.162,0
scenario544,c4,right,base,left,right,60,100,0,100,80,0,60,0.2,True,0.0,1
scenario545,c4,left,base,right,base,80,60,100,40,80,20,0,1.0,False,2.289,0
scenario546,c2,base,left,right,base,80,60,20,0,60,20,60,0.2,False,1.653,0
scenario547,c2,right,base,base,left,80,80,40,0,60,0,100,0.6,False,2.626,0
scenario548,c2,right,base,base,left,100,100,100,20,80,0,100,0.1,False,2.308,0
scenario549,c4,left,right,right,base,80,0,60,60,60,0,40,0.6,False,4.91,0
scenario550,c1,left,right,base,right,20,80,100,80,60,0,80,0.6,False,9.834,0
scenario551,c2,right,base,base,left,0,100,80,40,80,0,40,0.2,False,2.951,0
scenario552,c2,base,left,right,base,60,100,20,80,0,0,40,0.2,False,515.355,0
scenario553,c4,right,base,left,right,60,100,0,100,80,0,60,0.2,True,0.0,1
scenario554,c1,left,right,base,right,0,100,80,20,60,0,60,0.1,False,74.541,0
scenario555,c4,left,base,right,base,80,60,100,20,60,80,80,0.1,False,3.225,0
scenario556,c2,base,left,right,left,80,0,0,20,40,40,80,0.4,False,3.572,0
scenario557,c4,right,base,left,base,100,100,0,20,60,100,40,0.4,False,4210.85,0
scenario558,c2,base,left,right,left,60,40,100,100,20,0,60,0.4,False,4.893,0
scenario559,c4,right,base,left,base,80,60,80,20,80,0,0,1.0,False,3.107,0
scenario560,c4,right,base,left,right,80,80,0,60,40,20,40,0.8,False,1.457,0
scenario561,c4,left,base,right,base,80,100,40,20,20,0,100,0.1,False,3.45,0
scenario562,c4,left,base,right,base,40,100,100,80,20,20,60,0.6,False,1.734,0
scenario563,c4,right,base,left,base,40,80,100,40,40,0,60,0.8,False,15.647,0
scenario564,c1,left,right,base,left,60,80,0,100,60,0,80,0.4,False,5.609,0
scenario565,c4,right,base,left,right,60,100,0,100,80,0,60,0.2,False,1.277,0
scenario566,c4,left,right,right,base,80,100,80,0,0,20,100,0.1,False,4.491,0
scenario567,c2,right,base,base,left,40,40,100,100,20,0,60,0.4,False,1.711,0
scenario568,c1,base,left,left,right,60,40,0,0,80,20,60,0.2,False,2.148,0
scenario569,c1,base,right,left,right,60,100,0,100,100,0,60,0.1,False,3.029,0
scenario570,c4,left,base,right,base,80,40,100,20,100,20,40,0.4,False,2.889,0
scenario571,c4,right,base,left,right,60,40,0,100,80,20,40,0.2,True,0.0,1
scenario572,c4,left,right,right,base,40,100,80,100,20,40,80,0.6,False,4.587,0
scenario573,c1,left,right,base,right,20,80,80,40,20,0,60,0.8,False,8.187,0
scenario574,c2,base,left,right,left,60,80,0,80,40,0,80,0.2,False,17.401,0
scenario575,c4,left,right,right,base,100,80,40,40,80,0,60,1.0,False,4.896,0
scenario576,c2,base,left,right,base,20,60,100,40,40,60,80,0.1,False,2.065,0
scenario577,c4,right,base,left,right,0,60,100,80,60,100,80,1.0,False,4585.247,0
scenario578,c1,base,right,left,right,60,100,100,40,0,80,40,0.2,False,3.545,0
scenario579,c1,base,right,left,right,0,100,100,0,40,80,80,0.8,False,8.14,0
scenario580,c2,base,left,right,base,100,80,100,0,60,100,100,0.2,False,1.775,0
scenario581,c4,right,base,left,right,60,100,0,100,60,0,80,0.2,False,1.286,0
scenario582,c1,base,right,left,right,20,80,100,0,20,60,60,0.2,False,4.186,0
scenario583,c4,right,base,left,base,60,100,100,100,80,0,80,0.6,False,2.552,0
scenario584,c2,base,left,right,left,60,100,0,20,80,0,60,0.1,False,3.057,0
scenario585,c1,left,right,base,right,0,60,100,80,60,100,20,1.0,False,9.506,0
scenario586,c1,base,right,left,right,100,60,0,80,100,0,0,0.2,False,6.782,0
scenario587,c4,right,base,left,right,0,60,100,80,80,100,80,0.2,False,6226.372,0
scenario588,c4,right,base,left,right,60,100,100,0,100,100,100,0.1,False,3101.283,0
scenario589,c4,right,base,left,right,60,100,0,100,60,0,80,0.2,True,0.0,1
scenario590,c1,left,right,base,right,60,100,0,60,40,0,60,0.4,False,21.994,0
scenario591,c2,base,left,right,left,60,100,0,100,20,0,100,0.2,False,3.532,0
scenario592,c2,right,base,base,left,40,100,0,80,60,20,80,0.1,False,2.93,0
scenario593,c4,right,base,left,right,60,100,0,100,40,0,80,0.1,False,1.345,0
scenario594,c4,right,base,left,right,80,80,0,100,80,0,80,0.1,True,0.0,1
scenario595,c4,right,base,left,right,60,100,0,80,40,0,100,0.8,True,0.0,1
scenario596,c2,right,left,base,left,80,100,0,100,0,20,100,0.2,False,3.586,0
scenario597,c2,base,left,right,left,60,80,0,100,100,60,100,0.8,False,11.208,0
scenario598,c4,right,base,left,base,80,0,0,100,60,0,80,0.4,False,4566.684,0
scenario599,c4,left,base,right,base,80,80,0,100,40,0,80,0.2,False,3.56,0
scenario600,c1,base,left,left,right,60,80,20,80,60,20,80,0.4,False,1.913,0
scenario601,c4,right,base,left,right,60,100,0,100,60,0,80,0.2,True,0.0,1
scenario602,c1,left,right,base,right,100,80,0,100,20,20,100,0.1,False,126.212,0
scenario603,c2,right,base,base,left,80,60,0,100,80,20,80,0.1,False,2.193,0
scenario604,c4,right,base,left,base,100,20,0,60,60,20,60,0.6,False,3188.139,0
scenario605,c2,right,left,base,left,80,100,0,100,0,20,80,0.1,False,4.422,0
scenario606,c2,base,left,right,left,80,20,0,80,80,40,100,0.8,False,3.212,0
scenario607,c4,right,base,left,right,60,80,20,100,40,20,80,0.6,False,1.256,0
scenario608,c4,right,base,left,right,60,100,0,40,40,20,60,0.2,False,1.413,0
scenario609,c4,right,base,left,right,60,60,80,100,80,60,100,0.6,True,0.0,1
scenario610,c2,base,left,right,left,80,100,20,100,40,20,0,0.4,False,5.289,0
scenario611,c4,right,base,left,base,100,0,20,0,60,20,100,0.4,False,5411.035,0
scenario612,c4,left,right,right,base,40,100,20,100,80,80,80,0.6,True,0.0,1
scenario613,c4,right,base,left,right,60,100,0,100,60,0,80,0.2,True,0.0,1
scenario614,c1,base,right,left,right,0,0,20,20,60,60,60,0.6,False,4.529,0
scenario615,c4,right,base,left,right,80,0,80,60,60,20,40,0.1,False,1.13,0
scenario616,c2,base,left,right,left,60,100,0,40,80,40,60,0.1,False,12.992,0
scenario617,c1,base,left,left,right,100,60,0,100,40,20,0,0.2,False,2.679,0
scenario618,c4,left,base,right,base,100,0,0,60,60,20,40,0.6,False,4.306,0
scenario619,c4,right,base,left,right,60,100,0,20,40,100,60,0.4,False,8880.188,0
scenario620,c1,base,right,left,right,100,20,20,60,40,40,60,0.6,False,6.589,0
scenario621,c2,base,left,right,base,60,80,20,100,20,0,80,0.4,False,1.727,0
scenario622,c4,right,base,left,base,100,0,20,0,80,20,100,0.2,False,6348.365,0
scenario623,c4,right,base,left,right,80,20,0,80,80,40,100,0.8,True,0.0,1
scenario624,c2,right,left,base,left,100,40,100,100,0,0,40,0.6,False,3.717,0
scenario625,c4,right,base,left,right,60,100,0,100,60,0,80,0.2,True,0.0,1
scenario626,c4,right,base,left,right,60,100,20,80,60,0,100,0.1,False,1.314,0
scenario627,c4,right,base,left,base,0,0,40,20,60,60,60,1.0,False,4266.917,0
scenario628,c1,base,right,left,right,100,0,0,80,40,60,40,1.0,False,2.973,0
scenario629,c2,base,left,right,base,0,20,40,60,60,40,60,0.4,False,2.32,0
scenario630,c4,right,base,left,base,100,0,20,20,100,20,100,0.2,False,3293.43,0
scenario631,c1,left,right,base,left,100,40,0,100,40,40,0,0.8,False,6.584,0
scenario632,c2,right,base,base,left,100,0,0,60,80,20,20,0.1,False,2.319,0
scenario633,c4,right,base,left,base,100,0,20,20,80,20,100,0.2,False,4075.877,0
scenario634,c4,right,base,left,right,60,100,0,40,60,40,60,0.2,False,1.477,0
scenario635,c1,left,right,base,right,100,20,60,0,60,60,80,0.6,False,17.629,0
scenario636,c1,base,right,left,right,60,80,0,100,40,60,80,0.2,False,3.69,0
scenario637,c4,right,base,left,right,60,100,0,100,60,0,80,0.2,False,1.294,0
scenario638,c4,right,base,left,base,60,100,80,40,0,100,60,0.2,False,4238.468,0
scenario639,c4,right,base,left,base,0,20,40,0,80,80,80,1.0,False,6423.175,0
scenario640,c2,right,base,base,left,40,80,0,40,40,40,0,0.1,False,2.362,0
scenario641,c4,right,base,left,base,80,20,20,60,60,40,100,1.0,False,4702.587,0
scenario642,c1,base,left,left,right,60,0,0,80,60,0,60,0.1,False,2.746,0
scenario643,c2,right,left,base,left,60,100,0,0,40,0,100,0.1,False,2.678,0
scenario644,c4,left,right,right,base,0,40,40,100,60,40,40,0.2,True,0.0,1
