instances,feature_timeofday,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,visibility,roadsurface,vehiclestability,pathinteraction,probability,feature_startego,feature_goalego,feature_startother,feature_goalother,collision,min_ttc,algo_safety
scenario174,30,60,20,20,0,80,0.6,100,0,20,60,60,c4,1e-05,1,2,2,0,0,2.080034847061523,0
scenario175,-90,20,20,0,100,40,0.2,80,20,20,60,80,c1,1e-05,1,2,0,2,0,1.231763421829043,0
scenario176,-30,60,100,80,0,0,0.8,100,0,20,60,80,c2,1e-05,2,0,0,1,1,9999.0,1
scenario177,-90,60,40,80,0,0,0.8,80,20,20,60,80,c4,1e-05,2,0,1,2,0,1.932775400099184,0
scenario178,30,20,80,0,0,100,0.6,40,60,20,60,100,c1,1e-05,1,2,0,1,0,3.4883388495792813,0
scenario179,-60,0,20,0,20,0,0.8,80,20,20,60,100,c2,1e-05,0,1,2,1,0,4.1552088989688905,0
scenario180,30,80,80,0,100,40,0.6,80,20,20,60,100,c4,1e-05,1,0,2,0,0,2.6101290382529165,0
scenario181,90,20,100,40,0,80,0.8,0,100,20,80,0,c1,1e-05,0,1,1,2,0,2.9076743299135424,0
scenario182,-90,40,80,60,100,60,0.6,60,40,20,80,0,c2,1e-05,0,1,2,0,0,3.0942793123143155,0
scenario183,0,40,40,0,40,80,0.6,0,100,20,80,0,c4,1e-05,2,0,1,0,0,9999.0,0
scenario184,-30,80,60,20,80,40,0.6,100,0,20,80,20,c1,1e-05,0,2,1,2,0,2.6009864153461923,0
scenario185,-90,20,80,20,60,100,0.6,20,80,20,80,20,c2,1e-05,2,1,0,1,0,0.6702485692822174,0
scenario186,-90,40,100,80,0,80,0.4,40,60,20,80,20,c4,1e-05,1,2,2,0,0,1.058162804144036,0
scenario187,-60,60,60,40,60,40,0.6,60,40,20,80,40,c1,1e-05,1,2,0,2,0,2.1505074982955183,0
scenario188,60,20,60,40,0,80,0.4,60,100,20,80,40,c2,1e-05,2,0,0,1,0,0.5826726045119096,0
scenario189,60,20,80,20,60,40,0.6,40,0,20,80,40,c4,1e-05,2,0,1,2,0,2.77665909202764,0
scenario190,-90,60,20,20,100,0,0.6,20,80,20,80,60,c1,1e-05,1,2,0,1,0,9999.0,0
scenario191,30,60,80,20,60,0,0.6,20,80,20,80,60,c2,1e-05,0,1,2,1,0,4.684513907270657,0
scenario192,60,20,100,20,60,0,0.6,0,100,20,80,60,c4,1e-05,1,0,2,0,0,9999.0,0
scenario193,90,20,60,0,40,0,0.8,0,100,20,80,80,c1,1e-05,0,1,1,2,0,2.1306647745590515,0
scenario194,0,80,80,20,40,40,0.8,40,60,20,80,80,c2,1e-05,0,1,2,0,0,3.71568481419854,0
scenario195,60,40,20,20,40,0,0.8,100,0,20,80,80,c4,1e-05,2,0,1,0,0,2.1789968290124944,0
scenario196,-90,20,20,60,0,80,0.8,0,100,20,80,100,c1,1e-05,0,2,1,2,0,2.8768626192865674,0
scenario197,-60,40,20,20,40,80,0.8,0,100,20,80,100,c2,1e-05,2,1,0,1,0,9999.0,0
scenario198,90,60,100,0,0,0,0.6,0,100,20,80,100,c4,1e-05,1,2,2,0,0,9999.0,0
scenario199,-60,80,40,60,0,80,0.6,40,60,20,100,0,c1,1e-05,1,2,0,2,0,1.4508565615125888,0
scenario200,60,20,40,40,40,0,0.8,40,60,20,100,0,c2,1e-05,2,0,0,1,0,1.5056320106936447,0
scenario201,-30,60,80,20,0,60,0.4,100,0,20,100,0,c4,1e-05,2,0,1,2,0,1.4700373829195956,0
