Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,timeofday,startego
Z_{1},-0.3355,0.1635,-0.1642,-0.1163,-0.9837,0.0093,0.0073,-0.3016,0.1504,-0.0849,0.0825,0.0586,0.9678
Z_{2},-0.7897,-0.164,0.0013,0.0679,1.0736,-0.0725,-0.0342,0.206,-1.1608,-0.0855,-0.1087,-0.018,0.0231
