instances,pathinteraction,feature_goalego,feature_windintensity,feature_roadfriction,feature_fogdistance,feature_startother,feature_precipitationdeposits,feature_cloudiness,feature_fogdensity,feature_goalother,feature_precipitation,feature_wetness,feature_timeofday,feature_startego,collision,min_ttc,algo_safety
scenario142,c1,2,40,0.2,40,1,100,60,40,1,100,60,0,1,0,1.012617698129487,0
scenario143,c2,1,60,0.1,80,3,0,40,80,0,20,80,-30,0,0,1.8799562495006832,0
scenario144,c1,1,40,0.4,40,2,100,80,60,2,100,100,90,0,0,3.4613737325669724,0
scenario145,c4,0,40,1.0,60,2,40,60,40,0,80,40,60,2,0,2.487359624928476,0
scenario146,c2,1,60,0.4,100,1,100,100,20,1,40,60,-30,2,0,4.4774210798922285,0
scenario147,c2,0,40,1.0,40,1,20,80,60,1,20,100,90,2,0,2.9461698184019305,0
scenario148,c2,1,100,0.4,80,1,80,80,40,1,80,80,0,2,0,5.096174466372673,0
scenario149,c2,1,60,0.2,20,1,80,20,100,1,20,20,30,2,0,3.462886172389405,0
scenario150,c2,1,0,0.2,40,1,20,60,0,1,20,20,-60,2,0,5.255468664890795,0
scenario151,c2,0,60,0.2,0,1,40,60,80,1,60,80,60,2,0,3.522540300850895,0
scenario152,c2,0,60,0.1,100,1,40,40,0,1,60,80,90,2,0,3.1080489626771883,0
scenario153,c4,0,40,0.6,40,2,80,40,40,2,80,20,30,2,0,1.2381466113094783,0
scenario154,c2,1,80,0.4,20,1,60,20,20,1,80,80,0,2,0,3.296455504024523,0
scenario155,c1,2,80,0.8,20,2,40,60,80,2,0,40,30,0,0,4.493538957787069,0
scenario156,c4,0,40,0.8,60,2,60,60,100,0,20,60,0,2,0,1.918609746159997,0
scenario157,c4,0,40,0.6,20,2,60,80,0,2,0,100,-90,2,0,0.9243240198639956,0
scenario158,c1,2,100,0.1,80,1,20,40,60,1,60,80,90,1,0,0.9885204686202308,0
scenario159,c2,0,60,0.2,60,1,40,40,40,1,0,100,90,2,0,2.5717130079235906,0
scenario160,c2,1,100,1.0,20,1,20,0,60,1,80,80,-30,2,0,4.604119565136659,0
scenario161,c2,1,80,0.1,40,1,20,100,40,1,40,80,0,2,0,2.950621942859978,0
scenario162,c4,0,40,0.2,20,3,100,0,100,0,80,60,-30,1,0,2.583082189610121,0
scenario163,c4,0,20,0.8,0,2,0,100,20,0,80,100,90,2,0,2.580771006559134,0
scenario164,c2,0,20,0.8,0,1,40,80,60,1,60,20,60,2,0,3.3124162772291736,0
scenario165,c1,2,80,0.8,60,2,0,60,60,2,20,60,60,0,0,2.935159561329367,0
scenario166,c2,1,0,0.6,100,1,60,40,100,1,100,40,-60,2,0,6.914359808923845,0
scenario167,c1,2,0,0.8,40,2,80,0,80,2,0,20,-30,0,0,3.478677780129129,0
scenario168,c1,2,60,1.0,40,2,60,80,60,2,40,80,30,0,0,3.8651686149478017,0
scenario169,c4,2,60,1.0,60,3,60,20,100,0,100,40,-30,1,0,3.4313449737020933,0
scenario170,c1,1,60,0.8,40,2,60,40,20,2,100,80,60,0,0,3.053698066305733,0
scenario171,c4,0,0,0.8,40,3,80,0,100,0,80,40,60,1,0,2.919622067326801,0
scenario172,c2,1,60,0.4,20,1,60,80,0,1,0,60,30,2,0,4.816329838658002,0
scenario173,c4,2,40,0.6,100,3,60,0,20,0,80,40,-90,1,0,4.757468842071099,0
scenario174,c1,2,40,0.4,100,1,100,60,20,1,40,40,0,1,0,1.2104060498347626,0
scenario175,c2,1,80,0.8,20,3,0,80,20,0,60,20,-90,0,0,1.826939181970144,0
scenario176,c4,0,100,0.6,80,3,0,60,40,0,60,20,30,1,0,2.9631828490406686,0
scenario177,c2,0,80,0.6,80,1,40,0,0,1,60,0,60,2,0,4.036675610970565,0
scenario178,c1,2,20,0.6,40,0,60,0,20,2,0,60,90,1,0,3.624736466975029,0
scenario179,c1,2,40,0.6,100,2,60,0,100,2,40,20,-60,0,1,0.0,1
scenario180,c1,2,80,0.1,40,2,0,60,0,2,20,40,60,0,0,2.72756587359565,0
scenario181,c1,2,60,0.8,100,2,20,60,60,2,80,20,90,0,0,3.784158365312336,0
scenario182,c4,0,20,0.6,60,2,0,80,100,0,60,60,0,2,0,2.2052944757684614,0
scenario183,c4,0,60,0.8,0,3,80,100,60,0,20,0,-90,1,0,3.457693517804363,0
scenario184,c4,0,0,0.6,60,2,20,40,60,0,0,20,30,2,0,2.5935646581093508,0
scenario185,c1,1,40,0.2,80,2,60,100,80,2,60,20,60,0,0,3.402720301440928,0
scenario186,c2,0,100,0.2,0,1,80,100,0,1,80,40,0,2,0,3.763080792944534,0
scenario187,c1,2,0,0.2,20,2,80,0,40,2,80,100,90,0,0,2.619407658811075,0
scenario188,c1,2,0,1.0,60,2,20,20,20,2,40,20,30,0,0,2.6255559223352525,0
scenario189,c1,2,100,0.2,100,2,80,100,60,2,100,100,0,0,0,3.727172297518393,0
scenario190,c4,0,0,1.0,80,3,100,0,60,0,100,60,-60,1,0,2.032326764638187,0
scenario191,c4,0,40,1.0,60,2,0,60,40,0,0,60,-30,2,0,2.7819001775030805,0
scenario192,c1,2,40,1.0,100,2,80,80,60,2,60,40,0,0,0,3.879193146251971,0
scenario193,c2,1,60,1.0,80,3,80,60,100,1,60,100,-90,0,0,2.9309586412042425,0
scenario194,c1,2,0,1.0,100,2,40,80,40,2,100,40,30,0,0,2.5906262375845794,0
scenario195,c2,1,20,0.2,0,1,20,40,40,1,80,80,-60,2,0,3.4774454737557616,0
scenario196,c2,1,80,0.4,0,1,80,60,80,1,20,60,0,2,0,3.667384333219084,0
scenario197,c1,2,0,0.8,80,2,40,80,100,2,80,0,60,0,0,2.059188237292064,0
scenario198,c1,2,20,0.2,0,1,100,40,20,1,80,80,90,1,0,0.9909306401559717,0
scenario199,c2,0,0,0.6,100,1,40,60,60,1,80,60,-60,2,0,3.665207860426742,0
scenario200,c2,1,80,0.6,60,1,40,40,60,1,60,20,30,2,0,2.432605302242201,0
scenario201,c4,0,100,0.6,60,3,100,0,80,0,20,40,-60,1,0,2.1726505306526454,0
scenario202,c1,2,0,0.4,0,1,20,20,20,1,40,100,30,1,0,1.0114238104218576,0
scenario203,c2,1,60,0.6,20,1,60,60,80,1,80,20,30,2,0,2.221328263476877,0
scenario204,c1,2,20,0.8,100,2,40,0,80,2,60,100,-90,0,0,2.0979787059198265,0
scenario205,c4,0,100,0.1,0,3,80,100,80,0,100,80,-60,1,0,2.5680749163801333,0
scenario206,c4,0,60,0.2,80,2,0,20,60,2,80,20,-30,2,0,1.0665643468584705,0
scenario207,c2,1,100,0.4,80,3,60,100,60,1,0,0,-30,0,0,3.090493336842531,0
scenario208,c4,0,60,1.0,60,3,0,0,40,0,80,0,-90,1,0,2.63133779802182,0
scenario209,c4,2,60,1.0,60,3,60,20,60,0,0,0,60,1,0,3.920286224064128,0
scenario210,c4,0,0,0.1,20,3,40,0,0,0,40,20,0,1,0,2.266353064220762,0
scenario211,c4,2,100,1.0,60,3,20,60,20,0,60,80,30,1,0,4.047759016265182,0
scenario212,c1,2,20,0.2,80,0,60,0,40,2,60,40,-90,1,0,3.394451398639424,0
scenario213,c4,0,40,0.1,40,3,60,20,80,0,20,40,-90,1,0,2.669523119900587,0
scenario214,c1,2,20,0.6,40,1,100,20,80,1,80,40,-90,1,1,0.0,1
scenario215,c2,1,40,0.2,20,1,20,20,80,1,100,100,-60,2,0,5.454169895150471,0
scenario216,c2,0,80,0.1,0,1,60,100,60,1,60,0,-90,2,0,3.3218297736693745,0
scenario217,c2,1,40,0.2,60,1,60,100,80,1,100,40,0,2,0,2.5572509748922507,0
scenario218,c4,0,80,0.2,80,3,60,20,80,0,20,0,60,1,0,2.6890270805915217,0
scenario219,c2,1,60,0.4,0,1,60,0,0,1,40,20,-60,2,0,4.829036037376322,0
scenario220,c4,0,60,0.8,100,3,20,0,100,0,40,100,-30,1,0,3.1115528288206704,0
scenario221,c2,1,100,0.1,0,3,40,0,0,0,60,80,-30,0,0,1.57197175909085,0
scenario222,c2,1,60,1.0,100,1,0,20,40,1,0,0,30,2,0,3.9991819818316094,0
scenario223,c4,2,100,0.8,60,3,0,40,0,0,40,0,0,1,0,7.073626414834041,0
scenario224,c4,0,0,0.6,100,2,80,80,0,0,0,0,-90,2,0,3981.2213773074272,0
scenario225,c1,1,0,0.1,0,2,80,60,80,2,60,40,30,0,0,3.193077473024075,0
scenario226,c4,0,80,0.4,40,3,60,100,60,0,0,0,60,1,0,1.898284748133593,0
scenario227,c2,1,100,1.0,20,3,40,80,60,1,20,40,0,0,0,3.235974367559232,0
scenario228,c4,0,80,0.4,20,3,20,20,20,0,60,20,-30,1,0,3.6703493014014943,0
scenario229,c4,0,60,1.0,20,2,0,40,40,0,20,60,0,2,0,2.824903338880155,0
scenario230,c4,0,40,0.4,0,2,0,40,80,2,0,100,90,2,0,1.2543300600366407,0
scenario231,c2,1,60,0.1,40,1,60,100,0,1,20,20,-60,2,0,2.944228468671991,0
scenario232,c4,2,80,0.2,40,3,100,60,100,0,0,0,60,1,0,4.47222838793439,0
scenario233,c2,1,60,0.4,0,3,0,20,100,1,100,20,30,0,0,1.9303299058947176,0
scenario234,c1,2,60,0.1,60,2,100,0,60,2,60,20,-60,0,0,3.755383496639352,0
scenario235,c4,0,100,0.2,100,3,100,40,20,0,40,20,90,1,0,2.774614222630101,0
scenario236,c2,1,20,1.0,0,1,80,20,40,1,0,60,60,2,0,2.703377042308783,0
scenario237,c2,1,40,0.4,100,3,0,40,60,0,20,60,90,0,0,1.664045122427693,0
scenario238,c1,2,100,1.0,0,2,60,100,100,2,40,40,-30,0,0,4.914819940699188,0
scenario239,c1,1,20,0.2,100,2,100,80,100,2,80,60,0,0,0,2.2501296928586867,0
scenario240,c2,0,40,0.2,80,1,40,80,40,1,40,40,0,2,0,3.6912377402055614,0
scenario241,c1,2,100,1.0,0,2,20,80,20,2,20,60,-30,0,0,3.218760429391602,0
scenario242,c2,1,0,1.0,60,3,60,0,20,0,100,100,-60,0,0,1341.8733702555076,0
scenario243,c2,1,100,1.0,100,1,100,40,80,1,20,100,-30,2,0,1.842332769585989,0
scenario244,c2,0,80,0.4,100,1,20,100,80,1,60,80,-90,2,0,4.543576644325365,0
scenario245,c2,1,100,0.6,20,1,20,40,0,1,20,20,30,2,0,3.877811390789587,0
scenario246,c1,2,0,0.6,20,2,100,60,0,2,40,40,30,0,1,0.0,1
scenario247,c2,1,0,0.4,40,3,100,80,80,0,80,0,0,0,0,1.5608739927245767,0
scenario248,c2,1,40,0.2,60,1,20,20,0,1,100,80,90,2,0,6.697535490218945,0
scenario249,c4,0,20,0.2,80,2,100,40,60,2,60,20,-30,2,0,1.018396228481151,0
scenario250,c2,1,0,0.1,60,1,60,100,60,1,40,0,-30,2,0,3.4518006288142176,0
scenario251,c2,0,60,0.4,60,1,20,100,80,1,40,40,0,2,0,2.3364722088301586,0
scenario252,c1,2,40,0.8,20,2,0,20,20,2,0,40,90,0,1,0.0,1
scenario253,c4,2,0,0.6,60,3,20,0,60,0,40,80,-30,1,0,4.326512600910164,0
scenario254,c4,0,20,1.0,20,3,40,20,100,0,0,0,30,1,0,2.603319669088036,0
scenario255,c1,2,40,1.0,0,1,0,60,20,1,40,100,-30,1,0,1.071532738256036,0
scenario256,c1,2,0,0.8,20,2,80,80,80,2,0,80,-90,0,0,4.238881782576501,0
scenario257,c4,0,40,1.0,0,3,40,20,40,0,80,0,-90,1,0,2.242543276478345,0
scenario258,c2,0,0,1.0,60,1,40,80,100,1,100,20,-30,2,0,2.505104639071888,0
scenario259,c1,2,60,0.2,60,2,40,0,60,2,0,40,0,0,0,2.189352546984819,0
scenario260,c2,1,80,0.4,40,3,0,0,40,0,80,20,-30,0,0,1.871672719423694,0
scenario261,c4,0,80,0.6,20,3,60,40,60,0,20,60,30,1,0,2.2909850391731195,0
scenario262,c2,1,80,0.2,0,3,60,80,20,1,0,0,-60,0,0,2.244173080828476,0
scenario263,c1,2,100,1.0,0,0,100,20,60,2,100,80,60,1,0,3.575588228938518,0
scenario264,c2,1,40,0.2,0,3,60,100,60,0,80,80,-60,0,0,1.824262986693232,0
scenario265,c4,0,0,1.0,60,3,80,100,100,0,20,20,30,1,0,2.414546890364932,0
scenario266,c2,0,40,0.2,100,1,60,40,20,1,20,40,90,2,0,4.711998549107457,0
scenario267,c2,1,20,0.8,80,1,20,40,20,1,100,0,60,2,0,4.657907734660365,0
scenario268,c2,1,100,0.4,40,1,100,0,20,1,80,100,30,2,0,4.689996883177994,0
scenario269,c1,2,60,0.2,60,2,40,100,60,2,60,0,60,0,0,1.7758826686246851,0
scenario270,c1,1,100,1.0,20,2,100,40,20,2,40,80,30,0,0,1.8845019223526207,0
scenario271,c1,2,80,0.6,0,2,0,100,0,2,0,40,-30,0,0,3.084175168399056,0
scenario272,c4,0,100,0.4,80,3,100,80,80,0,0,100,-90,1,1,0.0,1
scenario273,c1,2,100,0.6,60,2,80,100,40,2,60,80,-60,0,0,2.2910352885941045,0
scenario274,c4,0,40,0.6,0,3,0,0,0,0,0,20,-30,1,0,2.599769021336778,0
scenario275,c1,2,20,0.6,60,2,100,60,60,2,60,40,30,0,0,2.652458662655868,0
scenario276,c2,1,60,0.1,60,1,40,80,20,1,0,80,0,2,0,4.307764829450951,0
scenario277,c1,2,80,0.1,100,2,40,60,0,2,100,60,0,0,0,3.085681916346013,0
