Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
Z_{1},0.0398,0.0977,-0.1392,0.1883,-0.0723,0.307,-0.2667,0.5543,-0.5036,0.5697,0.0012,-0.8908,0.6585
Z_{2},-0.0593,0.0265,0.1491,0.2438,0.027,-0.1465,0.2048,0.6581,-0.6558,-0.0463,-0.0761,0.1872,-0.1085
