Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
Z_{1},0.0641,0.0826,-0.1624,0.2078,-0.0594,0.3823,-0.2976,0.5446,-0.5146,0.3852,0.1896,-0.899,0.6773
Z_{2},-0.055,0.0262,0.1372,0.2495,0.0394,-0.1424,0.1969,0.6421,-0.6465,-0.0189,-0.0943,0.156,-0.1406
