instances,feature_timeofday,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,visibility,roadsurface,vehiclestability,pathinteraction,probability,feature_startego,feature_goalego,feature_startother,feature_goalother,collision,min_ttc,algo_safety
scenario1,-60,20,40,60,0,0,0.8,20,80,0,0,0,c1,1e-05,0,1,1,2,1,1.1666346824921037,1
scenario2,90,40,100,80,0,80,0.4,100,0,0,0,0,c2,1e-05,0,1,2,0,0,4.08729831602458,0
scenario3,60,20,60,0,80,100,0.1,0,100,0,0,0,c4,1e-05,2,0,1,0,0,4.163305711894992,0
scenario4,-90,60,40,40,100,60,0.6,100,0,0,0,20,c1,1e-05,0,2,1,2,0,2.037327514011948,0
scenario5,90,60,40,0,0,0,0.8,20,80,0,0,20,c2,1e-05,2,1,0,1,0,1.037954871228374,0
scenario6,-90,0,100,0,100,60,0.6,0,100,0,0,20,c4,1e-05,1,2,2,0,1,9999.0,1
scenario7,-60,80,100,0,0,80,0.4,80,20,0,0,40,c1,1e-05,1,2,0,2,0,0.8443734253772228,0
scenario8,60,40,20,20,100,40,0.6,100,0,0,0,40,c2,1e-05,2,0,0,1,0,1.249461778074756,0
scenario9,-30,60,20,0,0,100,0.2,20,80,0,0,40,c4,1e-05,2,0,1,2,0,2.412356590146992,0
scenario10,90,20,20,0,0,100,0.6,80,20,0,0,60,c1,1e-05,1,2,0,1,1,9999.0,1
scenario11,30,40,80,80,20,40,0.8,40,60,0,0,60,c2,1e-05,0,1,2,1,0,4.345593147902646,0
scenario12,60,40,100,0,0,0,0.4,80,20,0,0,60,c4,1e-05,1,0,2,0,0,2.9074885962122834,0
scenario13,-30,20,20,20,100,0,0.6,0,100,0,0,80,c1,1e-05,0,1,1,2,0,1.1362970785826052,0
scenario14,-30,60,20,100,0,100,0.1,60,40,0,0,80,c2,1e-05,0,1,2,0,0,4.012724108474015,0
scenario15,90,80,40,60,100,40,0.6,20,80,0,0,80,c4,1e-05,2,0,1,0,0,3.863329357471853,0
scenario16,-90,40,100,100,0,80,0.4,100,0,0,0,100,c1,1e-05,0,2,1,2,0,2.9205250279378068,0
scenario17,-30,60,40,0,0,0,0.8,100,0,0,0,100,c2,1e-05,2,1,0,1,1,9999.0,1
scenario18,-90,20,20,0,0,100,0.1,80,20,0,0,100,c4,1e-05,1,2,2,0,0,1.725314048333627,0
scenario19,0,60,100,0,0,40,0.8,0,100,0,20,0,c1,1e-05,1,2,0,2,0,2112.280069989452,0
scenario20,-30,20,100,0,80,40,0.6,80,20,0,20,0,c2,1e-05,2,0,0,1,1,9999.0,1
scenario21,-90,20,20,20,80,60,0.6,40,60,0,20,0,c4,1e-05,2,0,1,2,0,2.7068132229818125,0
scenario22,60,80,40,0,0,100,0.1,0,100,0,20,20,c1,1e-05,1,2,0,1,0,3.5261330915991334,0
scenario23,-30,20,80,40,0,80,0.4,20,0,0,20,20,c2,1e-05,0,1,2,1,0,3.942081559362836,0
