instances,feature_cloudiness,feature_windintensity,feature_precipitation,feature_precipitationdeposits,feature_wetness,feature_roadfriction,feature_fogdensity,feature_fogdistance,visibility,roadsurface,vehiclestability,pathinteraction,probability,feature_startego,feature_goalego,feature_startother,feature_goalother,collision,min_ttc,algo_safety
scenario1,20,40,0,0,0,0.8,0,100,0,0,0,c1,0.05918,1,2,0,1,0,3508.0608920465947,0
scenario2,20,100,0,0,80,0.4,80,20,0,0,0,c2,0.00204,0,1,2,0,0,4.115036883889047,0
scenario3,20,100,0,0,100,0.2,0,100,0,0,0,c4,0.00144,2,0,1,2,0,0.9955802465000638,0
scenario4,60,20,0,0,0,0.8,80,20,0,0,20,c1,0.00135,1,2,0,2,0,2.7129456350946564,0
scenario5,20,40,0,100,40,0.6,0,100,0,0,20,c2,0.00126,2,0,0,1,0,2.4466015367576457,0
scenario6,60,20,0,0,80,0.4,0,100,0,0,20,c4,0.00137,1,0,2,0,0,9999.0,0
scenario7,80,100,0,0,0,0.8,0,100,0,0,40,c1,0.00128,0,2,1,2,0,9999.0,0
scenario8,40,100,0,0,0,0.8,80,20,0,0,40,c2,0.00219,0,1,2,1,0,2.9804787865952385,0
scenario9,20,100,0,40,40,0.8,0,100,0,0,40,c4,0.00266,1,2,2,0,0,9999.0,0
scenario10,80,20,0,0,0,0.8,0,100,0,0,60,c1,0.00158,0,1,1,2,0,5816.989185152935,0
scenario11,20,20,0,40,40,0.8,0,100,0,0,60,c2,0.00265,2,1,0,1,0,9999.0,0
scenario12,20,100,20,0,0,0.8,0,100,0,0,60,c4,0.00126,2,0,1,0,0,3.2542137227292014,0
scenario13,60,60,0,20,40,0.8,0,100,0,0,80,c1,0.00269,1,2,0,1,0,1054.7397741034804,0
scenario14,20,40,0,0,80,0.4,80,20,0,0,80,c2,0.00154,0,1,2,0,0,3.706275538984003,0
scenario15,20,40,0,0,100,0.2,0,100,0,0,80,c4,0.00172,2,0,1,2,0,0.8132839998540622,0
scenario16,20,80,0,20,40,0.8,80,20,0,0,100,c1,0.00127,1,2,0,2,0,2.9143940406593445,0
scenario17,60,80,0,0,80,0.4,0,100,0,0,100,c2,0.0013,2,0,0,1,0,9999.0,0
scenario18,20,60,0,0,0,0.8,80,20,0,0,100,c4,0.00424,1,0,2,0,1,0.0,1
scenario19,20,60,0,60,40,0.6,0,100,0,20,0,c1,0.00219,0,2,1,2,0,9999.0,0
scenario20,60,60,0,0,0,0.8,0,100,0,20,0,c2,0.01783,0,1,2,1,0,3.375238770424556,0
scenario21,60,40,0,60,40,0.6,0,100,0,20,0,c4,0.00135,1,2,2,0,0,9999.0,0
scenario22,20,100,0,80,40,0.6,0,100,0,20,20,c1,0.00127,0,1,1,2,0,8.404729133237707,0
scenario23,60,100,0,20,40,0.8,0,100,0,20,20,c2,0.00268,2,1,0,1,0,9999.0,0
scenario24,20,60,0,20,40,0.8,0,100,0,20,20,c4,0.00733,2,0,1,0,0,3.40603248390719,0
scenario25,20,20,0,0,0,0.8,80,20,0,20,40,c1,0.00351,1,2,0,1,0,2.367948634580104,0
scenario26,60,20,0,20,40,0.8,0,100,0,20,40,c2,0.00291,0,1,2,0,0,2.582521363323037,0
scenario27,60,60,0,0,0,0.8,80,20,0,20,40,c4,0.00155,2,0,1,2,1,0.0,1
scenario28,20,80,0,0,20,0.8,0,100,0,20,60,c1,0.00188,1,2,0,2,0,8815.33472163203,0
scenario29,20,20,0,0,80,0.4,0,100,0,20,60,c2,0.00427,2,0,0,1,0,3.622347988853359,0
scenario30,20,80,0,0,80,0.4,0,100,0,20,60,c4,0.00386,1,0,2,0,0,9999.0,0
scenario31,40,20,0,0,0,0.8,0,100,0,20,80,c1,0.0208,0,2,1,2,0,6240.523619552675,0
scenario32,40,80,0,0,0,0.8,0,100,0,20,80,c2,0.01813,0,1,2,1,0,4.398278374101792,0
scenario33,20,20,0,0,20,0.8,0,100,0,20,80,c4,0.00169,1,2,2,0,0,9999.0,0
scenario34,40,40,0,0,80,0.4,0,100,0,20,100,c1,0.00145,0,1,1,2,0,0.7938670559626273,0
scenario35,20,20,20,0,0,0.8,0,100,0,20,100,c2,0.00167,2,1,0,1,0,3.6791301396361353,0
scenario36,20,20,0,80,40,0.6,0,100,0,20,100,c4,0.00135,2,0,1,0,0,2.067004036714533,0
scenario37,20,60,20,0,0,0.8,0,100,0,40,0,c1,0.00135,1,2,0,1,0,916.0241563686023,0
scenario38,40,40,0,20,40,0.8,0,100,0,40,0,c2,0.0032,0,1,2,0,0,2.512673861522413,0
scenario39,40,80,0,20,40,0.8,0,100,0,40,0,c4,0.00287,2,0,1,2,1,0.0,1
scenario40,40,40,0,0,0,0.8,80,20,0,40,20,c1,0.00165,1,2,0,2,0,2.3690741213206192,0
scenario41,20,40,0,40,40,0.6,0,100,0,40,20,c2,0.00141,2,0,0,1,0,8136.522478855924,0
scenario42,40,100,0,0,80,0.4,0,100,0,40,20,c4,0.00128,1,0,2,0,0,9999.0,0
scenario43,60,100,0,0,0,0.8,0,100,0,40,40,c1,0.01753,0,2,1,2,0,9999.0,0
scenario44,20,80,0,40,40,0.6,0,100,0,40,40,c2,0.00131,0,1,2,1,0,5.400320725130795,0
scenario45,20,80,0,0,0,0.8,80,20,0,40,40,c4,0.00605,1,2,2,0,1,0.0,1
scenario46,20,60,0,0,80,0.4,0,100,0,40,60,c1,0.00365,0,1,1,2,0,3.0499910741679934,0
scenario47,20,20,0,60,40,0.6,0,100,0,40,60,c2,0.00281,2,1,0,1,0,9999.0,0
scenario48,60,80,0,0,0,0.8,80,20,0,40,60,c4,0.00232,2,0,1,0,0,2.8737424143422605,0
scenario49,20,100,0,60,40,0.6,0,100,0,40,80,c1,0.00246,1,2,0,1,0,1660.780126296926,0
scenario50,60,60,0,0,80,0.4,0,100,0,40,80,c2,0.00132,0,1,2,0,0,2.927458535034104,0
scenario51,20,60,0,0,20,0.8,0,100,0,40,80,c4,0.00145,2,0,1,2,1,0.0,1
scenario52,20,60,0,80,40,0.6,0,100,0,40,100,c1,0.00124,1,2,0,2,0,5614.462979445751,0
scenario53,80,60,0,0,0,0.8,0,100,0,40,100,c2,0.00141,2,0,0,1,0,9999.0,0
scenario54,20,20,0,0,0,0.8,0,100,0,40,100,c4,0.0566,1,0,2,0,0,9999.0,0
scenario55,20,80,0,0,0,0.8,0,100,0,60,0,c1,0.05148,0,2,1,2,0,5345.155038820766,0
scenario56,20,80,0,100,40,0.6,0,100,0,60,0,c2,0.00125,0,1,2,1,0,3.639956005263067,0
scenario57,40,40,0,0,0,0.8,0,100,0,60,0,c4,0.02135,1,2,2,0,0,9999.0,0
scenario58,20,20,0,20,40,0.8,0,100,0,60,20,c1,0.00885,0,1,1,2,0,9999.0,0
scenario59,20,80,0,20,40,0.8,0,100,0,60,20,c2,0.00748,2,1,0,1,0,9999.0,0
scenario60,20,60,0,40,40,0.8,0,100,0,60,20,c4,0.00256,2,0,1,0,0,3.220579244766991,0
scenario61,20,20,0,0,100,0.2,0,100,0,60,40,c1,0.0017,1,2,0,1,0,1212.6093843708022,0
scenario62,20,100,0,0,0,0.8,0,100,0,60,40,c2,0.04891,0,1,2,0,0,4.145295362005659,0
scenario63,60,20,0,60,40,0.6,0,100,0,60,40,c4,0.00123,2,0,1,2,1,0.0,1
scenario64,20,60,0,0,0,0.8,0,100,0,60,60,c1,0.04996,1,2,0,2,0,1131.0687155554224,0
scenario65,60,40,0,0,0,0.8,0,100,0,60,60,c2,0.02163,2,0,0,1,0,9999.0,0
scenario66,60,20,0,0,0,0.8,0,100,0,60,60,c4,0.02033,1,0,2,0,0,9999.0,0
scenario67,60,80,0,0,0,0.8,0,100,0,60,80,c1,0.01823,0,2,1,2,0,9999.0,0
scenario68,40,100,0,0,0,0.8,0,100,0,60,80,c2,0.01778,0,1,2,1,0,4.863534521437581,0
scenario69,40,60,0,0,0,0.8,0,100,0,60,80,c4,0.01721,1,2,2,0,0,9999.0,0
scenario70,20,40,0,20,40,0.8,0,100,0,60,100,c1,0.00954,0,1,1,2,0,9944.78080980534,0
scenario71,20,100,0,20,40,0.8,0,100,0,60,100,c2,0.00786,2,1,0,1,0,9999.0,0
scenario72,20,100,0,0,0,0.8,80,20,0,60,100,c4,0.00659,2,0,1,0,0,3.246852632578143,0
scenario73,20,40,0,0,0,0.8,80,20,0,80,0,c1,0.00507,1,2,0,1,0,2.785567124330115,0
scenario74,20,40,0,0,80,0.4,0,100,0,80,0,c2,0.00437,0,1,2,0,0,3.298606860038934,0
scenario75,20,100,0,0,80,0.4,0,100,0,80,0,c4,0.00361,2,0,1,2,1,0.0,1
scenario76,60,40,0,20,40,0.8,0,100,0,80,20,c1,0.00363,1,2,0,2,0,9999.0,0
scenario77,40,20,0,20,40,0.8,0,100,0,80,20,c2,0.00322,2,0,0,1,0,9999.0,0
scenario78,60,80,0,20,40,0.8,0,100,0,80,20,c4,0.00288,1,0,2,0,0,9999.0,0
scenario79,20,40,0,60,40,0.6,0,100,0,80,40,c1,0.00284,0,2,1,2,0,4424.845014197127,0
scenario80,20,80,0,60,40,0.6,0,100,0,80,40,c2,0.00258,0,1,2,1,0,4.90589650957906,0
scenario81,40,60,0,20,40,0.8,0,100,0,80,40,c4,0.00298,1,2,2,0,0,9999.0,0
scenario82,60,100,0,0,0,0.8,80,20,0,80,60,c1,0.00244,0,1,1,2,0,2.770290896818266,0
scenario83,40,100,0,20,40,0.8,0,100,0,80,60,c2,0.00259,2,1,0,1,0,9999.0,0
scenario84,60,20,0,40,40,0.8,0,100,0,80,60,c4,0.00126,2,0,1,0,0,3.204653256101304,0
scenario85,40,80,0,0,0,0.8,80,20,0,80,80,c1,0.00205,1,2,0,1,0,2.4902051133846737,0
scenario86,20,40,0,0,20,0.8,0,100,0,80,80,c2,0.00204,0,1,2,0,0,2.415289383924691,0
scenario87,60,40,0,0,0,0.8,80,20,0,80,80,c4,0.002,2,0,1,2,1,0.0,1
scenario88,20,80,0,0,80,0.4,80,20,0,80,100,c1,0.00191,1,2,0,2,0,2.8739471176633136,0
scenario89,80,40,0,0,0,0.8,0,100,0,80,100,c2,0.00173,2,0,0,1,1,0.0,1
scenario90,20,40,0,80,40,0.6,0,100,0,80,100,c4,0.00175,1,0,2,0,0,9999.0,0
scenario91,40,60,0,0,0,0.8,80,20,0,100,0,c1,0.0019,0,2,1,2,0,3.946374165387909,0
scenario92,20,80,0,80,40,0.6,0,100,0,100,0,c2,0.00169,0,1,2,1,0,4.935641616645983,0
scenario93,20,80,0,0,100,0.2,0,100,0,100,0,c4,0.00152,1,2,2,0,0,9999.0,0
scenario94,60,40,0,0,80,0.4,0,100,0,100,20,c1,0.0017,0,1,1,2,0,4.970703222429274,0
scenario95,20,40,20,0,0,0.8,0,100,0,100,20,c2,0.00153,2,1,0,1,0,3.944410452976282,0
scenario96,20,100,0,0,20,0.8,0,100,0,100,20,c4,0.00165,2,0,1,0,0,3.0691124038837483,0
scenario97,20,60,0,0,100,0.2,0,100,0,100,40,c1,0.00163,1,2,0,1,0,1569.4588197168175,0
scenario98,40,20,0,0,80,0.4,0,100,0,100,40,c2,0.00161,0,1,2,0,0,4.080801236705885,0
scenario99,20,100,0,20,40,0.8,80,20,0,100,40,c4,0.00148,2,0,1,2,1,0.0,1
scenario100,80,80,0,0,0,0.8,0,100,0,100,60,c1,0.00142,1,2,0,2,0,2259.4354010127777,0
scenario101,20,80,20,0,0,0.8,0,100,0,100,60,c2,0.00163,2,0,0,1,0,9999.0,0
scenario102,20,60,0,0,80,0.4,80,20,0,100,60,c4,0.00136,1,0,2,0,1,0.0,1
scenario103,40,60,0,0,80,0.4,0,100,0,100,80,c1,0.00145,0,2,1,2,0,7267.566077068675,0
scenario104,40,20,0,0,0,0.8,80,20,0,100,80,c2,0.00126,0,1,2,1,0,3.470217510525117,0
scenario105,40,80,0,0,80,0.4,0,100,0,100,80,c4,0.00153,1,2,2,0,0,9999.0,0
scenario106,60,100,0,0,80,0.4,0,100,0,100,100,c1,0.0014,0,1,1,2,0,9999.0,0
scenario107,20,40,0,40,40,0.8,0,100,0,100,100,c2,0.00278,2,1,0,1,0,4.34802389624417,0
scenario108,20,80,0,40,40,0.8,0,100,0,100,100,c4,0.00236,2,0,1,0,0,2.933618888880788,0
scenario109,20,60,0,40,40,0.6,0,100,20,0,0,c1,0.00146,1,2,0,1,0,3522.844159550626,0
scenario110,20,20,0,40,40,0.6,0,100,20,0,0,c2,0.00149,0,1,2,0,0,2.929748068939064,0
scenario111,20,100,0,40,40,0.6,0,100,20,0,0,c4,0.00135,2,0,1,2,1,0.0,1
scenario112,20,20,0,100,40,0.6,0,100,20,0,20,c1,0.00132,1,2,0,2,0,1951.4185142681488,0
scenario113,20,40,0,0,100,0.4,0,100,20,0,20,c2,0.00135,2,0,0,1,0,3.863899897847294,0
scenario114,20,20,0,0,100,0.4,0,100,20,0,20,c4,0.00142,1,0,2,0,0,1.9411923070530948,0
scenario115,20,40,0,0,0,0.8,0,100,20,0,40,c1,0.05996,0,2,1,2,0,9999.0,0
scenario116,20,40,0,0,0,0.8,0,100,20,0,40,c2,0.05925,0,1,2,1,1,0.0,1
scenario117,20,40,0,0,0,0.8,0,100,20,0,40,c4,0.06,1,2,2,0,0,9999.0,0
scenario118,20,40,0,0,0,0.8,0,100,20,0,60,c1,0.05824,0,1,1,2,0,3930.345539197489,0
scenario119,20,40,0,0,0,0.8,0,100,20,0,60,c2,0.06067,2,1,0,1,0,9999.0,0
scenario120,20,40,0,0,0,0.8,0,100,20,0,60,c4,0.05977,2,0,1,0,0,3.1807061086044746,0
scenario121,20,40,0,0,0,0.8,0,100,20,0,80,c1,0.06031,1,2,0,1,0,4395.670267096976,0
scenario122,20,40,0,0,0,0.8,0,100,20,0,80,c2,0.05964,0,1,2,0,0,4.149019097151327,0
scenario123,20,40,0,0,0,0.8,0,100,20,0,80,c4,0.05912,2,0,1,2,1,0.0,1
scenario124,20,40,0,0,0,0.8,0,100,20,0,100,c1,0.05824,1,2,0,2,0,3400.0960976815227,0
scenario125,20,60,0,0,100,0.4,0,100,20,0,100,c2,0.00132,2,0,0,1,0,5.299363110089487,0
scenario126,20,40,0,0,0,0.8,0,100,20,0,100,c4,0.06057,1,0,2,0,0,9999.0,0
scenario127,20,80,0,0,100,0.4,0,100,20,20,0,c1,0.0014,0,2,1,2,0,4.338297629266282,0
scenario128,20,40,0,0,0,0.8,0,100,20,20,0,c2,0.06063,0,1,2,1,0,4.144686580848527,0
scenario129,20,40,0,0,0,0.8,0,100,20,20,0,c4,0.05829,1,2,2,0,0,9999.0,0
scenario130,20,40,0,0,0,0.8,0,100,20,20,20,c1,0.05981,0,1,1,2,0,7396.494968426814,0
scenario131,20,40,0,0,0,0.8,0,100,20,20,20,c2,0.05953,2,1,0,1,0,9999.0,0
scenario132,20,40,0,0,0,0.8,0,100,20,20,20,c4,0.0601,2,0,1,0,0,2.8441918395525807,0
scenario133,20,40,0,0,0,0.8,0,100,20,20,40,c1,0.05917,1,2,0,1,0,6615.335257809833,0
scenario134,20,40,0,0,0,0.8,0,100,20,20,40,c2,0.06044,0,1,2,0,0,3.9526734238618206,0
scenario135,20,40,0,0,0,0.8,0,100,20,20,40,c4,0.0594,2,0,1,2,1,0.0,1
scenario136,20,40,0,0,0,0.8,0,100,20,20,60,c1,0.06079,1,2,0,2,1,0.0,1
