Row,startego,goalego,startother,goalother,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
Z_{1},-0.0577,0.299,-0.1987,0.4443,0.2755,-0.0713,0.2006,-0.4245,-0.1186,-0.2214,0.3106,-0.3531,-0.2069
Z_{2},0.4901,-0.4477,-0.4357,0.0147,0.0336,-0.2031,0.0299,-0.0487,-0.1381,0.1597,-0.0026,0.054,-0.2414
