Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,timeofday,startego
Z_{1},-0.1552,0.0739,0.0903,0.1208,-0.8932,0.0505,-0.1231,-0.0057,0.6113,0.0896,-0.0722,0.0706,0.5561
Z_{2},-0.8444,0.1456,-0.0436,0.1445,0.0743,0.0248,0.0584,0.042,-0.5236,0.0372,-0.0716,0.1218,0.7277
