Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,timeofday,startego
Z_{1},-0.3492,0.1538,-0.1743,-0.1277,-0.9407,0.0021,-0.0164,-0.3215,0.1768,-0.0749,0.0831,0.0139,0.8998
Z_{2},-0.7296,-0.1387,-0.0065,0.0787,1.0448,-0.058,-0.0356,0.2212,-1.092,-0.0929,-0.1271,-0.0073,0.0984
